,State,411,416,423,430,437
0,Washington,345731,5357,5064,5207,5137
1,Illinois,1199441,11406,11195,11087,11032
2,California,3602380,31451,30471,29916,29602
3,Arizona,827237,9354,9329,9318,9313
4,Massachusetts,592344,9422,9010,8804,8702
5,Wisconsin,621842,4409,4409,4409,4409
6,Texas,2699083,43827,43807,43807,43807
7,Nebraska,203027,2002,1999,2019,2021
8,Utah,375110,3340,3240,3209,3200
9,Oregon,157515,1565,1345,1255,1189
10,Florida,1948307,36130,35704,35537,35471
11,New York,1700091,51160,51283,51356,51399
12,Rhode Island,128981,2449,2434,2448,2456
13,Georgia,1024931,17814,17102,17241,17053
14,New Hampshire,77060,1332,1251,1218,1204
15,North Carolina,874906,11442,10452,10003,9800
16,New Jersey,814916,23755,24049,24279,24410
17,Colorado,437187,8612,8761,8833,8868
18,Maryland,388035,5273,5251,5244,5241
19,Nevada,296393,2370,2339,2330,2328
20,Tennessee,783904,7743,7531,7453,7424
21,Hawaii,28148,332,323,319,317
22,Indiana,667736,5241,5084,5010,4975
23,Kentucky,411040,5876,5800,5783,5780
24,Minnesota,490483,5159,5068,5019,4992
25,Oklahoma,429162,4611,4591,4588,4587
26,Pennsylvania,952818,17585,17580,17577,17576
27,South Carolina,526716,8391,8167,8117,8105
28,District of Columbia,41579,814,788,789,783
29,Kansas,298788,2201,2201,2201,2201
30,Missouri,498269,2746,2721,2717,2716
31,Vermont,16199,858,859,859,859
32,Virginia,586592,9249,8368,7915,7561
33,Connecticut,287396,5429,5428,5428,5428
34,Iowa,340128,3020,2960,2944,2939
35,Louisiana,434289,4230,4203,4199,4199
36,Ohio,979725,11394,11379,11377,11377
37,Michigan,658355,11260,11700,11961,12117
38,South Dakota,113596,1128,1123,1135,1136
39,Arkansas,324951,5589,5313,5210,5241
40,Delaware,88563,1563,1553,1552,1551
41,Mississippi,297651,3152,3142,3141,3141
42,New Mexico,187040,1683,1631,1616,1611
43,North Dakota,100419,559,522,479,436
44,Wyoming,54903,295,238,212,199
45,Alaska,59624,1069,1084,1089,1090
46,Maine,45933,1202,1222,1243,1254
47,Alabama,500092,6732,6732,6732,6732
48,Idaho,173309,1713,1682,1669,1665
49,Montana,100959,771,764,764,763
50,Puerto Rico,101327,NaN,NaN,NaN,NaN
51,Virgin Islands,2744,NaN,NaN,NaN,NaN
52,Guam,7751,NaN,NaN,NaN,NaN
53,West Virginia,133627,1585,1435,1361,1305
54,Northern Mariana Islands,146,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
