,State,627,633,640,647,654
0,Washington,NaN,7184,8679,8114,7658
1,Illinois,NaN,9651,13259,13604,13643
2,California,NaN,28259,34318,34471,34006
3,Arizona,NaN,16048,15127,14793,14698
4,Massachusetts,NaN,5095,6638,6605,6560
5,Wisconsin,NaN,9302,11275,10682,10319
6,Texas,NaN,28330,38431,40111,40139
7,Nebraska,NaN,2586,3601,3803,3943
8,Utah,NaN,5532,7615,8006,8315
9,Oregon,NaN,3739,3999,3328,2870
10,Florida,NaN,32656,39778,37766,35957
11,New York,NaN,24247,16940,11999,8978
12,Rhode Island,NaN,865,1017,927,859
13,Georgia,NaN,10039,12098,11297,10451
14,New Hampshire,NaN,1498,1671,1460,1320
15,North Carolina,NaN,12283,16205,16227,15887
16,New Jersey,NaN,12140,11322,10955,10754
17,Colorado,NaN,7257,8755,8262,7917
18,Maryland,NaN,7321,5710,4847,4291
19,Nevada,NaN,2885,4085,4320,4421
20,Tennessee,NaN,11451,17849,19923,20941
21,Hawaii,NaN,1551,1675,1725,1739
22,Indiana,NaN,9211,12429,12727,12755
23,Kentucky,NaN,6380,7523,6826,6268
24,Minnesota,NaN,9158,10668,9803,9287
25,Oklahoma,NaN,4869,8196,9542,10330
26,Pennsylvania,NaN,28502,19476,14234,11055
27,South Carolina,NaN,8846,13982,15902,16986
28,District of Columbia,NaN,423,530,512,492
29,Kansas,NaN,3757,4638,4453,4297
30,Missouri,NaN,11492,14090,15579,16598
31,Vermont,NaN,1471,1106,913,796
32,Virginia,NaN,9148,12136,12302,12282
33,Connecticut,NaN,1515,2033,2050,2028
34,Iowa,NaN,2160,3097,3231,3252
35,Louisiana,NaN,3647,5680,6188,6362
36,Ohio,NaN,24206,18093,13178,10121
37,Michigan,NaN,15350,16691,14418,13033
38,South Dakota,NaN,1355,1918,2051,2147
39,Arkansas,NaN,5980,6012,6038,5991
40,Delaware,NaN,3163,2182,1704,1409
41,Mississippi,NaN,4192,7066,8227,8886
42,New Mexico,NaN,2499,3020,2841,2715
43,North Dakota,NaN,4063,3910,3844,3857
44,Wyoming,NaN,1653,2074,2026,1993
45,Alaska,NaN,2819,3819,3948,4051
46,Maine,NaN,3583,2873,2526,2340
47,Alabama,NaN,6899,6634,6233,5834
48,Idaho,NaN,7252,7341,7135,7058
49,Montana,NaN,3189,3592,3193,2953
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,8484,7546,7010,6679
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
