,State,313,318,325,332,339
0,Washington,165019,19601,19574,19744,19500
1,Illinois,726304,65269,69179,67426,63587
2,California,1230264,96670,96852,99620,100636
3,Arizona,326817,27568,27798,28005,27424
4,Massachusetts,226132,18105,18456,18762,18914
5,Wisconsin,411730,31644,32006,32886,33477
6,Texas,1238752,65893,64617,63681,63991
7,Nebraska,128407,12900,11427,11195,12043
8,Utah,195706,18759,19665,19648,19332
9,Oregon,75431,8866,8912,8962,8861
10,Florida,999319,51853,52507,50122,49646
11,New York,647980,43630,43787,44054,44330
12,Rhode Island,56723,5887,5729,5829,6195
13,Georgia,471563,21784,19378,12699,9471
14,New Hampshire,21030,2842,2771,2748,2747
15,North Carolina,364512,26273,26156,26273,25749
16,New Jersey,337304,27643,27839,27911,27301
17,Colorado,232905,29875,31095,31239,30684
18,Maryland,198370,14585,13749,14146,14793
19,Nevada,152171,17273,17005,17269,17339
20,Tennessee,374493,27477,27287,27453,27057
21,Hawaii,18223,729,745,714,786
22,Indiana,338977,40297,38681,38206,40379
23,Kentucky,179041,18045,17800,18490,18614
24,Minnesota,318763,39761,41635,39378,40037
25,Oklahoma,197745,23122,22482,23468,22670
26,Pennsylvania,366835,49399,48536,48823,49351
27,South Carolina,217487,9996,9456,9741,9414
28,District of Columbia,21552,1081,1092,1072,1072
29,Kansas,159915,18423,18270,19029,18866
30,Missouri,306206,25619,25729,27184,24327
31,Vermont,4172,523,501,530,521
32,Virginia,237835,18113,18422,18570,17854
33,Connecticut,117295,11474,11354,11621,11265
34,Iowa,230631,17350,15649,16487,15022
35,Louisiana,232414,13219,14009,13721,13396
36,Ohio,421063,63228,63580,63315,62763
37,Michigan,388942,49185,51365,51773,51737
38,South Dakota,80464,6836,7191,7172,7376
39,Arkansas,157359,11338,11247,11257,11233
40,Delaware,35654,3333,3293,3416,3402
41,Mississippi,153270,7433,7753,7467,7702
42,New Mexico,97095,13968,14818,15936,15832
43,North Dakota,79252,6425,6560,6289,5678
44,Wyoming,33305,4657,4633,4554,4655
45,Alaska,32576,4260,4220,4295,4296
46,Maine,11757,1122,1029,1074,1049
47,Alabama,249524,14041,13831,13734,13577
48,Idaho,101698,8891,8735,8517,8800
49,Montana,62198,6874,6879,6892,6680
50,Puerto Rico,52545,5178,5201,5248,5135
51,Virgin Islands,1544,45,39,41,48
52,Guam,6852,381,353,342,327
53,West Virginia,47842,6283,6325,6273,6242
54,Northern Mariana Islands,106,0,0,0,0
55,American Samoa,0,0,0,0,0
