,State,382,388,395,402,409
0,Washington,320146,6920,6592,5903,5608
1,Illinois,1146346,17441,14918,14141,14099
2,California,3417982,74560,70742,66028,52776
3,Arizona,780637,17327,16250,15253,12834
4,Massachusetts,543934,17582,14800,13087,12952
5,Wisconsin,600782,7389,6742,6348,6239
6,Texas,2494861,85188,75632,62358,58487
7,Nebraska,193722,2489,2096,1880,1839
8,Utah,354608,6640,5905,5706,5030
9,Oregon,147122,3901,3643,3373,3381
10,Florida,1777983,48478,42406,36965,33288
11,New York,1480224,56104,47762,41270,37090
12,Rhode Island,117891,2736,2482,2304,2287
13,Georgia,940991,26535,22010,19341,18395
14,New Hampshire,68379,2250,1945,1668,1613
15,North Carolina,796195,32309,28895,25867,23749
16,New Jersey,722167,23872,20184,17803,16737
17,Colorado,405330,8455,8018,7466,7064
18,Maryland,363650,8641,7530,6854,6578
19,Nevada,284042,4787,4353,4152,3939
20,Tennessee,744600,15146,13079,12671,12454
21,Hawaii,26684,542,492,471,448
22,Indiana,639711,12582,11382,11046,10139
23,Kentucky,377790,10818,10330,9323,8244
24,Minnesota,468118,5760,5050,4729,4564
25,Oklahoma,403954,12421,10980,9637,9411
26,Pennsylvania,873146,24978,21798,19610,19275
27,South Carolina,466373,19862,17401,14842,13975
28,District of Columbia,38035,1070,986,855,779
29,Kansas,283926,4930,4131,3486,3753
30,Missouri,481929,6953,6413,6044,5964
31,Vermont,12900,833,786,747,717
32,Virginia,529125,23408,21124,19144,17735
33,Connecticut,259372,7872,7404,6763,6269
34,Iowa,324590,4279,3961,3469,3029
35,Louisiana,411812,9667,8401,7404,6956
36,Ohio,920217,20038,17506,15721,15402
37,Michigan,620685,9240,8574,7487,7132
38,South Dakota,109229,802,683,661,590
39,Arkansas,306736,9403,8838,8130,7875
40,Delaware,80594,2514,1845,1505,1292
41,Mississippi,281678,6075,5258,4730,4600
42,New Mexico,177556,2924,2607,2449,2431
43,North Dakota,98155,513,452,405,401
44,Wyoming,52627,511,508,489,515
45,Alaska,55259,766,770,717,702
46,Maine,41219,1527,1278,1159,1153
47,Alabama,472423,11619,10623,9668,8870
48,Idaho,165209,1973,1798,1710,1764
49,Montana,95790,1627,1545,1390,1325
50,Puerto Rico,95839,2083,1771,1577,1495
51,Virgin Islands,2466,64,51,48,45
52,Guam,7636,31,30,28,23
53,West Virginia,124708,3321,2778,2540,2445
54,Northern Mariana Islands,133,0,0,0,0
55,American Samoa,0,0,0,0,0
