,County,246,255,262,269,276,283,290,297
0,01001,1738,29,27,25,23,21,20,8
1,01003,5165,92,87,82,77,71,65,25
2,01005,857,9,7,6,5,4,3,1
3,01007,642,9,8,7,6,5,5,2
4,01009,1594,31,29,27,25,23,21,8
5,01011,598,3,2,2,2,1,1,0
6,01013,913,1,0,0,0,0,0,0
7,01015,3466,123,107,92,79,67,56,21
8,01017,1151,7,6,6,5,4,4,1
9,01019,591,19,17,15,13,11,9,3
10,01021,1535,41,38,36,34,32,30,12
11,01023,346,0,0,0,0,0,0,0
12,01025,1077,6,5,5,4,4,3,1
13,01027,570,10,8,6,5,4,3,1
14,01029,339,10,9,7,6,5,4,1
15,01031,1307,27,25,22,20,18,16,6
16,01033,1636,34,29,25,21,18,15,5
17,01035,531,4,3,2,2,1,1,0
18,01037,167,2,2,1,1,1,1,0
19,01039,1344,14,12,11,10,9,8,3
20,01041,531,1,1,1,0,0,0,0
21,01043,1885,23,15,9,6,3,2,0
22,01045,1354,24,21,19,18,16,14,5
23,01047,1774,10,8,7,5,4,3,1
24,01049,2391,31,29,26,24,22,20,8
25,01051,2632,75,69,64,58,53,49,19
26,01053,1584,6,4,3,2,1,1,0
27,01055,3420,73,65,58,52,46,42,16
28,01057,443,10,10,10,10,10,9,3
29,01059,1755,6,5,4,3,2,2,0
30,01061,599,12,8,5,3,2,1,0
31,01063,303,0,0,0,0,0,0,0
32,01065,628,1,1,0,0,0,0,0
33,01067,486,8,5,3,2,1,1,0
34,01069,2781,77,64,51,42,33,27,9
35,01071,1546,42,38,34,30,27,24,9
36,01073,19441,575,532,487,452,409,373,152
37,01075,363,11,10,10,9,8,8,3
38,01077,1682,45,41,37,33,30,27,10
39,01079,609,16,16,16,16,15,15,6
40,01081,5829,94,86,80,75,69,63,26
41,01083,2061,89,83,78,72,67,60,24
42,01085,653,1,0,0,0,0,0,0
43,01087,480,2,1,0,0,0,0,0
44,01089,7754,299,286,275,263,249,237,97
45,01091,708,2,2,1,1,1,0,0
46,01093,957,20,19,19,18,17,17,7
47,01095,3909,69,63,56,50,45,41,16
48,01097,13271,242,226,214,197,186,172,68
49,01099,581,0,0,0,0,0,0,0
50,01101,8778,113,87,64,49,36,27,8
51,01103,3254,70,53,40,30,22,16,5
52,01105,540,0,0,0,0,0,0,0
53,01107,651,7,7,6,6,5,5,2
54,01109,1187,12,7,4,2,1,0,0
55,01111,637,17,15,12,10,8,7,2
56,01113,1744,14,11,8,7,5,4,1
57,01115,2278,38,34,31,28,24,21,8
58,01117,5849,198,185,168,154,140,125,50
59,01119,434,2,1,0,0,0,0,0
60,01121,2127,33,28,23,19,15,12,4
61,01123,1146,2,2,1,1,1,1,0
62,01125,7496,276,255,232,210,189,169,68
63,01127,2284,32,22,15,11,7,5,1
64,01129,556,0,0,0,0,0,0,0
65,01131,531,0,0,0,0,0,0,0
66,01133,737,17,16,15,15,14,13,5
67,02013,2,,,,,,,NaN
68,02016,8,,,,,,,NaN
69,02020,3996,169,136,106,82,63,46,16
70,02050,102,2,1,1,0,0,0,0
71,02060,10,0,0,0,0,0,0,0
72,02068,3,,,,,,,NaN
73,02070,8,0,0,0,0,0,0,0
74,02090,1013,67,68,68,69,68,67,27
75,02100,5,,,,,,,NaN
76,02105,0,,,,,,,NaN
77,02110,280,4,3,2,1,0,0,0
78,02122,442,1,0,0,0,0,0,0
79,02130,49,0,0,0,0,0,0,0
80,02150,21,0,0,0,0,0,0,0
81,02158,12,,,,,,,NaN
82,02164,0,,,,,,,NaN
83,02170,591,10,9,8,7,6,5,2
84,02180,61,1,0,0,0,0,0,0
85,02185,112,2,1,0,0,0,0,0
86,02188,102,2,1,0,0,0,0,0
87,02195,7,0,0,0,0,0,0,0
88,02198,31,0,0,0,0,0,0,0
89,02220,45,0,0,0,0,0,0,0
90,02230,0,,,,,,,NaN
91,02240,24,0,0,0,0,0,0,0
92,02261,76,1,0,0,0,0,0,0
93,02275,13,,,,,,,NaN
94,02282,23,,,,,,,NaN
95,02290,79,2,1,1,0,0,0,0
96,04001,3495,14,9,5,3,2,1,0
97,04003,1889,4,2,1,0,0,0,0
98,04005,3918,57,51,44,38,33,28,11
99,04007,1268,19,17,15,14,12,10,4
100,04009,811,9,7,6,5,4,3,1
101,04011,59,1,1,0,0,0,0,0
102,04012,538,0,0,0,0,0,0,0
103,04013,140584,1222,1091,964,859,760,678,265
