,County,232,241,248,255,262,269,276,283
0,01001,1413,29,27,25,23,21,20,8
1,01003,4678,128,123,117,110,106,98,40
2,01005,618,0,0,0,0,0,0,0
3,01007,566,11,10,9,8,7,6,2
4,01009,1099,19,18,16,15,14,13,5
5,01011,550,1,1,0,0,0,0,0
6,01013,863,5,4,3,2,1,1,0
7,01015,2652,93,83,70,60,51,42,16
8,01017,858,0,0,0,0,0,0,0
9,01019,376,3,2,2,1,1,1,0
10,01021,1198,60,57,56,55,52,50,21
11,01023,327,1,1,0,0,0,0,0
12,01025,934,3,2,2,2,2,1,0
13,01027,415,22,19,16,13,10,9,3
14,01029,248,7,6,5,4,4,3,1
15,01031,1024,38,36,34,31,29,26,10
16,01033,1500,18,15,13,11,9,7,2
17,01035,439,0,0,0,0,0,0,0
18,01037,111,0,0,0,0,0,0,0
19,01039,828,7,6,5,5,4,4,1
20,01041,412,3,3,2,1,1,1,0
21,01043,1495,21,14,8,5,3,2,0
22,01045,1072,19,17,16,14,13,12,4
23,01047,1462,10,8,7,5,4,3,1
24,01049,2128,13,11,10,10,9,8,3
25,01051,2170,86,81,77,71,67,62,24
26,01053,1276,11,8,6,4,3,2,0
27,01055,2825,73,66,60,54,49,43,17
28,01057,327,8,8,8,8,8,7,3
29,01059,1624,23,19,16,13,11,9,3
30,01061,407,4,3,2,1,0,0,0
31,01063,282,0,0,0,0,0,0,0
32,01065,548,4,3,2,1,1,0,0
33,01067,351,1,0,0,0,0,0,0
34,01069,1960,31,25,20,16,12,10,3
35,01071,1338,12,10,9,7,6,5,2
36,01073,17013,629,587,542,501,463,428,172
37,01075,283,1,1,1,1,1,0,0
38,01077,1504,28,25,22,20,18,16,6
39,01079,515,11,12,11,11,11,10,4
40,01081,3560,145,140,136,129,123,115,47
41,01083,1740,41,38,35,31,28,25,10
42,01085,602,0,0,0,0,0,0,0
43,01087,415,1,1,0,0,0,0,0
44,01089,6675,231,222,209,200,193,181,75
45,01091,649,1,1,1,0,0,0,0
46,01093,770,25,25,25,25,25,24,10
47,01095,3520,20,18,16,14,12,11,4
48,01097,12403,201,188,175,165,153,142,57
49,01099,441,0,0,0,0,0,0,0
50,01101,8021,107,82,62,47,34,25,9
51,01103,2919,38,28,20,15,11,8,2
52,01105,484,0,0,0,0,0,0,0
53,01107,556,4,4,3,3,3,2,1
54,01109,866,5,3,1,1,0,0,0
55,01111,499,4,3,3,2,2,1,0
56,01113,1569,3,2,2,1,1,1,0
57,01115,1749,59,54,50,46,42,38,15
58,01117,4482,259,246,231,215,201,184,75
59,01119,404,0,0,0,0,0,0,0
60,01121,1327,22,18,15,12,10,8,3
61,01123,946,2,2,1,1,1,1,0
62,01125,5416,162,149,134,121,109,98,38
63,01127,1985,54,40,29,20,14,10,3
64,01129,503,0,0,0,0,0,0,0
65,01131,477,0,0,0,0,0,0,0
66,01133,600,27,26,25,25,24,23,9
67,02013,2,,,,,,,NaN
68,02016,7,,,,,,,NaN
69,02020,3411,140,110,85,64,49,36,12
70,02050,74,1,0,0,0,0,0,0
71,02060,10,0,0,0,0,0,0,0
72,02068,2,,,,,,,NaN
73,02070,5,0,0,0,0,0,0,0
74,02090,804,62,63,65,65,66,66,28
75,02100,4,,,,,,,NaN
76,02105,0,,,,,,,NaN
77,02110,218,16,13,9,6,4,3,0
78,02122,425,1,0,0,0,0,0,0
79,02130,47,0,0,0,0,0,0,0
80,02150,19,0,0,0,0,0,0,0
81,02158,9,,,,,,,NaN
82,02164,0,,,,,,,NaN
83,02170,520,12,11,10,9,8,7,2
84,02180,47,0,0,0,0,0,0,0
