,County,190,199,206,213,220,227,234,241
0,01001,963,55,54,55,52,52,49,20
1,01003,2984,571,629,682,735,775,812,352
2,01005,539,22,19,17,15,12,11,4
3,01007,344,37,39,39,40,40,39,16
4,01009,658,83,93,98,102,107,110,47
5,01011,428,8,7,6,6,5,4,1
6,01013,733,16,12,10,8,6,4,1
7,01015,1297,458,515,549,565,557,540,221
8,01017,800,29,28,26,24,23,21,8
9,01019,217,12,12,11,10,9,8,3
10,01021,650,120,138,153,167,179,186,82
11,01023,265,4,4,3,2,2,2,0
12,01025,469,20,20,20,19,19,18,7
13,01027,189,42,43,42,40,37,32,12
14,01029,110,15,16,16,16,16,15,6
15,01031,672,66,68,68,68,67,66,28
16,01033,1007,122,121,116,107,100,91,36
17,01035,354,22,20,18,15,13,11,4
18,01037,89,5,5,5,5,5,5,2
19,01039,659,41,40,39,38,36,34,14
20,01041,271,41,41,41,40,36,33,12
21,01043,1050,99,75,55,38,26,17,5
22,01045,738,149,161,174,184,191,196,84
23,01047,1233,34,29,24,20,16,14,5
24,01049,1594,126,126,127,128,125,121,51
25,01051,1514,91,89,86,81,77,73,29
26,01053,909,87,75,61,50,40,31,11
27,01055,1797,257,266,271,269,264,258,107
28,01057,162,22,27,31,36,42,46,21
29,01059,1144,44,39,34,30,25,22,8
30,01061,204,11,8,5,3,2,1,0
31,01063,238,2,2,1,1,1,1,0
32,01065,438,7,5,3,2,2,1,0
33,01067,231,14,10,8,5,3,2,0
34,01069,1219,204,199,190,172,154,134,52
35,01071,720,65,64,62,59,56,52,21
36,01073,10939,1220,1223,1202,1173,1137,1090,452
37,01075,189,12,13,13,14,13,13,5
38,01077,990,99,100,100,99,96,92,38
39,01079,281,38,44,51,58,63,70,31
40,01081,2386,199,202,204,202,200,198,82
41,01083,1117,131,135,138,136,134,131,54
42,01085,547,5,3,2,1,1,0,0
43,01087,298,6,4,2,1,0,0,0
44,01089,4658,653,688,719,744,761,771,336
45,01091,502,28,25,22,19,16,14,5
46,01093,510,30,32,33,33,34,35,15
47,01095,2795,152,146,140,132,126,119,48
48,01097,7879,1113,1159,1207,1237,1264,1279,544
49,01099,376,9,5,3,1,0,0,0
50,01101,5957,382,315,256,205,162,126,45
51,01103,2098,177,149,123,99,79,61,22
52,01105,411,32,34,36,37,38,39,16
53,01107,347,11,11,10,10,10,9,3
54,01109,631,21,14,9,5,3,1,0
55,01111,378,14,13,11,9,8,6,2
56,01113,1143,129,123,115,101,89,78,30
57,01115,1112,227,247,265,276,284,284,120
58,01117,2836,331,332,333,325,317,305,126
59,01119,352,7,4,2,1,0,0,0
60,01121,816,151,153,153,147,138,128,51
61,01123,781,16,15,15,14,13,13,5
62,01125,3755,347,336,323,307,288,270,110
63,01127,1420,49,36,27,19,13,9,3
64,01129,296,19,12,7,4,2,1,0
65,01131,395,8,6,4,3,2,2,0
66,01133,411,14,14,13,13,13,12,5
67,02013,1,,,,,,,NaN
68,02016,4,,,,,,,NaN
69,02020,1576,651,675,658,610,549,473,179
70,02050,19,0,0,0,0,0,0,0
71,02060,6,0,0,0,0,0,0,0
72,02068,1,,,,,,,NaN
73,02070,1,0,0,0,0,0,0,0
74,02090,386,23,24,25,25,25,25,10
75,02100,4,,,,,,,NaN
76,02105,0,,,,,,,NaN
77,02110,87,7,6,4,3,2,1,0
78,02122,292,12,7,4,2,1,0,0
79,02130,34,1,1,0,0,0,0,0
80,02150,6,0,0,0,0,0,0,0
81,02158,4,,,,,,,NaN
82,02164,0,,,,,,,NaN
83,02170,259,29,31,31,32,32,31,12
84,02180,17,0,0,0,0,0,0,0
85,02185,13,0,0,0,0,0,0,0
86,02188,28,0,0,0,0,0,0,0
87,02195,6,0,0,0,0,0,0,0
88,02198,5,0,0,0,0,0,0,0
89,02220,21,0,0,0,0,0,0,0
90,02230,0,,,,,,,NaN
91,02240,14,0,0,0,0,0,0,0
92,02261,42,2,1,0,0,0,0,0
93,02275,5,,,,,,,NaN
94,02282,6,,,,,,,NaN
95,02290,42,3,2,2,1,1,1,0
96,04001,2969,52,36,24,16,10,6,2
97,04003,1467,85,55,34,20,11,6,1
98,04005,2933,71,63,56,49,43,38,14
99,04007,778,87,89,89,91,88,85,36
100,04009,435,104,115,120,124,120,114,47
101,04011,54,7,6,5,3,2,1,0
102,04012,468,2,1,0,0,0,0,0
103,04013,114852,11400,10986,10440,9829,9217,8548,3497
104,04015,2865,231,192,156,126,101,77,28
105,04017,5182,81,71,62,54,47,41,16
106,04019,15884,1489,1384,1272,1163,1053,949,374
107,04021,7875,639,633,628,622,617,599,253
108,04023,2577,62,41,26,16,10,6,1
109,04025,1698,172,177,179,182,182,178,75
110,04027,10761,571,369,231,141,83,47,13
111,05001,183,8,7,5,4,4,3,1
112,05003,214,32,36,39,41,43,45,19
113,05005,61,4,3,2,1,1,0,0
114,05007,4408,211,151,104,72,47,30,9
115,05009,142,24,27,28,28,27,27,10
116,05011,134,4,3,2,2,1,1,0
117,05013,12,,,,,,,NaN
118,05015,331,13,11,9,7,6,4,1
119,05017,498,264,220,149,93,53,29,8
120,05019,153,14,10,7,5,3,2,0
121,05021,103,0,0,0,0,0,0,0
122,05023,175,3,2,2,2,2,1,0
123,05025,63,5,3,2,1,0,0,0
124,05027,178,8,8,8,7,7,6,2
125,05029,133,5,5,5,4,4,4,1
126,05031,1062,126,90,59,37,22,13,3
127,05033,495,51,43,35,27,20,15,5
128,05035,1135,56,44,33,25,18,13,4
129,05037,157,10,7,5,4,2,1,0
130,05039,55,5,6,6,7,7,7,3
131,05041,138,5,4,4,3,3,2,1
132,05043,152,20,22,23,25,26,26,11
133,05045,1158,161,169,173,173,175,172,72
134,05047,101,15,19,23,28,33,37,17
135,05049,26,2,2,1,1,1,1,0
136,05051,786,204,243,285,325,360,390,177
137,05053,122,20,25,29,35,38,42,19
138,05055,280,78,97,115,130,144,155,67
139,05057,192,33,37,41,45,47,49,21
140,05059,1429,27,26,26,25,24,23,9
141,05061,287,63,60,53,46,38,30,11
142,05063,299,119,133,137,129,117,101,38
143,05065,38,2,2,1,1,0,0,0
144,05067,56,7,9,13,17,21,26,13
145,05069,1270,116,114,113,111,105,101,42
146,05071,606,30,24,18,14,10,7,2
147,05073,48,4,3,3,2,1,1,0
148,05075,173,8,5,3,2,1,0,0
149,05077,879,2,1,0,0,0,0,0
150,05079,1161,4,3,3,2,2,1,0
151,05081,145,163,301,437,471,412,339,121
152,05083,134,7,7,7,7,7,7,3
153,05085,393,62,62,58,54,47,41,16
154,05087,253,0,0,0,0,0,0,0
155,05089,22,1,1,1,1,1,1,0
156,05091,442,46,43,39,34,29,24,9
157,05093,648,135,155,173,190,204,217,96
158,05095,48,5,5,5,5,5,5,2
159,05097,24,1,1,0,0,0,0,0
160,05099,128,2,1,0,0,0,0,0
161,05101,89,10,10,8,7,6,4,1
162,05103,74,8,9,9,8,7,7,2
