,County,225,234,241,248,255,262,269,276
0,01001,1349,41,40,38,35,32,31,12
1,01003,4495,255,248,240,234,228,216,92
2,01005,614,2,1,1,1,1,0,0
3,01007,542,14,13,12,11,10,9,3
4,01009,1037,49,48,47,45,43,41,16
5,01011,541,4,3,3,2,2,1,0
6,01013,841,11,9,6,5,4,3,1
7,01015,2447,153,137,121,106,92,80,30
8,01017,850,3,3,3,2,2,2,0
9,01019,354,7,6,5,4,4,3,1
10,01021,1102,112,116,118,119,118,117,50
11,01023,319,0,0,0,0,0,0,0
12,01025,917,11,11,10,9,8,8,3
13,01027,368,16,13,11,9,7,5,2
14,01029,222,4,3,3,2,2,1,0
15,01031,959,25,23,21,20,18,16,6
16,01033,1458,44,38,34,29,25,21,8
17,01035,432,0,0,0,0,0,0,0
18,01037,110,0,0,0,0,0,0,0
19,01039,800,4,4,3,3,2,2,1
20,01041,394,11,10,8,7,6,5,1
21,01043,1448,45,31,21,13,8,5,1
22,01045,1015,22,20,19,17,15,14,5
23,01047,1428,15,12,9,7,6,5,1
24,01049,2080,27,25,23,21,20,18,7
25,01051,2054,80,75,71,65,60,57,23
26,01053,1234,28,21,16,12,9,6,2
27,01055,2708,91,84,77,70,64,57,22
28,01057,300,8,7,8,7,7,7,3
29,01059,1570,33,28,24,21,17,15,5
30,01061,387,8,5,3,2,1,1,0
31,01063,278,0,0,0,0,0,0,0
32,01065,531,5,4,2,2,1,0,0
33,01067,338,11,7,5,3,2,1,0
34,01069,1875,58,49,40,32,26,21,7
35,01071,1294,25,22,20,17,15,13,5
36,01073,16240,1018,955,912,856,795,745,301
37,01075,276,5,5,4,4,4,3,1
38,01077,1443,43,40,36,33,30,27,10
39,01079,486,30,32,33,34,35,35,15
40,01081,3384,401,411,418,420,417,418,176
41,01083,1667,68,64,60,55,51,47,18
42,01085,600,3,2,1,0,0,0,0
43,01087,401,6,3,2,1,0,0,0
44,01089,6382,295,286,278,267,256,244,101
45,01091,640,5,4,3,2,2,1,0
46,01093,717,16,15,15,15,14,14,5
47,01095,3485,25,23,20,18,16,14,5
48,01097,12123,267,258,240,229,213,201,82
49,01099,435,0,0,0,0,0,0,0
50,01101,7826,192,150,117,89,68,51,17
51,01103,2842,65,49,37,29,20,15,5
52,01105,479,0,0,0,0,0,0,0
53,01107,537,12,11,10,10,9,8,3
54,01109,837,6,4,2,1,0,0,0
55,01111,481,12,10,8,7,6,5,1
56,01113,1556,27,22,18,14,12,9,3
57,01115,1667,69,63,59,55,49,45,18
58,01117,4169,437,426,415,399,387,370,152
59,01119,401,0,0,0,0,0,0,0
60,01121,1276,58,51,45,39,33,28,10
61,01123,932,11,10,9,9,8,8,3
62,01125,5218,162,148,135,123,111,98,38
63,01127,1881,39,29,20,14,10,6,2
64,01129,501,1,0,0,0,0,0,0
65,01131,471,0,0,0,0,0,0,0
66,01133,557,22,22,21,21,20,19,8
67,02013,2,,,,,,,NaN
68,02016,6,,,,,,,NaN
69,02020,3105,144,115,89,68,52,39,13
70,02050,59,0,0,0,0,0,0,0
71,02060,10,0,0,0,0,0,0,0
72,02068,2,,,,,,,NaN
73,02070,5,0,0,0,0,0,0,0
74,02090,691,57,60,62,63,65,65,27
75,02100,4,,,,,,,NaN
76,02105,0,,,,,,,NaN
77,02110,180,1,1,0,0,0,0,0
78,02122,418,2,1,0,0,0,0,0
79,02130,47,0,0,0,0,0,0,0
80,02150,17,0,0,0,0,0,0,0
81,02158,8,,,,,,,NaN
82,02164,0,,,,,,,NaN
83,02170,487,5,5,4,3,3,2,1
84,02180,44,0,0,0,0,0,0,0
85,02185,42,0,0,0,0,0,0,0
86,02188,69,0,0,0,0,0,0,0
87,02195,7,0,0,0,0,0,0,0
88,02198,26,0,0,0,0,0,0,0
89,02220,38,0,0,0,0,0,0,0
90,02230,0,,,,,,,NaN
91,02240,19,0,0,0,0,0,0,0
92,02261,74,0,0,0,0,0,0,0
93,02275,12,,,,,,,NaN
94,02282,20,,,,,,,NaN
95,02290,71,0,0,0,0,0,0,0
96,04001,3355,8,5,3,2,1,0,0
97,04003,1832,7,4,2,1,0,0,0
98,04005,3355,46,40,35,30,26,22,8
99,04007,1122,7,6,5,5,4,3,1
100,04009,744,15,13,11,9,8,6,2
101,04011,58,2,1,1,0,0,0,0
102,04012,512,0,0,0,0,0,0,0
103,04013,135109,1509,1344,1199,1066,944,831,329
104,04015,3675,46,35,26,19,14,10,3
105,04017,5631,37,32,27,23,20,17,6
106,04019,21443,191,164,139,119,100,84,31
107,04021,9744,197,184,174,162,152,142,58
108,04023,2761,3,2,1,0,0,0,0
109,04025,2342,29,26,24,22,20,19,7
110,04027,12269,54,30,16,8,4,2,0
111,05001,287,4,3,2,2,1,1,0
112,05003,388,0,0,0,0,0,0,0
113,05005,144,2,1,0,0,0,0,0
114,05007,5503,179,124,85,55,35,23,7
115,05009,388,73,78,77,76,71,67,27
