,County,712,717,724,731,738,745,752,759
0,01001,NaN,385,755,1350,2053,2440,2050,1433
1,01003,NaN,1657,3308,5944,8816,9723,7515,4983
2,01005,NaN,181,386,740,1152,1282,974,621
3,01007,NaN,186,369,656,952,1015,768,504
4,01009,NaN,306,633,1215,2011,2630,2368,1693
5,01011,NaN,189,357,534,550,386,224,107
6,01013,NaN,167,338,605,870,900,662,420
7,01015,NaN,552,888,1336,1797,2092,2013,1566
8,01017,NaN,279,435,628,813,916,865,669
9,01019,NaN,138,311,644,1110,1413,1177,790
10,01021,NaN,242,521,1032,1737,2240,1934,1342
11,01023,NaN,97,228,468,738,752,525,287
12,01025,NaN,93,191,369,636,911,959,741
13,01027,NaN,120,236,410,572,576,421,268
14,01029,NaN,108,225,422,649,727,561,368
15,01031,NaN,335,692,1308,2075,2503,2066,1415
16,01033,NaN,430,851,1522,2252,2508,1968,1323
17,01035,NaN,48,105,214,385,551,544,401
18,01037,NaN,64,133,251,398,478,395,271
19,01039,NaN,103,217,442,819,1309,1598,1356
20,01041,NaN,120,239,422,603,622,460,295
21,01043,NaN,445,766,1246,1843,2406,2600,2184
22,01045,NaN,311,639,1204,1909,2311,1918,1318
23,01047,NaN,246,533,1045,1680,1964,1541,1008
24,01049,NaN,302,636,1260,2192,3121,3133,2348
25,01051,NaN,545,1008,1724,2562,3123,2824,2059
26,01053,NaN,405,855,1531,2000,1625,1076,578
27,01055,NaN,435,736,1193,1796,2438,2864,2723
28,01057,NaN,49,102,203,364,565,670,561
29,01059,NaN,137,280,538,912,1276,1288,975
30,01061,NaN,67,145,303,579,950,1192,1022
31,01063,NaN,66,137,253,375,392,288,180
32,01065,NaN,99,193,343,518,607,504,350
33,01067,NaN,69,144,284,495,711,727,551
34,01069,NaN,438,797,1379,2191,3086,3618,3243
35,01071,NaN,268,544,1027,1685,2209,2026,1465
36,01073,NaN,13719,27619,37879,29914,16612,7063,2672
37,01075,NaN,59,124,244,423,593,584,433
38,01077,NaN,569,976,1568,2269,2846,2921,2347
39,01079,NaN,207,448,882,1439,1720,1377,913
40,01081,NaN,1558,3522,6763,9604,8626,5731,3004
41,01083,NaN,748,1481,2658,3998,4581,3689,2521
42,01085,NaN,110,215,360,468,418,285,167
43,01087,NaN,150,321,601,880,899,652,403
44,01089,NaN,4279,9229,16842,22769,19757,12922,6718
45,01091,NaN,87,183,361,617,846,803,587
46,01093,NaN,95,202,410,746,1148,1306,1049
47,01095,NaN,413,767,1355,2174,3044,3438,2905
48,01097,NaN,7343,17062,26799,22545,12151,4692,1613
49,01099,NaN,177,366,668,974,1000,729,453
50,01101,NaN,3706,6520,8313,6778,4103,2038,886
51,01103,NaN,945,1627,2577,3562,4119,3684,2701
52,01105,NaN,42,91,184,319,430,392,280
53,01107,NaN,97,208,413,708,951,866,618
54,01109,NaN,337,693,1215,1635,1501,1038,617
55,01111,NaN,224,464,833,1161,1100,763,445
