,County,488,493,500,507,514,521,528,535,542
0,01001,NaN,46,36,28,22,16,13,10,7
1,01003,NaN,240,232,218,204,189,174,161,148
2,01005,NaN,9,7,6,5,4,3,2,2
3,01007,NaN,23,19,15,12,10,8,6,5
4,01009,NaN,73,61,49,40,32,26,21,17
5,01011,NaN,1,1,1,0,0,0,0,0
6,01013,NaN,15,12,9,8,6,5,4,3
7,01015,NaN,54,45,36,29,23,18,15,12
8,01017,NaN,21,17,13,10,8,6,5,4
9,01019,NaN,5,4,4,3,2,2,1,1
10,01021,NaN,54,43,33,26,20,15,12,9
11,01023,NaN,3,2,2,1,1,1,1,0
12,01025,NaN,4,3,3,2,2,1,1,1
13,01027,NaN,10,9,7,6,5,4,3,3
14,01029,NaN,4,3,3,2,2,1,1,1
15,01031,NaN,40,32,26,20,16,12,10,8
16,01033,NaN,18,15,12,10,8,7,5,4
17,01035,NaN,3,2,2,1,1,1,0,0
18,01037,NaN,12,10,8,6,5,4,3,3
19,01039,NaN,14,11,9,7,6,5,4,3
20,01041,NaN,9,7,6,5,4,3,2,2
21,01043,NaN,71,58,47,37,30,24,19,15
22,01045,NaN,30,24,19,15,12,9,7,6
23,01047,NaN,13,11,9,7,5,4,3,3
24,01049,NaN,25,21,16,13,10,8,7,5
25,01051,NaN,65,53,43,34,27,22,17,14
26,01053,NaN,11,9,7,6,4,4,3,2
27,01055,NaN,66,54,44,36,29,23,19,15
28,01057,NaN,5,4,3,2,2,1,1,1
29,01059,NaN,7,6,5,4,3,3,2,2
30,01061,NaN,29,23,18,14,11,9,7,5
31,01063,NaN,1,1,0,0,0,0,0,0
32,01065,NaN,8,6,5,4,3,2,2,1
33,01067,NaN,5,4,3,2,2,1,1,1
34,01069,NaN,52,42,34,27,22,17,14,11
35,01071,NaN,20,16,13,11,9,7,6,4
36,01073,NaN,920,877,819,755,690,630,570,519
37,01075,NaN,7,6,5,4,3,2,2,1
38,01077,NaN,27,22,18,14,11,9,7,6
39,01079,NaN,16,13,10,8,6,5,4,3
40,01081,NaN,68,53,41,31,24,18,14,10
41,01083,NaN,62,49,39,31,24,19,15,12
42,01085,NaN,11,9,7,5,4,3,2,2
43,01087,NaN,13,10,8,6,5,4,3,2
44,01089,NaN,299,262,225,191,162,137,116,99
45,01091,NaN,4,3,2,2,1,1,1,1
46,01093,NaN,19,16,13,11,9,7,6,5
47,01095,NaN,47,38,30,24,19,16,13,10
48,01097,NaN,89,48,25,13,7,4,2,1
49,01099,NaN,6,5,4,3,3,2,2,1
50,01101,NaN,84,59,41,29,20,14,10,7
51,01103,NaN,95,83,71,60,51,43,37,31
52,01105,NaN,1,0,0,0,0,0,0,0
53,01107,NaN,5,4,3,2,2,1,1,1
54,01109,NaN,9,7,5,4,3,2,2,1
55,01111,NaN,15,12,10,8,6,5,4,3
56,01113,NaN,30,23,18,14,11,8,6,5
57,01115,NaN,68,55,44,36,29,23,18,15
58,01117,NaN,450,451,443,424,400,376,352,327
59,01119,NaN,3,2,2,1,1,1,0,0
60,01121,NaN,57,47,38,31,25,21,17,14
61,01123,NaN,18,15,12,10,8,6,5,4
62,01125,NaN,123,103,85,70,58,47,39,32
63,01127,NaN,23,19,16,13,10,9,7,6
64,01129,NaN,4,3,3,2,2,1,1,1
65,01131,NaN,2,2,1,1,1,0,0,0
66,01133,NaN,12,10,8,7,6,5,4,3
67,02013,NaN,0,0,0,0,0,0,0,0
68,02016,NaN,1,0,0,0,0,0,0,0
69,02020,NaN,108,78,56,41,30,22,16,12
70,02050,NaN,3,1,0,0,0,0,0,0
71,02060,NaN,0,0,0,0,0,0,0,0
72,02068,NaN,0,0,0,0,0,0,0,0
73,02070,NaN,0,0,0,0,0,0,0,0
74,02090,NaN,39,23,13,8,4,2,1,1
75,02100,NaN,0,0,0,0,0,0,0,0
76,02105,NaN,0,0,0,0,0,0,0,0
77,02110,NaN,9,5,3,2,1,0,0,0
