,County,754,759,766,773,780,787,794,801
0,01001,NaN,23,14,8,4,2,1,0
1,01003,NaN,592,320,182,103,58,33,19
2,01005,NaN,41,22,12,7,4,2,1
3,01007,NaN,71,38,21,11,6,3,2
4,01009,NaN,173,96,56,32,19,11,6
5,01011,NaN,6,3,2,1,0,0,0
6,01013,NaN,63,32,17,9,4,2,1
7,01015,NaN,364,179,93,48,25,13,7
8,01017,NaN,51,27,15,8,4,2,1
9,01019,NaN,59,34,21,12,7,4,2
10,01021,NaN,103,58,34,20,12,7,4
11,01023,NaN,81,48,29,18,11,6,4
12,01025,NaN,50,24,12,6,3,1,0
13,01027,NaN,42,19,9,4,2,1,0
14,01029,NaN,32,18,11,6,4,2,1
15,01031,NaN,160,86,49,28,16,9,5
16,01033,NaN,224,106,53,27,13,7,3
17,01035,NaN,16,8,5,2,1,0,0
18,01037,NaN,38,19,10,5,3,1,0
19,01039,NaN,832,373,85,20,5,1,0
20,01041,NaN,31,16,9,5,2,1,0
21,01043,NaN,243,115,57,28,14,7,3
22,01045,NaN,213,109,59,32,17,9,5
23,01047,NaN,153,79,43,24,13,7,4
24,01049,NaN,294,150,80,43,23,12,6
25,01051,NaN,47,27,15,8,4,2,1
26,01053,NaN,112,57,31,16,9,4,2
27,01055,NaN,442,218,114,59,31,16,8
28,01057,NaN,63,32,17,9,5,2,1
29,01059,NaN,177,81,40,19,9,4,2
30,01061,NaN,111,62,36,21,12,7,4
31,01063,NaN,10,5,3,1,1,0,0
32,01065,NaN,38,19,9,5,2,1,0
33,01067,NaN,56,30,17,10,5,3,1
34,01069,NaN,384,215,127,75,44,26,15
35,01071,NaN,276,138,73,38,20,10,5
36,01073,NaN,1154,521,249,119,57,27,13
37,01075,NaN,61,31,17,9,5,2,1
38,01077,NaN,330,167,89,47,25,13,7
39,01079,NaN,120,69,41,24,14,8,5
40,01081,NaN,246,124,66,34,18,9,5
41,01083,NaN,336,182,104,58,33,18,10
42,01085,NaN,11,6,3,1,1,0,0
43,01087,NaN,27,15,8,5,2,1,1
44,01089,NaN,1440,776,439,247,138,78,44
45,01091,NaN,40,20,11,6,3,1,1
46,01093,NaN,98,49,26,14,7,4,2
47,01095,NaN,243,107,50,23,11,5,2
48,01097,NaN,1091,557,300,162,87,47,25
49,01099,NaN,82,42,22,12,6,3,2
50,01101,NaN,93,52,28,15,8,4,2
51,01103,NaN,413,189,91,44,21,10,5
52,01105,NaN,19,10,5,3,1,1,0
53,01107,NaN,97,51,28,15,8,4,2
54,01109,NaN,98,52,28,16,8,4,2
55,01111,NaN,62,35,20,11,7,4,2
56,01113,NaN,75,47,30,19,12,8,5
57,01115,NaN,250,128,69,37,20,10,5
58,01117,NaN,430,208,105,53,26,13,6
59,01119,NaN,44,25,14,8,5,2,1
60,01121,NaN,213,105,55,29,15,8,4
61,01123,NaN,132,66,35,19,10,5,3
62,01125,NaN,610,287,143,72,36,18,9
63,01127,NaN,142,72,38,20,11,6,3
64,01129,NaN,120,64,35,20,11,6,3
65,01131,NaN,27,13,7,3,1,1,0
66,01133,NaN,123,55,27,13,6,3,1
67,02013,NaN,3,1,1,0,0,0,0
68,02016,NaN,29,14,7,3,2,1,0
69,02020,NaN,1653,740,352,166,78,37,17
70,02050,NaN,187,66,25,9,3,1,0
71,02060,NaN,0,0,0,0,0,0,0
72,02068,NaN,10,6,4,2,1,0,0
73,02070,NaN,68,32,16,8,4,2,1
74,02090,NaN,520,254,129,65,33,17,8
75,02100,NaN,19,11,6,4,2,1,0
76,02105,NaN,0,0,0,0,0,0,0
77,02110,NaN,184,102,58,33,19,10,6
78,02122,NaN,421,225,125,69,38,21,11
79,02130,NaN,118,61,33,18,9,5,2
80,02150,NaN,145,63,29,13,6,2,1
81,02158,NaN,78,31,13,5,2,1,0
82,02164,NaN,7,2,1,0,0,0,0
83,02170,NaN,572,276,138,69,34,17,8
84,02180,NaN,390,120,41,14,4,1,0
85,02185,NaN,167,62,25,10,4,1,0
86,02188,NaN,196,55,17,5,1,0,0
87,02195,NaN,13,7,4,2,1,1,0
88,02198,NaN,82,45,26,14,8,4,2
89,02220,NaN,63,33,18,10,5,3,1
90,02230,NaN,7,5,3,2,1,0,0
91,02240,NaN,70,35,18,9,5,2,1
92,02261,NaN,0,0,0,0,0,0,0
93,02275,NaN,0,0,0,0,0,0,0
94,02282,NaN,6,0,0,0,0,0,0
95,02290,NaN,59,31,17,9,5,2,1
96,04001,NaN,236,105,50,24,11,5,2
97,04003,NaN,766,396,216,118,64,35,19
98,04005,NaN,577,252,119,56,27,12,6
99,04007,NaN,365,169,84,42,21,10,5
100,04009,NaN,250,123,64,34,17,9,5
101,04011,NaN,26,14,8,4,2,1,0
102,04012,NaN,68,29,13,6,3,1,0
103,04013,NaN,15441,7455,3833,1986,1029,528,273
104,04015,NaN,814,365,176,86,42,20,10
105,04017,NaN,569,251,118,56,27,13,6
106,04019,NaN,3836,1992,1095,607,337,184,101
107,04021,NaN,1717,836,432,224,116,60,31
108,04023,NaN,183,77,35,16,7,3,1
109,04025,NaN,586,307,171,96,54,30,17
110,04027,NaN,534,209,88,38,16,7,3
111,05001,NaN,37,15,6,3,1,0,0
112,05003,NaN,59,29,15,8,4,2,1
113,05005,NaN,68,36,20,11,6,3,2
114,05007,NaN,557,266,135,68,35,17,9
115,05009,NaN,80,41,22,12,6,3,2
116,05011,NaN,13,7,3,1,1,0,0
117,05013,NaN,8,4,2,1,0,0,0
118,05015,NaN,50,26,14,8,4,2,1
119,05017,NaN,20,10,5,2,1,0,0
120,05019,NaN,49,24,13,6,3,2,1
121,05021,NaN,86,41,21,11,5,3,1
122,05023,NaN,94,46,24,13,7,3,2
123,05025,NaN,6,3,1,1,0,0,0
124,05027,NaN,72,36,19,10,5,2,1
125,05029,NaN,59,30,16,8,4,2,1
126,05031,NaN,361,162,79,38,19,9,4
127,05033,NaN,124,64,35,19,10,5,3
128,05035,NaN,79,37,19,10,5,2,1
129,05037,NaN,35,17,9,5,2,1,0
130,05039,NaN,23,10,5,2,1,0,0
131,05041,NaN,22,10,5,2,1,0,0
132,05043,NaN,36,18,9,5,2,1,0
133,05045,NaN,386,185,95,49,25,13,6
134,05047,NaN,28,15,8,5,2,1,0
135,05049,NaN,5,3,1,1,0,0,0
136,05051,NaN,256,139,80,46,26,15,8
137,05053,NaN,55,29,16,9,5,3,1
138,05055,NaN,135,59,28,13,6,3,1
139,05057,NaN,72,37,20,11,6,3,1
140,05059,NaN,129,60,30,15,7,3,1
141,05061,NaN,21,9,4,2,1,0,0
142,05063,NaN,382,198,109,60,33,18,10
143,05065,NaN,34,17,9,4,2,1,0
144,05067,NaN,57,24,11,5,2,1,0
145,05069,NaN,155,72,36,18,9,4,2
146,05071,NaN,70,35,19,10,5,3,1
147,05073,NaN,11,6,3,2,1,0,0
148,05075,NaN,112,51,25,12,6,3,1
149,05077,NaN,8,3,1,0,0,0,0
150,05079,NaN,32,13,6,2,1,0,0
151,05081,NaN,30,15,8,4,2,1,0
152,05083,NaN,54,29,16,9,5,2,1
153,05085,NaN,198,103,56,31,17,9,5
154,05087,NaN,62,33,18,10,6,3,1
155,05089,NaN,34,17,9,5,3,1,0
156,05091,NaN,124,67,38,22,13,7,4
157,05093,NaN,57,24,11,5,2,1,0
158,05095,NaN,8,4,2,1,0,0,0
159,05097,NaN,14,8,5,3,1,1,0
160,05099,NaN,28,13,7,3,2,1,0
161,05101,NaN,9,5,2,1,1,0,0
162,05103,NaN,78,40,22,12,6,3,2
163,05105,NaN,34,18,10,6,3,1,1
164,05107,NaN,35,17,9,4,2,1,0
165,05109,NaN,19,10,6,3,1,1,0
166,05111,NaN,77,35,17,8,4,2,1
167,05113,NaN,58,30,17,9,5,3,1
168,05115,NaN,222,105,53,27,13,7,3
169,05117,NaN,18,9,5,3,1,0,0
170,05119,NaN,1069,521,272,143,75,40,21
171,05121,NaN,64,31,16,8,4,2,1
172,05123,NaN,48,23,12,6,3,1,0
173,05125,NaN,312,156,83,44,24,12,6
174,05127,NaN,16,8,4,2,1,0,0
175,05129,NaN,25,12,6,3,2,1,0
176,05131,NaN,281,130,65,32,16,8,4
177,05133,NaN,79,35,17,8,4,2,1
178,05135,NaN,146,69,35,18,9,4,2
179,05137,NaN,38,19,11,6,3,1,1
180,05139,NaN,93,47,25,14,7,4,2
181,05141,NaN,42,23,13,7,4,2,1
182,05143,NaN,847,416,219,116,61,32,17
183,05145,NaN,485,265,153,88,51,29,17
184,05147,NaN,16,8,4,2,1,0,0
185,05149,NaN,51,23,11,5,2,1,0
186,06001,NaN,4532,2546,1494,875,512,300,177
187,06003,NaN,0,0,0,0,0,0,0
188,06005,NaN,186,95,51,28,15,8,4
189,06007,NaN,654,366,215,126,74,43,25
190,06009,NaN,148,83,49,29,17,10,6
191,06011,NaN,90,47,26,14,8,4,2
192,06013,NaN,2827,1570,908,526,304,176,102
193,06015,NaN,179,96,53,30,16,9,5
194,06017,NaN,726,454,297,193,127,82,53
195,06019,NaN,4220,1984,988,494,245,123,61
