,County,782,787,794,801,808,815,822,829
0,01001,NaN,13,14,14,14,15,15,15
1,01003,NaN,74,79,84,90,95,100,106
2,01005,NaN,8,8,8,9,9,9,9
3,01007,NaN,18,18,18,17,17,17,17
4,01009,NaN,60,62,65,67,70,71,73
5,01011,NaN,2,2,2,3,3,3,3
6,01013,NaN,1,1,1,1,1,1,0
7,01015,NaN,281,251,226,203,182,162,144
8,01017,NaN,9,9,9,9,9,9,9
9,01019,NaN,10,11,13,14,16,18,20
10,01021,NaN,135,137,139,140,139,137,134
11,01023,NaN,3,4,4,5,6,7,9
12,01025,NaN,17,15,13,12,10,9,8
13,01027,NaN,6,5,4,4,3,3,2
14,01029,NaN,7,7,8,9,9,10,11
15,01031,NaN,8,9,9,10,10,10,11
16,01033,NaN,41,36,32,29,26,23,21
17,01035,NaN,0,0,0,0,0,0,0
18,01037,NaN,11,10,10,9,9,9,8
19,01039,NaN,8,8,8,8,8,8,8
20,01041,NaN,4,4,4,4,4,3,3
21,01043,NaN,26,26,25,24,23,22,21
22,01045,NaN,1,1,1,1,1,0,0
23,01047,NaN,15,15,15,15,15,15,15
24,01049,NaN,94,90,89,86,84,81,78
25,01051,NaN,25,25,25,25,25,25,25
26,01053,NaN,2,2,2,2,2,2,2
27,01055,NaN,22,21,20,19,18,17,16
28,01057,NaN,5,5,4,4,3,3,2
29,01059,NaN,20,17,15,13,12,10,9
30,01061,NaN,2,2,2,2,2,2,2
31,01063,NaN,7,7,7,7,7,6,6
32,01065,NaN,9,8,7,6,6,5,5
33,01067,NaN,1,1,1,1,1,1,1
34,01069,NaN,37,37,38,39,39,40,41
35,01071,NaN,52,48,45,42,39,36,34
36,01073,NaN,1440,1310,1216,1114,1024,937,850
37,01075,NaN,18,17,17,16,16,15,14
38,01077,NaN,22,23,23,23,23,24,24
39,01079,NaN,18,20,22,24,26,28,31
40,01081,NaN,15,16,18,19,21,22,24
41,01083,NaN,49,52,55,59,62,66,69
42,01085,NaN,3,2,2,2,2,2,2
43,01087,NaN,7,7,8,8,8,9,9
44,01089,NaN,207,209,214,221,226,229,233
45,01091,NaN,37,33,30,27,25,22,20
46,01093,NaN,52,47,44,40,37,35,32
47,01095,NaN,79,69,63,57,52,48,43
48,01097,NaN,159,157,153,150,144,140,137
49,01099,NaN,5,5,5,5,5,5,5
50,01101,NaN,65,62,59,58,56,55,53
51,01103,NaN,25,23,21,19,18,16,15
52,01105,NaN,3,3,3,3,3,3,3
53,01107,NaN,59,57,56,54,52,49,46
54,01109,NaN,0,0,0,0,0,0,0
55,01111,NaN,9,9,10,11,11,12,12
56,01113,NaN,2,3,3,3,3,4,4
57,01115,NaN,171,168,166,163,160,156,151
58,01117,NaN,1099,1060,1023,962,902,830,749
59,01119,NaN,10,11,11,12,12,13,13
60,01121,NaN,65,60,55,50,46,42,38
61,01123,NaN,25,23,22,21,20,20,19
62,01125,NaN,504,463,432,397,367,335,306
63,01127,NaN,18,17,16,15,14,13,13
64,01129,NaN,2,2,2,2,2,2,2
65,01131,NaN,5,4,4,4,3,3,3
66,01133,NaN,15,12,11,9,8,7,6
67,02013,NaN,4,4,4,3,3,3,2
68,02016,NaN,2,2,2,2,2,1,1
69,02020,NaN,327,288,256,228,202,179,158
70,02050,NaN,647,250,110,48,21,9,3
71,02060,NaN,0,0,0,0,0,0,0
72,02068,NaN,6,7,8,9,11,11,12
73,02070,NaN,21,19,17,16,14,12,11
74,02090,NaN,102,101,103,105,105,106,106
75,02100,NaN,9,9,10,10,10,10,9
76,02105,NaN,0,0,0,0,0,0,0
77,02110,NaN,76,78,82,86,88,89,89
78,02122,NaN,77,75,74,73,72,70,67
79,02130,NaN,58,57,55,54,51,48,44
80,02150,NaN,19,16,13,11,9,8,7
81,02158,NaN,226,115,60,32,17,8,4
82,02164,NaN,7,4,2,1,1,0,0
83,02170,NaN,104,98,94,90,86,81,77
84,02180,NaN,112,53,27,14,7,3,1
85,02185,NaN,14,10,8,6,4,3,2
86,02188,NaN,117,50,24,11,5,2,1
87,02195,NaN,2,2,2,3,3,4,4
88,02198,NaN,17,18,20,22,23,24,24
89,02220,NaN,22,22,23,23,23,23,22
90,02230,NaN,3,4,5,7,8,9,10
91,02240,NaN,1,1,1,1,1,2,2
92,02261,NaN,0,0,0,0,0,0,0
93,02275,NaN,0,0,0,0,0,0,0
94,02282,NaN,8,1,0,0,0,0,0
95,02290,NaN,60,57,53,48,42,35,29
96,04001,NaN,65,59,54,49,45,42,38
97,04003,NaN,30,32,34,37,39,41,43
98,04005,NaN,16,16,15,14,13,12,12
99,04007,NaN,25,21,18,16,14,12,11
100,04009,NaN,20,19,18,17,17,16,15
101,04011,NaN,2,2,3,3,3,4,4
102,04012,NaN,5,4,4,3,3,3,3
103,04013,NaN,2400,2357,2350,2345,2346,2333,2325
104,04015,NaN,64,61,59,58,57,56,55
105,04017,NaN,86,73,65,56,49,43,38
106,04019,NaN,452,471,496,525,559,587,623
107,04021,NaN,177,180,186,192,199,203,211
108,04023,NaN,14,12,10,9,8,7,6
109,04025,NaN,51,52,55,59,64,68,72
110,04027,NaN,70,64,59,55,51,48,45
111,05001,NaN,13,10,8,6,5,4,3
112,05003,NaN,11,11,11,11,10,10,10
113,05005,NaN,33,34,36,39,41,43,44
114,05007,NaN,197,211,227,244,261,280,296
115,05009,NaN,38,38,39,40,40,41,41
116,05011,NaN,4,4,4,4,3,3,3
117,05013,NaN,0,0,0,0,0,0,0
118,05015,NaN,27,27,28,29,31,31,32
119,05017,NaN,6,6,5,5,5,5,4
120,05019,NaN,34,32,31,30,29,28,27
121,05021,NaN,7,7,7,7,7,7,7
122,05023,NaN,27,26,26,26,25,25,25
123,05025,NaN,0,0,0,0,0,0,0
124,05027,NaN,5,5,5,5,5,5,5
125,05029,NaN,9,9,9,9,9,9,9
126,05031,NaN,215,175,147,121,101,84,69
127,05033,NaN,31,31,31,32,33,34,34
128,05035,NaN,140,124,113,101,90,80,71
129,05037,NaN,36,34,32,30,29,27,25
130,05039,NaN,2,2,2,2,2,2,1
131,05041,NaN,5,5,4,4,3,3,3
132,05043,NaN,15,14,14,13,13,12,12
133,05045,NaN,87,86,85,84,84,83,82
