,County,831,836,843,850,857,864,871,878
0,01001,NaN,95,131,179,235,290,338,369
1,01003,NaN,47,55,65,75,88,103,119
2,01005,NaN,0,0,0,0,0,0,0
3,01007,NaN,11,12,13,14,15,17,18
4,01009,NaN,8,9,11,12,14,16,19
5,01011,NaN,4,4,5,6,7,8,9
6,01013,NaN,0,0,0,0,1,1,1
7,01015,NaN,18,18,18,19,20,20,21
8,01017,NaN,2,2,2,2,3,3,3
9,01019,NaN,0,1,1,1,2,2,2
10,01021,NaN,12,14,16,18,21,23,26
11,01023,NaN,1,1,2,2,3,4,4
12,01025,NaN,2,2,2,2,2,2,2
13,01027,NaN,1,1,1,1,1,1,1
14,01029,NaN,1,1,2,2,3,3,4
15,01031,NaN,0,0,0,0,0,0,0
16,01033,NaN,8,8,8,8,8,8,8
17,01035,NaN,0,0,0,0,0,0,0
18,01037,NaN,2,2,2,2,2,2,3
19,01039,NaN,7,8,8,9,10,11,12
20,01041,NaN,15,16,17,17,18,18,18
21,01043,NaN,23,24,26,28,29,31,32
22,01045,NaN,0,0,0,0,0,0,0
23,01047,NaN,0,0,0,0,1,1,1
24,01049,NaN,3,3,4,4,5,5,5
25,01051,NaN,87,113,148,188,231,273,313
26,01053,NaN,5,5,5,6,6,7,7
27,01055,NaN,8,8,9,9,10,10,10
28,01057,NaN,0,0,0,0,0,0,0
29,01059,NaN,16,15,15,15,14,14,14
30,01061,NaN,0,0,0,0,0,0,0
31,01063,NaN,3,3,3,3,3,4,4
32,01065,NaN,1,1,1,1,1,1,1
33,01067,NaN,0,0,0,0,0,0,0
34,01069,NaN,0,0,0,0,0,0,0
35,01071,NaN,5,6,6,6,7,7,7
36,01073,NaN,206,225,249,277,302,328,356
37,01075,NaN,4,4,4,4,5,5,5
38,01077,NaN,13,14,15,17,19,21,22
39,01079,NaN,0,0,0,0,1,1,1
40,01081,NaN,54,67,83,102,124,149,179
41,01083,NaN,25,29,34,40,45,52,59
42,01085,NaN,2,2,2,3,3,3,3
43,01087,NaN,4,5,5,6,7,7,8
44,01089,NaN,219,253,294,341,389,440,489
45,01091,NaN,2,2,3,3,3,3,3
46,01093,NaN,2,2,2,2,3,3,3
47,01095,NaN,5,5,5,5,5,5,5
48,01097,NaN,0,0,0,0,0,0,0
49,01099,NaN,4,5,5,6,6,7,7
50,01101,NaN,160,179,201,224,243,264,278
51,01103,NaN,12,12,13,13,13,14,14
52,01105,NaN,1,1,1,1,2,2,2
53,01107,NaN,0,1,1,1,1,1,1
54,01109,NaN,42,44,46,48,49,49,47
55,01111,NaN,2,2,3,3,4,5,5
56,01113,NaN,14,17,21,26,32,39,48
57,01115,NaN,26,29,33,37,40,44,48
58,01117,NaN,120,136,155,175,195,215,235
59,01119,NaN,4,5,6,6,7,8,9
60,01121,NaN,9,9,9,9,9,9,10
61,01123,NaN,9,10,11,11,12,13,13
62,01125,NaN,36,37,38,39,40,41,42
63,01127,NaN,4,4,4,5,5,5,6
64,01129,NaN,0,0,0,0,0,0,0
65,01131,NaN,2,2,2,2,2,2,2
66,01133,NaN,0,0,0,0,0,0,0
67,02013,NaN,7,7,7,6,6,5,4
68,02016,NaN,0,0,0,0,0,0,0
69,02020,NaN,507,511,514,512,498,484,463
70,02050,NaN,75,57,42,31,23,16,12
71,02060,NaN,0,0,0,0,0,0,0
72,02068,NaN,1,1,1,2,2,3,3
