,County,733,738,745,752,759,766,773,780
0,01001,NaN,486,442,391,332,273,220,173
1,01003,NaN,3328,3223,2876,2373,1846,1354,959
2,01005,NaN,268,232,193,154,118,88,64
3,01007,NaN,460,416,339,252,175,117,75
4,01009,NaN,898,933,878,750,592,435,304
5,01011,NaN,126,125,115,99,80,62,45
6,01013,NaN,156,126,101,79,60,45,33
7,01015,NaN,1731,1535,1267,978,714,501,343
8,01017,NaN,341,286,232,181,138,102,74
9,01019,NaN,531,555,501,400,289,195,127
10,01021,NaN,734,745,688,578,451,328,228
11,01023,NaN,165,177,173,156,129,101,74
12,01025,NaN,553,441,318,212,134,83,50
13,01027,NaN,347,256,170,106,63,37,21
14,01029,NaN,178,186,181,162,136,108,81
15,01031,NaN,755,737,666,560,443,331,238
16,01033,NaN,1813,1334,859,512,293,165,93
17,01035,NaN,180,161,134,104,77,55,38
18,01037,NaN,225,185,137,94,62,39,24
19,01039,NaN,679,671,591,469,341,234,154
20,01041,NaN,161,138,114,90,68,51,36
21,01043,NaN,1964,1773,1417,1018,682,434,270
22,01045,NaN,569,527,463,385,305,234,173
23,01047,NaN,446,397,336,271,209,156,113
24,01049,NaN,1418,1409,1241,981,709,482,315
25,01051,NaN,1173,1109,977,802,622,458,328
26,01053,NaN,545,464,373,284,207,146,100
27,01055,NaN,1890,1714,1413,1067,755,513,336
28,01057,NaN,361,350,296,220,151,97,61
29,01059,NaN,981,804,565,358,213,124,72
30,01061,NaN,336,385,399,372,315,245,177
31,01063,NaN,89,85,77,65,52,40,29
32,01065,NaN,295,242,183,129,87,56,35
33,01067,NaN,272,274,250,207,159,114,79
34,01069,NaN,1526,1493,1347,1125,881,651,464
35,01071,NaN,1166,1078,876,636,429,275,172
36,01073,NaN,8853,6871,5197,3808,2718,1910,1319
37,01075,NaN,271,280,252,200,143,96,62
38,01077,NaN,2194,1988,1588,1139,766,491,308
39,01079,NaN,813,831,721,544,370,236,146
40,01081,NaN,1956,1839,1633,1373,1103,853,641
41,01083,NaN,1874,1854,1642,1322,981,687,458
42,01085,NaN,100,92,82,69,55,42,32
43,01087,NaN,153,130,107,85,66,50,37
44,01089,NaN,5515,5079,4353,3504,2674,1960,1386
45,01091,NaN,311,283,237,183,133,93,62
46,01093,NaN,758,681,528,365,235,146,88
47,01095,NaN,1923,1715,1386,1024,707,467,299
48,01097,NaN,5933,4927,3920,2990,2193,1573,1104
49,01099,NaN,359,308,246,183,130,88,59
50,01101,NaN,1375,1014,749,547,395,284,202
51,01103,NaN,3212,2601,1872,1234,767,463,276
52,01105,NaN,68,67,64,58,50,42,33
53,01107,NaN,400,366,300,225,157,106,68
54,01109,NaN,293,262,224,185,147,113,86
55,01111,NaN,299,277,241,197,153,115,83
56,01113,NaN,358,367,367,355,329,297,259
57,01115,NaN,1645,1499,1251,964,696,482,321
58,01117,NaN,4001,3695,3122,2435,1777,1239,834
59,01119,NaN,149,148,137,118,96,75,56
60,01121,NaN,1238,1026,799,586,412,280,187
61,01123,NaN,790,648,493,348,234,153,97
62,01125,NaN,4291,3732,2940,2132,1459,966,623
63,01127,NaN,1410,1291,1049,765,520,336,212
64,01129,NaN,285,298,276,230,174,124,84
65,01131,NaN,239,195,144,98,63,39,24
66,01133,NaN,594,487,352,233,145,88,53
67,02013,NaN,66,64,53,40,29,20,13
68,02016,NaN,256,160,91,49,26,13,7
69,02020,NaN,8970,7226,5081,3239,1940,1129,653
70,02050,NaN,403,332,250,172,111,69,42
71,02060,NaN,0,0,1,2,4,7,11
72,02068,NaN,25,36,44,44,37,27,18
73,02070,NaN,96,104,99,83,62,42,27
74,02090,NaN,2211,2322,2088,1626,1136,738,466
75,02100,NaN,48,55,53,44,32,22,14
76,02105,NaN,1,3,7,13,23,35,44
77,02110,NaN,779,741,616,455,311,200,125
78,02122,NaN,1225,1383,1309,1050,738,480,303
79,02130,NaN,282,304,284,230,167,112,72
80,02150,NaN,415,316,213,131,76,43,24
81,02158,NaN,275,213,145,89,51,29,16
82,02164,NaN,34,27,20,14,9,5,3
83,02170,NaN,2230,2216,1848,1322,850,521,314
84,02180,NaN,395,308,203,118,65,35,19
85,02185,NaN,233,200,153,106,68,42,25
86,02188,NaN,236,177,118,72,41,23,13
87,02195,NaN,31,41,48,51,47,39,29
88,02198,NaN,92,117,130,124,103,75,51
89,02220,NaN,183,191,171,133,95,62,39
90,02230,NaN,4,7,10,14,18,19,18
91,02240,NaN,83,103,113,111,96,74,53
92,02261,NaN,11,36,76,132,197,244,241
93,02275,NaN,61,65,57,43,29,18,11
94,02282,NaN,12,3,1,0,0,0,0
95,02290,NaN,47,67,85,95,92,77,57
96,04001,NaN,1227,1176,1028,816,607,426,289
97,04003,NaN,2863,2898,2443,1785,1182,747,462
98,04005,NaN,3849,3020,2108,1370,855,523,317
99,04007,NaN,1060,941,743,532,358,232,146
100,04009,NaN,828,886,812,644,457,303,194
101,04011,NaN,343,345,274,183,111,65,38
102,04012,NaN,389,351,273,193,130,85,55
103,04013,NaN,105780,98614,80823,59572,40733,26622,16926
104,04015,NaN,5274,4287,2987,1910,1167,695,413
105,04017,NaN,2677,2134,1502,971,594,353,207
106,04019,NaN,22556,23353,20843,16444,11890,8066,5303
107,04021,NaN,13387,13271,11015,7940,5211,3262,1997
108,04023,NaN,1690,1313,872,529,306,175,99
109,04025,NaN,2861,3003,2810,2354,1813,1323,924
110,04027,NaN,6577,4864,3026,1741,976,543,301
111,05001,NaN,420,264,155,87,48,26,14
112,05003,NaN,451,402,316,224,149,94,58
113,05005,NaN,555,576,539,453,351,256,177
114,05007,NaN,5908,5798,4853,3561,2356,1480,902
115,05009,NaN,709,704,616,483,347,233,151
116,05011,NaN,350,287,198,123,72,41,23
117,05013,NaN,56,48,39,29,21,14,9
118,05015,NaN,432,452,422,353,270,193,131
119,05017,NaN,156,137,112,85,60,41,28
120,05019,NaN,322,277,222,166,119,83,56
121,05021,NaN,403,366,281,188,117,70,41
122,05023,NaN,646,550,405,268,167,100,59
123,05025,NaN,198,168,125,85,54,32,19
124,05027,NaN,354,310,252,192,139,97,66
125,05029,NaN,550,474,356,241,152,92,55
126,05031,NaN,2006,1442,990,644,406,251,154
127,05033,NaN,1684,1606,1297,912,586,360,217
128,05035,NaN,624,488,368,267,188,130,88
129,05037,NaN,451,372,269,176,108,64,38
130,05039,NaN,125,103,78,55,36,23,15
131,05041,NaN,221,175,128,88,57,36,23
132,05043,NaN,479,399,292,194,122,74,44
133,05045,NaN,3340,2775,2045,1369,865,527,317
134,05047,NaN,286,309,295,250,192,136,92
135,05049,NaN,206,218,202,167,125,87,57
136,05051,NaN,1254,1281,1199,1031,823,620,447
137,05053,NaN,389,385,330,252,176,115,73
138,05055,NaN,1097,832,575,369,227,135,79
139,05057,NaN,325,321,291,242,187,137,96
140,05059,NaN,833,706,524,352,222,135,81
141,05061,NaN,172,129,93,65,44,29,19
142,05063,NaN,936,831,647,451,292,181,110
143,05065,NaN,255,227,182,133,90,59,37
144,05067,NaN,317,258,192,132,87,55,34
145,05069,NaN,1336,1061,775,529,344,219,136
146,05071,NaN,750,735,596,414,261,158,94
147,05073,NaN,64,73,76,72,62,50,38
148,05075,NaN,365,329,262,186,123,78,48
149,05077,NaN,136,115,90,66,46,31,20
150,05079,NaN,259,191,129,83,52,31,18
151,05081,NaN,248,220,175,128,88,57,36
152,05083,NaN,412,448,415,334,241,160,103
153,05085,NaN,1707,1546,1241,903,608,389,242
154,05087,NaN,347,372,339,267,187,122,76
155,05089,NaN,216,228,216,183,143,104,72
156,05091,NaN,740,806,771,656,503,354,237
157,05093,NaN,680,490,339,222,141,88,54
158,05095,NaN,176,130,86,53,31,18,10
159,05097,NaN,84,98,106,102,91,74,57
160,05099,NaN,151,134,108,80,56,37,24
161,05101,NaN,107,109,100,83,64,46,32
162,05103,NaN,322,302,262,213,163,119,84
