,County,761,766,773,780,787,794,801,808
0,01001,NaN,90,26,8,2,0,0,0
1,01003,NaN,307,201,138,94,64,43,29
2,01005,NaN,21,13,9,6,4,3,2
3,01007,NaN,50,32,21,14,9,6,4
4,01009,NaN,103,70,49,35,24,17,12
5,01011,NaN,6,4,3,2,1,1,0
6,01013,NaN,31,19,12,8,5,3,2
7,01015,NaN,194,117,74,47,30,19,12
8,01017,NaN,36,23,16,10,7,5,3
9,01019,NaN,44,31,23,17,12,9,6
10,01021,NaN,91,62,44,31,22,15,10
11,01023,NaN,49,36,27,20,15,11,8
12,01025,NaN,38,22,13,8,5,3,1
13,01027,NaN,23,12,7,4,2,1,0
14,01029,NaN,30,21,15,10,7,5,4
15,01031,NaN,65,44,30,21,14,10,7
16,01033,NaN,92,53,33,20,12,7,4
17,01035,NaN,12,7,5,3,2,1,1
18,01037,NaN,17,11,7,4,3,2,1
19,01039,NaN,0,0,0,0,0,0,0
20,01041,NaN,35,21,14,9,6,4,2
21,01043,NaN,182,112,72,46,30,19,12
22,01045,NaN,60,38,26,17,11,7,5
23,01047,NaN,102,64,43,28,19,12,8
24,01049,NaN,110,71,47,31,21,14,9
25,01051,NaN,165,105,70,47,31,21,14
26,01053,NaN,28,18,11,7,5,3,2
27,01055,NaN,442,301,214,151,107,75,52
28,01057,NaN,94,56,35,22,14,8,5
29,01059,NaN,36,21,12,7,4,2,1
30,01061,NaN,45,31,22,16,11,8,5
31,01063,NaN,53,32,20,13,8,5,3
32,01065,NaN,115,63,37,21,12,7,4
33,01067,NaN,27,18,12,8,6,4,2
34,01069,NaN,139,92,63,43,30,20,14
35,01071,NaN,51,32,20,13,8,5,3
36,01073,NaN,927,524,311,186,112,66,40
37,01075,NaN,40,25,16,11,7,4,3
38,01077,NaN,190,122,82,55,37,25,17
39,01079,NaN,84,59,43,31,22,16,11
40,01081,NaN,240,165,118,84,60,43,31
41,01083,NaN,207,142,101,72,50,36,25
42,01085,NaN,14,8,5,3,2,1,0
43,01087,NaN,19,12,8,6,4,3,2
44,01089,NaN,854,565,389,267,183,126,86
45,01091,NaN,397,219,124,69,38,21,11
46,01093,NaN,44,27,17,11,7,4,3
47,01095,NaN,104,62,39,24,15,9,6
48,01097,NaN,608,374,242,156,101,65,42
49,01099,NaN,22,14,9,6,4,2,1
50,01101,NaN,272,107,45,19,8,3,1
51,01103,NaN,247,139,83,49,29,17,10
52,01105,NaN,57,34,22,14,9,5,3
53,01107,NaN,67,43,29,19,13,8,6
54,01109,NaN,69,44,29,20,13,9,6
55,01111,NaN,14,10,7,5,3,2,1
56,01113,NaN,192,142,108,83,62,47,35
57,01115,NaN,188,122,82,56,37,25,17
58,01117,NaN,366,225,144,93,59,38,24
59,01119,NaN,133,84,55,35,22,14,9
60,01121,NaN,150,88,55,35,21,13,8
61,01123,NaN,45,28,18,12,7,5,3
62,01125,NaN,805,579,433,323,239,176,130
63,01127,NaN,249,146,90,56,35,21,13
64,01129,NaN,25,17,12,8,6,4,3
65,01131,NaN,28,16,10,6,3,2,1
66,01133,NaN,81,44,25,14,8,5,2
67,02013,NaN,27,15,8,4,2,1,0
68,02016,NaN,0,0,0,0,0,0,0
69,02020,NaN,1100,615,361,210,122,71,41
70,02050,NaN,32,14,6,3,1,0,0
71,02060,NaN,0,0,0,0,0,0,0
72,02068,NaN,4,3,2,1,1,1,0
73,02070,NaN,28,16,10,6,3,2,1
74,02090,NaN,216,138,91,59,39,25,16
75,02100,NaN,41,25,16,9,6,3,2
76,02105,NaN,0,0,0,0,0,0,0
77,02110,NaN,99,66,45,31,21,14,9
78,02122,NaN,304,198,134,89,60,40,26
79,02130,NaN,39,25,16,11,7,4,3
80,02150,NaN,70,37,21,11,6,3,2
81,02158,NaN,50,23,11,5,2,1,0
82,02164,NaN,10,4,1,0,0,0,0
83,02170,NaN,313,178,106,63,37,21,12
84,02180,NaN,297,107,43,17,7,2,1
85,02185,NaN,65,30,15,7,3,1,0
86,02188,NaN,129,42,15,5,2,0,0
87,02195,NaN,17,12,8,5,4,2,1
88,02198,NaN,77,50,33,21,14,9,5
89,02220,NaN,25,16,10,7,4,3,2
90,02230,NaN,2,1,1,1,1,0,0
91,02240,NaN,26,16,10,6,4,2,1
92,02261,NaN,0,0,0,0,0,0,0
93,02275,NaN,11,8,6,4,3,2,1
94,02282,NaN,3,0,0,0,0,0,0
95,02290,NaN,2,1,1,0,0,0,0
96,04001,NaN,302,178,111,69,43,26,16
97,04003,NaN,351,214,137,87,55,35,22
98,04005,NaN,638,393,253,164,105,67,43
99,04007,NaN,80,44,25,14,8,4,2
100,04009,NaN,31,19,12,8,5,3,2
101,04011,NaN,23,16,11,8,5,3,2
102,04012,NaN,57,30,17,10,6,3,2
103,04013,NaN,8635,5269,3362,2148,1360,867,551
104,04015,NaN,507,294,180,111,68,42,26
105,04017,NaN,435,243,142,84,49,29,17
106,04019,NaN,2629,1758,1225,852,591,409,282
107,04021,NaN,1179,735,478,311,200,130,84
108,04023,NaN,69,37,21,12,7,3,2
109,04025,NaN,385,241,160,106,70,47,31
110,04027,NaN,386,203,114,64,36,20,11
111,05001,NaN,46,23,13,7,4,2,1
112,05003,NaN,60,40,27,18,12,8,6
113,05005,NaN,71,50,37,27,20,14,11
114,05007,NaN,672,473,342,250,180,128,92
115,05009,NaN,71,48,35,25,17,12,9
116,05011,NaN,28,17,11,7,5,3,2
117,05013,NaN,12,7,4,3,2,1,0
118,05015,NaN,51,36,26,19,13,10,7
119,05017,NaN,17,11,7,5,3,2,1
120,05019,NaN,69,45,31,21,14,9,6
121,05021,NaN,15,10,7,5,3,2,1
122,05023,NaN,62,41,29,20,14,9,6
123,05025,NaN,24,16,11,7,5,3,2
124,05027,NaN,65,43,30,21,14,10,6
125,05029,NaN,62,41,28,20,14,9,6
126,05031,NaN,498,302,193,124,79,50,31
127,05033,NaN,144,98,70,49,35,24,17
128,05035,NaN,113,71,46,30,19,12,8
129,05037,NaN,50,32,21,14,10,6,4
130,05039,NaN,16,10,6,4,2,1,1
131,05041,NaN,27,17,10,7,4,2,1
132,05043,NaN,62,40,27,18,12,8,5
133,05045,NaN,302,195,130,87,58,39,26
134,05047,NaN,22,16,12,9,7,5,4
135,05049,NaN,23,17,13,10,7,5,4
136,05051,NaN,187,132,96,71,51,37,27
137,05053,NaN,51,37,27,20,15,11,8
138,05055,NaN,149,85,51,31,19,11,7
139,05057,NaN,33,23,17,12,9,6,5
140,05059,NaN,132,81,52,33,21,13,8
141,05061,NaN,38,22,13,8,4,3,1
142,05063,NaN,80,53,36,24,16,11,7
143,05065,NaN,42,27,18,12,8,5,3
144,05067,NaN,51,28,16,10,5,3,2
145,05069,NaN,140,87,56,37,24,15,10
146,05071,NaN,80,54,38,27,18,13,9
147,05073,NaN,24,18,13,10,7,5,4
148,05075,NaN,58,36,24,16,10,6,4
149,05077,NaN,18,11,7,4,2,1,1
150,05079,NaN,43,23,13,7,4,2,1
151,05081,NaN,46,30,20,14,9,6,4
152,05083,NaN,83,58,42,30,22,15,11
153,05085,NaN,238,163,116,82,58,41,29
154,05087,NaN,25,18,14,10,7,5,4
155,05089,NaN,26,18,13,9,7,5,3
156,05091,NaN,206,148,110,81,59,43,31
157,05093,NaN,175,93,52,30,17,9,5
158,05095,NaN,16,10,6,4,2,1,1
159,05097,NaN,8,6,5,4,3,2,2
160,05099,NaN,29,19,12,8,5,3,2
161,05101,NaN,13,9,7,5,4,3,2
162,05103,NaN,48,34,24,17,12,9,6
163,05105,NaN,34,24,18,13,9,7,5
164,05107,NaN,27,18,12,8,5,3,2
165,05109,NaN,11,8,6,4,3,2,1
166,05111,NaN,74,44,27,17,11,6,4
167,05113,NaN,42,30,22,16,12,8,6
168,05115,NaN,165,104,68,45,29,19,12
169,05117,NaN,11,8,6,4,3,2,1
170,05119,NaN,994,647,439,299,203,138,93
171,05121,NaN,30,20,14,9,6,4,3
172,05123,NaN,43,28,19,13,8,6,4
173,05125,NaN,375,281,216,166,127,96,73
174,05127,NaN,24,16,12,8,6,4,3
175,05129,NaN,32,21,14,10,7,4,3
176,05131,NaN,206,134,90,61,41,28,19
177,05133,NaN,104,61,38,23,14,9,5
178,05135,NaN,54,36,25,17,12,8,5
179,05137,NaN,66,45,31,21,15,10,7
180,05139,NaN,82,56,40,28,20,14,10
181,05141,NaN,30,22,17,13,9,7,5
182,05143,NaN,439,266,169,106,66,42,26
183,05145,NaN,239,160,111,76,52,36,24
184,05147,NaN,18,12,8,5,3,2,1
185,05149,NaN,82,48,30,18,11,7,4
186,06001,NaN,3622,2680,2058,1576,1207,916,695
187,06003,NaN,0,0,0,0,0,0,0
188,06005,NaN,66,40,26,17,11,7,4
189,06007,NaN,499,357,266,198,147,108,80
190,06009,NaN,89,59,41,28,20,13,9
191,06011,NaN,22,14,9,6,4,2,1
192,06013,NaN,2187,1520,1096,791,569,410,293
193,06015,NaN,209,127,80,50,31,19,12
194,06017,NaN,338,252,195,151,117,90,69
195,06019,NaN,2897,1809,1177,767,499,322,209
196,06021,NaN,37,23,14,9,6,4,2
197,06023,NaN,328,253,201,160,127,100,78
198,06025,NaN,558,276,144,77,40,21,11
199,06027,NaN,19,11,7,4,2,1,1
200,06029,NaN,4517,2895,1941,1292,860,572,382
201,06031,NaN,688,359,197,110,61,33,18
202,06033,NaN,194,128,88,60,41,28,19
