,County,747,752,759,766,773,780,787,794
0,01001,NaN,1187,816,549,361,234,149,94
1,01003,NaN,911,528,309,179,104,60,34
2,01005,NaN,90,53,31,18,10,6,3
3,01007,NaN,107,58,32,17,9,5,2
4,01009,NaN,298,181,110,67,40,24,14
5,01011,NaN,27,16,9,5,3,2,1
6,01013,NaN,121,67,37,20,11,6,3
7,01015,NaN,737,433,255,149,87,50,29
8,01017,NaN,112,63,36,20,11,6,3
9,01019,NaN,92,57,35,21,13,8,4
10,01021,NaN,278,173,108,67,41,25,15
11,01023,NaN,38,25,16,10,7,4,2
12,01025,NaN,130,68,36,19,10,5,2
13,01027,NaN,74,38,20,10,5,2,1
14,01029,NaN,90,52,30,17,10,5,3
15,01031,NaN,174,100,57,32,18,10,5
16,01033,NaN,279,138,68,33,16,8,3
17,01035,NaN,34,20,12,7,4,2,1
18,01037,NaN,50,27,15,8,4,2,1
19,01039,NaN,0,0,0,0,0,0,0
20,01041,NaN,88,48,26,14,7,4,2
21,01043,NaN,666,379,216,122,69,38,21
22,01045,NaN,177,101,58,33,18,10,5
23,01047,NaN,164,97,57,33,19,11,6
24,01049,NaN,277,152,83,45,24,12,6
25,01051,NaN,937,592,373,232,144,89,54
26,01053,NaN,143,79,44,24,13,7,4
27,01055,NaN,419,223,118,63,33,17,9
28,01057,NaN,53,29,16,9,4,2,1
29,01059,NaN,238,124,65,34,17,9,4
30,01061,NaN,88,52,31,18,10,6,3
31,01063,NaN,29,17,10,6,3,2,1
32,01065,NaN,58,30,16,8,4,2,1
33,01067,NaN,78,44,25,14,8,4,2
34,01069,NaN,453,271,161,95,56,33,19
35,01071,NaN,381,217,125,71,40,22,12
36,01073,NaN,3392,1862,1023,562,306,166,90
37,01075,NaN,34,20,11,6,3,2,1
38,01077,NaN,502,281,158,89,49,27,15
39,01079,NaN,143,85,50,29,17,10,6
40,01081,NaN,605,362,216,127,75,44,25
41,01083,NaN,440,252,145,82,46,26,14
42,01085,NaN,72,39,21,11,6,3,1
43,01087,NaN,95,56,32,19,11,6,3
44,01089,NaN,2160,1314,796,477,285,169,100
45,01091,NaN,58,33,19,10,6,3,1
46,01093,NaN,144,79,44,24,13,7,3
47,01095,NaN,706,405,233,132,74,41,23
48,01097,NaN,1757,965,534,294,161,87,47
49,01099,NaN,81,46,26,15,8,4,2
50,01101,NaN,2635,1835,1255,840,562,370,241
51,01103,NaN,804,427,228,121,64,33,17
52,01105,NaN,26,15,9,5,3,1,1
53,01107,NaN,11,7,4,2,1,0,0
54,01109,NaN,139,83,49,28,16,9,5
55,01111,NaN,91,53,31,18,10,6,3
56,01113,NaN,163,104,67,42,26,16,10
57,01115,NaN,365,196,107,58,31,16,9
58,01117,NaN,1147,648,368,208,117,65,36
59,01119,NaN,12,8,5,3,1,1,0
60,01121,NaN,548,318,186,107,61,34,19
61,01123,NaN,159,86,47,26,14,7,4
62,01125,NaN,513,255,126,61,30,14,7
63,01127,NaN,622,358,206,118,67,37,21
64,01129,NaN,16,10,6,3,2,1,0
65,01131,NaN,83,44,24,13,7,3,1
