,County,726,731,738,745,752,759,766,773
0,01001,NaN,576,609,590,515,416,313,223
1,01003,NaN,3351,3670,3409,2728,1939,1273,807
2,01005,NaN,495,469,368,252,159,97,58
3,01007,NaN,424,431,363,262,171,106,64
4,01009,NaN,727,863,878,764,581,398,260
5,01011,NaN,170,163,135,100,68,43,27
6,01013,NaN,263,250,213,162,115,77,50
7,01015,NaN,1238,1261,1158,960,732,526,360
8,01017,NaN,507,477,397,296,204,133,85
9,01019,NaN,313,386,402,354,272,189,124
10,01021,NaN,750,872,829,654,446,284,176
11,01023,NaN,221,266,253,197,133,84,52
12,01025,NaN,520,479,358,234,143,85,49
13,01027,NaN,277,233,166,106,64,38,22
14,01029,NaN,119,150,170,169,150,119,86
15,01031,NaN,853,946,876,688,475,306,192
16,01033,NaN,869,831,690,506,343,220,138
17,01035,NaN,164,171,156,124,90,60,39
18,01037,NaN,125,127,114,92,68,47,31
19,01039,NaN,417,502,521,461,357,249,165
20,01041,NaN,171,168,148,118,88,61,41
21,01043,NaN,1207,1285,1178,941,675,448,288
22,01045,NaN,729,768,694,546,386,254,162
23,01047,NaN,473,486,442,359,266,185,122
24,01049,NaN,773,917,955,864,692,500,340
25,01051,NaN,1090,1166,1090,897,666,456,299
26,01053,NaN,512,493,424,327,233,157,102
27,01055,NaN,1557,1637,1459,1126,783,510,323
28,01057,NaN,237,276,265,213,149,97,61
29,01059,NaN,500,533,478,365,248,159,99
30,01061,NaN,233,319,379,378,322,237,163
31,01063,NaN,92,96,88,73,55,38,25
32,01065,NaN,336,300,221,143,86,50,28
33,01067,NaN,305,343,309,231,152,94,57
34,01069,NaN,1515,1697,1606,1305,937,623,400
35,01071,NaN,566,627,614,528,411,294,199
36,01073,NaN,8989,7514,5813,4194,2875,1913,1236
37,01075,NaN,205,231,216,172,120,78,49
38,01077,NaN,1389,1479,1340,1058,754,500,321
39,01079,NaN,278,337,370,361,316,251,183
40,01081,NaN,3008,3154,2752,2060,1389,885,553
41,01083,NaN,1646,1829,1695,1334,925,595,373
42,01085,NaN,151,135,108,78,53,34,21
43,01087,NaN,277,271,229,172,120,80,52
44,01089,NaN,5236,5229,4591,3600,2594,1756,1144
45,01091,NaN,274,292,265,207,145,95,61
46,01093,NaN,527,580,510,374,245,153,94
47,01095,NaN,1009,1074,1034,889,697,506,348
48,01097,NaN,7000,6546,5450,4091,2853,1876,1198
49,01099,NaN,206,202,183,152,118,87,62
50,01101,NaN,2208,1649,1152,755,476,294,178
51,01103,NaN,1771,1722,1470,1119,783,516,330
52,01105,NaN,160,157,129,93,62,39,24
53,01107,NaN,477,478,374,247,150,88,50
54,01109,NaN,267,265,245,210,169,129,95
55,01111,NaN,176,177,168,149,124,98,75
56,01113,NaN,637,798,873,822,675,491,333
57,01115,NaN,1909,1888,1530,1058,660,396,233
58,01117,NaN,3207,3265,2916,2312,1674,1124,728
59,01119,NaN,164,180,171,141,105,73,49
60,01121,NaN,1309,1209,971,696,464,295,184
61,01123,NaN,577,545,457,345,242,160,103
62,01125,NaN,3583,3563,3002,2214,1498,965,609
63,01127,NaN,674,750,743,649,512,372,254
64,01129,NaN,196,246,260,230,176,121,79
65,01131,NaN,204,192,152,104,66,40,24
66,01133,NaN,304,312,280,221,159,107,69
67,02013,NaN,86,89,75,57,40,26,16
68,02016,NaN,205,175,125,81,49,29,16
69,02020,NaN,10221,9623,7172,4536,2663,1519,844
70,02050,NaN,380,379,332,254,175,113,71
71,02060,NaN,0,0,1,3,8,15,23
72,02068,NaN,14,28,45,57,56,43,30
73,02070,NaN,65,93,115,120,103,74,50
74,02090,NaN,2403,3029,2987,2329,1546,966,583
75,02100,NaN,49,68,73,62,44,29,18
76,02105,NaN,1,5,13,29,50,68,66
77,02110,NaN,873,966,866,651,429,268,164
78,02122,NaN,718,989,1180,1190,1023,758,522
79,02130,NaN,247,257,239,199,151,107,72
80,02150,NaN,674,533,325,176,91,45,22
81,02158,NaN,246,237,192,132,81,48,28
82,02164,NaN,47,40,29,18,11,6,4
83,02170,NaN,1140,1430,1638,1677,1537,1269,946
84,02180,NaN,393,394,300,185,105,56,29
85,02185,NaN,194,212,199,161,115,75,48
86,02188,NaN,202,196,161,115,73,45,26
87,02195,NaN,42,63,79,80,66,46,31
88,02198,NaN,186,228,211,153,96,58,33
89,02220,NaN,230,266,243,181,118,73,43
90,02230,NaN,6,12,20,28,31,27,20
91,02240,NaN,80,119,152,162,141,104,70
92,02261,NaN,12,44,109,215,327,356,284
93,02275,NaN,91,97,77,50,29,16,9
94,02282,NaN,24,4,0,0,0,0,0
95,02290,NaN,120,160,170,140,95,59,36
96,04001,NaN,1259,1410,1346,1103,803,543,355
97,04003,NaN,2598,3178,3016,2306,1536,973,598
98,04005,NaN,4037,3554,2609,1731,1091,672,409
99,04007,NaN,1007,1006,851,631,429,277,174
100,04009,NaN,756,983,1006,818,565,364,227
101,04011,NaN,220,282,281,221,147,92,56
102,04012,NaN,307,366,334,253,172,111,69
103,04013,NaN,115721,121590,102810,73632,47829,29732,18130
104,04015,NaN,3854,3993,3398,2514,1701,1095,691
105,04017,NaN,2659,2438,1839,1216,747,444,261
106,04019,NaN,21175,26023,25873,21348,15360,10247,6648
107,04021,NaN,9606,11648,11532,9473,6723,4417,2814
108,04023,NaN,1383,1384,1091,730,448,266,156
109,04025,NaN,2146,2634,2823,2621,2174,1663,1190
110,04027,NaN,3532,4068,3905,3166,2265,1513,979
111,05001,NaN,560,308,156,78,39,19,9
112,05003,NaN,621,508,320,180,97,50,26
113,05005,NaN,466,549,537,446,326,219,142
114,05007,NaN,7024,7596,6043,3840,2231,1238,662
115,05009,NaN,716,776,658,457,284,170,99
116,05011,NaN,286,259,180,107,60,33,17
117,05013,NaN,59,60,50,36,24,15,9
118,05015,NaN,532,599,514,359,224,135,79
119,05017,NaN,202,184,137,89,54,32,18
120,05019,NaN,406,359,269,182,116,71,43
121,05021,NaN,310,318,251,164,98,56,31
122,05023,NaN,682,591,395,231,128,69,36
123,05025,NaN,275,210,124,66,33,16,8
124,05027,NaN,554,496,356,226,135,79,46
125,05029,NaN,731,569,340,183,94,47,23
126,05031,NaN,2538,1786,1109,641,356,195,107
127,05033,NaN,1423,1522,1224,799,476,273,151
128,05035,NaN,1004,812,568,359,214,124,71
129,05037,NaN,544,434,265,144,75,37,18
130,05039,NaN,192,150,95,55,30,16,9
131,05041,NaN,374,266,154,83,43,22,11
132,05043,NaN,500,449,309,185,105,58,32
133,05045,NaN,3780,3118,2031,1169,643,344,181
134,05047,NaN,353,418,365,251,154,91,51
135,05049,NaN,166,211,214,174,120,76,47
136,05051,NaN,2028,2233,1846,1239,754,442,251
137,05053,NaN,530,513,360,211,116,60,30
138,05055,NaN,1261,948,589,330,178,94,49
139,05057,NaN,481,503,402,264,158,92,52
140,05059,NaN,699,656,495,322,193,112,63
141,05061,NaN,404,264,147,77,40,21,10
142,05063,NaN,939,891,651,403,232,130,71
143,05065,NaN,282,253,184,117,69,40,22
144,05067,NaN,255,238,189,133,86,53,32
