,County,740,745,752,759,766,773,780,787
0,01001,14742,609,547,480,407,338,276,223
1,01003,52649,2734,2497,2221,1894,1585,1295,1044
2,01005,5263,284,299,303,291,271,243,212
3,01007,6107,337,292,247,200,157,122,93
4,01009,14056,710,680,633,565,491,416,346
5,01011,2234,112,117,118,114,108,98,86
6,01013,4784,295,292,276,247,212,176,142
7,01015,30046,1672,1550,1381,1168,957,768,604
8,01017,8181,315,263,216,172,135,105,81
9,01019,4822,420,431,421,389,343,291,238
10,01021,9977,564,530,481,419,358,298,242
11,01023,1778,300,323,322,294,251,202,152
12,01025,6756,291,233,182,137,101,73,53
13,01027,3902,303,255,204,152,110,77,53
14,01029,3382,262,265,256,234,204,170,137
15,01031,12807,931,889,809,694,574,459,359
16,01033,15233,1273,1089,883,672,492,350,244
17,01035,2757,203,202,193,173,148,122,97
18,01037,2761,210,197,176,147,117,90,67
19,01039,8910,0,0,0,0,0,0,0
20,01041,3620,223,216,200,175,147,120,95
21,01043,23013,1664,1530,1337,1095,866,663,494
22,01045,11828,566,521,466,400,337,277,225
23,01047,7813,569,545,499,435,366,299,239
24,01049,17619,1353,1333,1243,1084,904,725,564
25,01051,22052,1277,1182,1056,897,737,592,466
26,01053,9596,393,331,274,219,172,133,102
27,01055,27123,1894,1759,1549,1278,1018,789,598
28,01057,4380,318,298,265,221,176,137,103
29,01059,9144,836,744,618,476,349,246,170
30,01061,5842,533,592,616,589,524,433,335
31,01063,1731,88,92,94,92,86,78,68
32,01065,4383,209,194,174,149,123,99,78
33,01067,4220,259,256,243,219,189,159,129
34,01069,23684,1138,1065,963,831,706,588,481
35,01071,13988,1243,1211,1103,923,733,552,399
36,01073,175014,9052,7705,6285,4891,3733,2805,2088
37,01075,3412,328,308,273,225,176,132,95
38,01077,22518,1728,1611,1429,1194,965,753,573
39,01079,7088,623,631,607,548,473,388,308
40,01081,36183,1885,1724,1528,1306,1097,904,732
41,01083,23342,1607,1523,1383,1197,1003,817,648
42,01085,2516,98,98,97,91,83,74,64
43,01087,3667,220,233,234,222,203,180,154
44,01089,82478,6735,6511,5974,5177,4323,3484,2730
45,01091,4532,244,246,238,219,194,166,138
46,01093,7552,577,537,475,393,311,239,178
47,01095,25848,2211,2144,1945,1625,1296,986,725
48,01097,107243,3903,3144,2475,1890,1419,1057,786
49,01099,5010,410,388,348,293,238,185,141
50,01101,52396,1662,1353,1071,821,624,469,353
51,01103,33760,2293,1989,1653,1297,985,728,528
52,01105,1953,163,164,156,140,119,97,76
53,01107,4857,308,270,229,186,148,114,87
54,01109,7057,551,578,570,528,464,389,314
55,01111,4837,253,267,271,263,247,223,196
56,01113,9483,482,490,484,463,432,395,356
57,01115,23910,1105,932,770,615,479,368,281
58,01117,56338,3626,3315,2910,2430,1969,1556,1210
59,01119,2271,330,332,307,260,206,155,111
60,01121,20841,1428,1288,1115,913,720,554,419
61,01123,10835,646,560,468,372,287,217,162
62,01125,51690,2915,2578,2183,1768,1405,1093,835
63,01127,17395,2043,2017,1797,1435,1064,737,481
64,01129,3447,277,284,277,255,224,188,152
65,01131,2682,163,160,149,132,112,91,73
66,01133,6919,918,852,703,516,347,216,129
67,02013,860,174,143,102,66,40,24,13
68,02016,1579,124,115,99,81,63,47,34
69,02020,93006,6545,5393,4220,3132,2255,1581,1092
70,02050,8091,404,311,228,161,111,75,50
71,02060,0,0,0,0,0,0,0,0
72,02068,353,29,33,36,37,37,34,31
73,02070,1267,88,89,85,76,66,55,44
74,02090,24559,3288,3352,3053,2499,1870,1297,843
75,02100,407,31,35,40,42,42,40,36
76,02105,0,0,0,0,0,0,0,0
77,02110,7113,529,495,446,382,322,263,210
78,02122,15200,1288,1410,1429,1336,1152,920,684
79,02130,3347,491,507,468,387,288,195,125
80,02150,4350,339,260,190,133,90,60,39
81,02158,3217,242,182,130,88,58,37,24
82,02164,746,56,37,23,14,8,4,2
83,02170,31168,2968,3183,3111,2728,2208,1640,1129
84,02180,3899,662,466,283,156,82,42,21
85,02185,3663,234,191,149,111,80,56,38
86,02188,3377,417,279,168,94,50,26,14
87,02195,626,23,26,29,32,34,34,34
88,02198,1075,154,167,168,156,135,109,81
89,02220,1970,145,151,150,139,125,107,88
90,02230,111,6,8,11,14,16,18,19
91,02240,1749,170,166,151,129,104,79,58
92,02261,0,0,0,0,0,0,0,0
93,02275,427,46,51,53,52,47,40,32
94,02282,434,11,4,1,0,0,0,0
95,02290,1117,121,126,122,110,94,76,57
96,04001,20499,1493,1435,1300,1102,893,697,525
97,04003,28140,3351,3497,3361,2951,2393,1809,1279
98,04005,40683,2961,2540,2068,1595,1196,869,621
99,04007,15606,895,800,689,562,440,337,251
100,04009,11112,976,967,888,753,603,457,333
101,04011,2068,103,105,104,98,91,82,72
102,04012,4794,289,270,242,205,168,133,102
103,04013,1183959,73031,65490,56387,46279,36834,28574,21851
104,04015,53318,3911,3660,3274,2751,2214,1716,1284
105,04017,35330,1857,1535,1227,943,705,516,374
106,04019,234028,16801,16628,15664,13973,11970,9897,7955
107,04021,121256,9508,9104,8280,7088,5804,4576,3473
108,04023,15699,1685,1414,1086,773,522,337,209
109,04025,44894,2633,2856,2992,2977,2817,2564,2246
110,04027,59258,3881,3443,2913,2330,1797,1348,988
111,05001,5382,241,170,117,78,50,32,20
112,05003,4732,255,214,175,138,106,81,61
113,05005,8154,509,523,517,483,436,377,319
114,05007,62679,4059,3630,3138,2603,2114,1679,1318
115,05009,8892,526,486,434,371,309,250,199
116,05011,2845,129,105,84,64,48,36,26
117,05013,836,48,45,41,35,29,23,19
118,05015,5744,273,242,210,176,144,115,91
119,05017,2657,83,68,55,43,33,26,19
120,05019,4896,188,166,142,118,96,77,61
121,05021,3810,169,139,112,87,66,50,37
122,05023,5987,308,255,206,161,123,93,69
