,County,824,829,836,843,850,857,864,871
0,01001,NaN,5,5,5,5,5,5,5
1,01003,NaN,39,40,41,42,44,45,46
2,01005,NaN,0,0,0,0,0,0,0
3,01007,NaN,0,1,1,1,1,1,1
4,01009,NaN,8,9,9,9,9,10,10
5,01011,NaN,11,11,11,12,11,11,11
6,01013,NaN,5,5,4,4,4,4,3
7,01015,NaN,13,12,11,10,9,8,8
8,01017,NaN,2,2,2,2,2,2,2
9,01019,NaN,5,5,6,6,6,7,7
10,01021,NaN,16,16,16,17,17,17,17
11,01023,NaN,0,0,0,0,0,0,0
12,01025,NaN,0,0,0,0,0,0,0
13,01027,NaN,2,2,2,1,1,1,1
14,01029,NaN,1,1,1,1,1,1,1
15,01031,NaN,1,1,2,2,2,2,2
16,01033,NaN,3,2,2,2,2,1,1
17,01035,NaN,0,0,0,0,0,0,0
18,01037,NaN,1,1,1,1,1,1,1
19,01039,NaN,14,14,13,13,13,12,12
20,01041,NaN,7,7,7,6,6,6,5
21,01043,NaN,18,17,16,16,15,14,14
22,01045,NaN,0,0,0,0,0,0,0
23,01047,NaN,6,6,5,5,5,5,5
24,01049,NaN,3,3,3,2,2,2,2
25,01051,NaN,17,17,16,16,16,16,15
26,01053,NaN,0,0,0,0,0,0,0
27,01055,NaN,1,1,1,1,1,1,1
28,01057,NaN,1,0,0,0,0,0,0
29,01059,NaN,11,10,8,7,7,6,5
30,01061,NaN,0,0,0,0,0,0,0
31,01063,NaN,0,0,0,0,0,0,0
32,01065,NaN,4,3,3,3,2,2,2
33,01067,NaN,0,0,0,0,0,0,0
34,01069,NaN,0,0,0,0,0,0,0
35,01071,NaN,5,5,4,4,4,4,3
36,01073,NaN,204,207,212,220,230,235,241
37,01075,NaN,0,0,0,0,0,0,0
38,01077,NaN,4,4,4,4,4,4,4
39,01079,NaN,5,5,5,5,6,6,6
40,01081,NaN,25,26,27,28,28,30,31
41,01083,NaN,37,38,39,40,41,42,43
42,01085,NaN,1,1,1,1,1,1,1
43,01087,NaN,0,0,0,0,0,0,0
44,01089,NaN,132,130,128,128,127,125,124
45,01091,NaN,3,3,2,2,2,2,2
46,01093,NaN,6,6,5,5,5,4,4
47,01095,NaN,10,8,8,7,6,6,5
48,01097,NaN,0,0,0,0,0,0,0
49,01099,NaN,1,1,1,1,1,1,0
50,01101,NaN,85,87,90,93,96,98,100
51,01103,NaN,10,9,8,7,7,6,6
52,01105,NaN,1,1,1,1,1,0,0
53,01107,NaN,0,0,0,0,0,0,0
54,01109,NaN,50,47,44,41,38,35,32
55,01111,NaN,0,0,0,0,0,0,0
56,01113,NaN,3,4,4,5,5,6,7
57,01115,NaN,16,15,15,15,15,15,15
58,01117,NaN,145,160,175,193,213,230,246
59,01119,NaN,4,4,5,5,5,5,5
60,01121,NaN,8,7,6,6,5,5,4
61,01123,NaN,11,10,10,9,9,8,8
62,01125,NaN,38,35,33,31,29,27,25
63,01127,NaN,106,126,150,176,201,221,237
64,01129,NaN,0,0,0,0,0,0,0
65,01131,NaN,0,0,0,0,0,0,0
66,01133,NaN,4,3,3,2,2,2,1
67,02013,NaN,16,15,13,11,9,8,6
68,02016,NaN,2,2,2,2,2,3,3
69,02020,NaN,596,577,557,535,510,480,444
70,02050,NaN,35,26,19,14,11,8,5
71,02060,NaN,0,0,0,0,0,0,0
72,02068,NaN,3,3,4,5,5,6,7
73,02070,NaN,28,25,22,19,16,13,10
74,02090,NaN,121,133,148,161,173,186,196
75,02100,NaN,5,6,7,7,7,7,7
76,02105,NaN,0,0,0,0,0,0,0
77,02110,NaN,105,117,130,140,147,149,146
