,County,768,773,780,787,794,801,808,815
0,01001,NaN,6,4,3,1,1,0,0
1,01003,NaN,137,90,62,43,30,20,14
2,01005,NaN,7,4,3,2,1,0,0
3,01007,NaN,11,7,4,3,2,1,0
4,01009,NaN,68,44,30,20,14,9,6
5,01011,NaN,7,4,3,2,1,1,0
6,01013,NaN,7,4,2,1,1,0,0
7,01015,NaN,119,68,42,26,16,10,6
8,01017,NaN,18,11,7,4,3,2,1
9,01019,NaN,21,14,10,7,5,3,2
10,01021,NaN,97,62,42,29,19,13,9
11,01023,NaN,13,9,7,5,4,3,2
12,01025,NaN,24,13,7,4,2,1,1
13,01027,NaN,5,3,1,1,0,0,0
14,01029,NaN,1,1,0,0,0,0,0
15,01031,NaN,16,10,7,4,3,2,1
16,01033,NaN,75,41,24,14,8,5,3
17,01035,NaN,4,2,1,1,0,0,0
18,01037,NaN,20,12,7,4,3,1,1
19,01039,NaN,16,10,6,4,2,1,1
20,01041,NaN,1,0,0,0,0,0,0
21,01043,NaN,82,49,30,19,12,7,5
22,01045,NaN,32,19,12,8,5,3,2
23,01047,NaN,7,4,3,2,1,0,0
24,01049,NaN,63,39,25,16,10,6,4
25,01051,NaN,19,12,8,5,3,2,1
26,01053,NaN,20,12,7,5,3,2,1
27,01055,NaN,22,14,9,5,3,2,1
28,01057,NaN,124,69,41,24,14,8,5
29,01059,NaN,50,27,15,9,5,3,1
30,01061,NaN,19,13,9,6,4,3,2
31,01063,NaN,6,4,2,1,1,0,0
32,01065,NaN,18,10,6,3,2,1,0
33,01067,NaN,15,9,6,4,3,2,1
34,01069,NaN,92,58,38,25,17,11,7
35,01071,NaN,58,34,21,13,8,5,3
36,01073,NaN,175,88,46,24,12,6,3
37,01075,NaN,33,20,12,8,5,3,2
38,01077,NaN,103,64,42,27,18,11,7
39,01079,NaN,40,27,19,13,9,6,4
40,01081,NaN,37,26,18,13,9,6,4
41,01083,NaN,126,83,57,39,27,18,12
42,01085,NaN,0,0,0,0,0,0,0
43,01087,NaN,9,5,3,2,1,1,0
44,01089,NaN,434,282,192,131,89,61,41
45,01091,NaN,37,22,13,8,5,3,1
46,01093,NaN,41,24,15,9,5,3,2
47,01095,NaN,56,32,19,11,7,4,2
48,01097,NaN,594,393,274,192,136,95,67
49,01099,NaN,8,5,3,2,1,0,0
50,01101,NaN,40,26,16,10,6,4,2
51,01103,NaN,198,111,66,39,23,14,8
52,01105,NaN,6,4,2,1,1,0,0
53,01107,NaN,45,28,18,12,8,5,3
54,01109,NaN,4,3,2,1,0,0,0
55,01111,NaN,5,3,2,1,1,0,0
56,01113,NaN,2,1,1,0,0,0,0
57,01115,NaN,59,37,25,16,11,7,4
58,01117,NaN,185,118,79,53,35,23,16
59,01119,NaN,25,17,11,8,5,3,2
60,01121,NaN,125,70,42,26,15,9,5
61,01123,NaN,40,24,15,9,6,3,2
62,01125,NaN,427,297,216,157,114,83,60
63,01127,NaN,27,17,10,6,4,2,1
64,01129,NaN,7,4,3,2,1,1,0
65,01131,NaN,11,6,4,2,1,0,0
66,01133,NaN,37,20,11,6,3,2,1
67,02013,NaN,1,0,0,0,0,0,0
68,02016,NaN,6,4,2,1,1,0,0
69,02020,NaN,635,357,211,124,73,43,25
70,02050,NaN,92,39,17,8,3,1,0
71,02060,NaN,0,0,0,0,0,0,0
72,02068,NaN,0,0,0,0,0,0,0
73,02070,NaN,30,17,11,6,4,2,1
74,02090,NaN,184,118,79,53,35,23,15
75,02100,NaN,35,22,14,8,5,3,2
76,02105,NaN,0,0,0,0,0,0,0
77,02110,NaN,104,70,48,33,23,15,10
78,02122,NaN,251,156,100,64,41,26,16
79,02130,NaN,32,20,14,9,6,4,2
80,02150,NaN,54,29,16,9,5,3,1
81,02158,NaN,37,17,8,4,2,1,0
82,02164,NaN,0,0,0,0,0,0,0
83,02170,NaN,262,159,101,64,40,25,16
84,02180,NaN,156,52,19,7,2,1,0
85,02185,NaN,70,32,15,7,3,1,0
86,02188,NaN,78,27,10,4,1,0,0
87,02195,NaN,6,4,3,2,1,1,0
88,02198,NaN,23,16,11,8,6,4,3
89,02220,NaN,21,14,9,6,4,3,2
90,02230,NaN,3,2,2,1,1,1,0
91,02240,NaN,28,18,11,7,4,3,1
92,02261,NaN,0,0,0,0,0,0,0
93,02275,NaN,0,0,0,0,0,0,0
94,02282,NaN,2,0,0,0,0,0,0
95,02290,NaN,39,25,16,11,7,4,3
96,04001,NaN,121,69,41,25,15,9,5
97,04003,NaN,229,147,99,67,45,30,20
98,04005,NaN,42,26,16,10,6,3,2
99,04007,NaN,105,55,31,17,10,5,3
100,04009,NaN,97,56,34,21,13,8,5
101,04011,NaN,15,10,7,5,3,2,1
102,04012,NaN,10,6,3,2,1,0,0
103,04013,NaN,6236,3864,2509,1642,1066,695,455
104,04015,NaN,212,126,79,50,31,20,12
105,04017,NaN,162,87,49,28,16,9,5
106,04019,NaN,1714,1146,799,561,389,271,189
107,04021,NaN,572,352,226,146,93,60,38
108,04023,NaN,32,17,9,5,3,1,1
109,04025,NaN,193,123,82,56,38,25,17
110,04027,NaN,224,127,76,46,28,17,10
111,05001,NaN,22,11,6,3,2,1,0
112,05003,NaN,41,26,18,12,8,5,3
113,05005,NaN,44,30,22,16,11,8,6
114,05007,NaN,401,296,225,171,128,97,74
115,05009,NaN,55,37,25,18,12,8,6
116,05011,NaN,9,5,3,2,1,1,0
117,05013,NaN,12,7,4,2,1,1,0
118,05015,NaN,21,14,10,7,5,4,2
119,05017,NaN,10,6,4,2,1,1,0
