,State,383,388,395,402,409
0,Washington,4451,155,148,140,133
1,Illinois,21779,513,465,423,383
2,California,44494,3067,2879,2681,2477
3,Arizona,14055,914,844,752,656
4,Massachusetts,15054,427,395,360,329
5,Wisconsin,6614,194,172,152,135
6,Texas,39482,2066,1980,1864,1732
7,Nebraska,1968,56,52,48,45
8,Utah,1738,84,79,73,69
9,Oregon,2024,79,74,69,65
10,Florida,27815,978,927,863,796
11,New York,44969,1184,1080,962,845
12,Rhode Island,2236,76,75,72,71
13,Georgia,15130,769,735,689,639
14,New Hampshire,1106,70,68,65,63
15,North Carolina,9991,620,606,591,574
16,New Jersey,22011,495,465,421,375
17,Colorado,5733,120,109,100,93
18,Maryland,7372,251,238,226,213
19,Nevada,4522,227,205,182,162
20,Tennessee,10566,674,632,582,529
21,Hawaii,417,12,12,13,14
22,Indiana,11875,288,253,220,191
23,Kentucky,4091,294,290,285,274
24,Minnesota,6370,111,94,78,68
25,Oklahoma,3817,252,247,237,227
26,Pennsylvania,22443,870,796,724,666
27,South Carolina,7690,557,579,594,603
28,District of Columbia,956,NaN,NaN,NaN,NaN
29,Kansas,4167,224,208,192,176
30,Missouri,7452,314,295,274,252
31,Vermont,183,21,22,23,25
32,Virginia,6820,300,279,255,233
33,Connecticut,7282,173,162,150,142
34,Iowa,5110,214,197,180,163
35,Louisiana,9142,244,219,194,170
36,Ohio,11695,469,434,397,362
37,Michigan,15863,330,281,242,207
38,South Dakota,1809,48,44,39,36
39,Arkansas,5106,226,203,178,157
40,Delaware,1208,61,60,58,56
41,Mississippi,6270,257,240,220,200
42,New Mexico,3412,129,109,93,78
43,North Dakota,1454,17,17,16,17
44,Wyoming,624,40,39,38,38
45,Alaska,279,11,11,11,11
46,Maine,636,56,53,50,48
47,Alabama,8523,944,981,992,974
48,Idaho,1776,53,49,46,44
49,Montana,1314,70,70,69,68
50,Puerto Rico,1888,NaN,NaN,NaN,NaN
51,Virgin Islands,24,NaN,NaN,NaN,NaN
52,Guam,130,NaN,NaN,NaN,NaN
53,West Virginia,2131,116,103,90,79
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
