,State,368,374,381,388,395
0,Washington,4114,167,187,188,187
1,Illinois,20680,610,637,586,534
2,California,37121,2974,2958,3097,3053
3,Arizona,12238,850,865,849,814
4,Massachusetts,14133,448,442,435,412
5,Wisconsin,6190,218,215,199,181
6,Texas,34911,2250,2327,2392,2422
7,Nebraska,1879,50,60,55,51
8,Utah,1595,83,73,69,64
9,Oregon,1880,67,72,72,70
10,Florida,25293,1064,1086,1113,1123
11,New York,42325,1294,1299,1316,1274
12,Rhode Island,2083,67,74,71,67
13,Georgia,13250,1001,1237,1473,1676
14,New Hampshire,987,53,51,49,49
15,North Carolina,8695,576,563,591,613
16,New Jersey,20951,483,496,482,456
17,Colorado,5505,106,79,65,51
18,Maryland,6865,258,249,246,237
19,Nevada,4026,202,199,186,169
20,Tennessee,8859,360,334,310,279
21,Hawaii,341,15,10,11,11
22,Indiana,9716,312,292,268,240
23,Kentucky,3421,278,287,301,314
24,Minnesota,6163,151,137,124,110
25,Oklahoma,3279,282,316,368,413
26,Pennsylvania,20532,1077,1064,1012,932
27,South Carolina,6547,373,399,424,437
28,District of Columbia,872,22,23,24,23
29,Kansas,3587,77,84,82,78
30,Missouri,6781,240,217,199,180
31,Vermont,170,6,7,9,10
32,Virginia,6078,348,365,390,409
33,Connecticut,6819,187,202,209,205
34,Iowa,4487,146,153,138,127
35,Louisiana,8565,295,265,256,235
36,Ohio,10711,449,473,465,441
37,Michigan,15181,458,479,456,426
38,South Dakota,1705,43,45,40,35
39,Arkansas,4606,244,213,202,188
40,Delaware,1041,25,23,27,30
41,Mississippi,5772,225,231,216,199
42,New Mexico,3145,180,150,137,122
43,North Dakota,1436,27,27,23,20
44,Wyoming,571,37,38,37,34
45,Alaska,259,25,23,20,18
46,Maine,544,34,42,49,56
47,Alabama,6660,509,598,548,500
48,Idaho,1669,51,46,42,37
49,Montana,1151,63,49,44,40
50,Puerto Rico,1773,NaN,NaN,NaN,NaN
51,Virgin Islands,24,NaN,NaN,NaN,NaN
52,Guam,128,NaN,NaN,NaN,NaN
53,West Virginia,1895,102,86,82,76
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
