,County,172,178,185,192,199,206
0,01001,698,154,159,156,147,133
1,01003,1277,184,244,287,303,303
2,01005,399,52,55,58,56,52
3,01007,224,32,35,37,39,36
4,01009,320,43,58,75,88,95
5,01011,378,16,15,13,12,11
6,01013,652,26,23,22,20,17
7,01015,515,110,141,165,186,197
8,01017,677,18,19,20,21,21
9,01019,124,30,34,37,37,36
10,01021,331,49,54,57,58,57
11,01023,217,12,12,13,13,12
12,01025,317,38,40,41,40,40
13,01027,85,10,12,14,14,14
14,01029,45,5,6,8,9,10
15,01031,428,75,87,95,97,96
16,01033,509,77,91,101,106,104
17,01035,231,46,46,44,40,34
18,01037,66,6,7,8,9,10
19,01039,416,141,145,135,119,103
20,01041,132,7,7,7,7,7
21,01043,615,139,170,201,219,217
22,01045,395,100,119,126,126,121
23,01047,1002,87,90,91,88,81
24,01049,967,100,114,123,123,120
25,01051,1067,153,154,148,141,130
26,01053,488,99,111,114,110,101
27,01055,1011,146,168,179,185,180
28,01057,85,17,21,23,25,26
29,01059,938,83,80,75,69,61
30,01061,98,21,26,30,35,37
31,01063,198,13,13,12,12,10
32,01065,354,29,25,21,18,15
33,01067,155,16,18,20,21,22
34,01069,607,138,170,195,208,204
35,01071,435,71,83,92,95,95
36,01073,6746,1217,1267,1261,1206,1128
37,01075,89,19,21,23,24,23
38,01077,577,139,163,174,176,168
39,01079,136,38,45,50,54,56
40,01081,1596,127,143,150,152,150
41,01083,639,116,140,150,148,138
42,01085,484,19,15,12,10,7
43,01087,219,34,37,38,36,34
44,01089,2268,337,459,565,634,652
45,01091,354,28,29,28,27,24
46,01093,290,36,41,43,43,42
47,01095,1980,185,214,226,221,206
48,01097,4904,373,416,444,460,458
49,01099,260,44,49,50,51,49
50,01101,4547,374,347,318,288,256
51,01103,1338,145,178,210,235,249
52,01105,250,45,45,40,35,30
53,01107,274,21,23,26,27,26
54,01109,479,40,41,42,40,39
55,01111,263,24,29,32,32,31
56,01113,686,86,92,95,94,90
57,01115,544,84,102,116,128,135
58,01117,1691,158,199,229,247,251
59,01119,292,9,9,9,8,8
60,01121,401,91,109,123,133,133
61,01123,630,27,28,28,29,29
62,01125,2690,468,474,461,433,393
63,01127,1075,237,230,210,184,156
64,01129,148,17,20,21,21,21
65,01131,303,15,15,15,14,12
66,01133,299,65,70,71,67,62
67,02013,0,0,0,0,0,0
68,02016,1,0,0,0,0,0
69,02020,705,90,125,165,201,235
70,02050,14,0,0,0,0,0
71,02060,3,0,0,0,0,0
72,02068,0,0,0,0,0,0
73,02070,0,0,0,0,0,0
74,02090,245,25,37,46,51,55
75,02100,2,0,0,0,0,0
76,02105,0,0,0,0,0,0
77,02110,51,5,6,7,8,9
78,02122,200,47,61,74,80,81
79,02130,23,0,0,0,0,0
80,02150,5,1,1,1,1,1
81,02158,2,,,,,NaN
82,02164,0,0,0,0,0,0
83,02170,146,48,67,87,108,123
84,02180,15,0,0,0,0,0
85,02185,4,1,1,1,2,2
86,02188,6,0,0,0,0,0
87,02195,6,0,0,0,0,0
88,02198,2,0,0,0,0,0
89,02220,13,0,0,0,0,0
90,02230,0,0,0,0,0,0
91,02240,10,0,0,0,0,0
92,02261,10,0,0,0,0,0
93,02275,3,0,0,0,1,1
94,02282,0,0,0,0,0,0
95,02290,13,1,1,1,2,2
96,04001,2579,96,86,82,79,72
97,04003,1049,471,503,490,437,371
98,04005,2457,124,131,148,163,172
99,04007,445,173,205,228,220,191
100,04009,204,27,34,45,53,50
101,04011,32,6,8,12,14,14
102,04012,407,58,59,57,53,47
103,04013,80146,6381,6106,6104,6011,5736
104,04015,1825,366,429,506,547,537
105,04017,4337,122,118,122,128,131
106,04019,11767,1413,1665,1990,2252,2354
107,04021,5614,641,601,577,559,529
108,04023,2180,195,180,154,123,94
109,04025,1123,212,278,361,427,471
110,04027,8302,731,614,497,390,290
111,05001,59,21,35,50,61,63
112,05003,100,29,35,41,46,47
113,05005,30,12,18,26,35,44
114,05007,3470,573,696,743,697,597
115,05009,51,15,24,37,47,55
116,05011,80,16,22,27,29,28
117,05013,3,1,1,2,4,7
118,05015,228,55,67,74,75,69
119,05017,217,34,35,33,28,23
120,05019,71,7,10,15,18,20
121,05021,81,19,26,33,39,40
122,05023,132,4,7,9,10,9
123,05025,37,3,4,5,6,7
124,05027,109,23,30,37,42,45
125,05029,92,26,31,37,40,40
126,05031,545,124,151,172,180,174
127,05033,275,115,153,183,201,194
128,05035,841,76,88,97,98,92
129,05037,101,12,16,19,22,23
130,05039,12,1,1,1,1,2
131,05041,81,18,22,24,25,22
132,05043,92,23,30,36,38,36
133,05045,771,67,102,131,143,145
134,05047,30,8,11,16,20,22
135,05049,18,4,6,10,12,15
136,05051,332,93,130,164,181,182
137,05053,55,15,20,23,26,28
138,05055,148,33,46,59,76,91
139,05057,79,26,35,44,48,49
140,05059,1266,76,89,91,82,69
141,05061,137,25,28,30,29,26
142,05063,73,18,26,35,43,51
143,05065,25,4,6,8,9,10
144,05067,41,12,17,24,31,35
145,05069,861,45,67,93,107,108
146,05071,366,76,86,87,79,69
147,05073,29,7,9,10,10,10
148,05075,115,14,19,22,24,24
149,05077,827,34,34,32,28,23
150,05079,1048,10,13,16,18,19
151,05081,43,4,5,7,9,11
152,05083,81,29,40,52,60,63
153,05085,197,48,69,92,107,112
154,05087,223,29,35,41,44,41
155,05089,13,5,6,8,9,11
156,05091,265,56,73,86,89,85
157,05093,314,68,90,106,117,119
158,05095,21,4,6,8,9,9
159,05097,7,3,4,6,8,11
160,05099,109,10,12,14,16,16
161,05101,10,1,2,3,5,6
162,05103,34,9,14,19,24,29
163,05105,34,3,4,6,8,9
164,05107,173,49,55,59,60,55
165,05109,19,3,5,8,11,12
166,05111,75,17,23,28,29,31
167,05113,88,14,19,24,27,28
168,05115,655,102,126,145,149,137
169,05117,30,7,9,9,10,11
170,05119,2938,516,683,823,886,860
171,05121,76,17,25,31,36,37
172,05123,906,32,39,46,50,51
173,05125,471,145,199,237,264,278
174,05127,16,3,4,5,7,8
175,05129,17,1,2,2,2,2
176,05131,834,297,377,426,433,389
177,05133,807,55,45,35,26,20
178,05135,68,11,17,23,27,27
179,05137,22,3,4,6,7,8
180,05139,274,38,50,63,73,78
181,05141,35,0,1,1,1,2
182,05143,4526,563,601,591,547,474
183,05145,141,41,59,83,105,121
184,05147,12,4,4,5,7,8
185,05149,832,113,104,87,71,54
186,06001,7731,1891,2067,2523,3125,3612
187,06003,2,0,0,0,0,0
188,06005,40,10,12,16,22,28
189,06007,338,192,235,276,296,312
190,06009,67,20,24,28,33,35
191,06011,113,15,17,20,25,26
192,06013,4661,1431,1518,1663,1848,2005
193,06015,60,3,4,5,8,11
194,06017,307,92,93,109,130,160
195,06019,8282,1252,1328,1521,1744,1891
196,06021,164,48,57,64,68,66
197,06023,165,18,18,20,24,30
198,06025,7827,542,453,396,346,310
199,06027,35,5,6,8,10,12
200,06029,6502,1543,1551,1721,1829,1733
201,06031,2918,593,592,613,634,612
202,06033,108,42,50,63,82,98
203,06035,337,9,12,18,30,46
204,06037,133549,15851,15099,15524,16235,16715
205,06039,893,217,239,276,314,333
206,06041,3434,344,354,360,355,344
207,06043,31,4,5,7,10,12
208,06045,113,41,49,61,77,99
209,06047,1884,273,307,375,430,463
210,06049,0,0,0,0,0,0
211,06051,51,4,4,5,8,9
212,06053,2682,552,571,656,766,864
213,06055,477,100,115,144,184,214
214,06057,163,45,49,63,87,114
215,06059,24715,4615,4420,4341,4208,4123
216,06061,1077,233,220,213,209,221
217,06063,17,1,2,3,4,7
218,06065,24765,3802,3884,4203,4392,4385
219,06067,5489,848,883,943,1030,1124
220,06069,362,14,11,11,12,14
221,06071,19043,2505,2707,3127,3588,3850
222,06073,19371,3185,3433,3961,4596,5178
223,06075,4522,401,419,476,558,669
224,06077,6279,1010,1066,1182,1229,1168
225,06079,905,269,272,304,359,415
226,06081,3949,579,662,839,1074,1264
227,06083,3931,594,608,704,825,889
228,06085,6298,480,517,619,768,929
229,06087,569,130,136,158,198,241
230,06089,195,97,116,159,220,272
231,06091,1,0,1,1,1,1
232,06093,41,11,15,21,31,41
233,06095,2075,240,280,360,485,603
234,06097,1703,507,543,622,729,796
235,06099,4732,963,982,1015,998,960
236,06101,388,155,146,154,169,179
237,06103,107,55,68,88,109,126
238,06105,2,0,0,1,1,2
239,06107,5678,1003,911,884,883,851
