,County,389,395,402,409,416,423,430
0,01001,6023,141,132,131,124,101,83
1,01003,19105,503,468,456,431,363,313
2,01005,2042,61,60,61,58,47,38
3,01007,2395,43,42,42,40,32,26
4,01009,5961,105,95,90,84,69,58
5,01011,1142,28,27,27,25,20,16
6,01013,1902,38,38,40,39,32,27
7,01015,12700,271,258,255,239,195,159
8,01017,3321,75,71,70,66,54,44
9,01019,1744,30,29,30,30,26,22
10,01021,3731,65,62,62,59,50,42
11,01023,543,9,10,12,13,12,11
12,01025,3391,79,72,68,62,50,41
13,01027,1393,21,19,18,16,12,9
14,01029,1335,31,30,31,30,25,21
15,01031,5149,124,117,114,107,88,74
16,01033,5930,120,116,119,116,97,82
17,01035,1050,18,17,16,15,12,10
18,01037,839,26,24,23,22,18,15
19,01039,3828,78,71,67,62,52,44
20,01041,1396,28,27,26,25,21,18
21,01043,8797,164,151,144,134,111,93
22,01045,4521,94,90,91,88,75,66
23,01047,3282,51,50,51,51,43,37
24,01049,8352,143,130,124,116,98,84
25,01051,9100,195,184,183,174,144,121
26,01053,3706,90,87,88,84,71,60
27,01055,12954,199,184,180,168,135,111
28,01057,1942,45,41,39,35,27,21
29,01059,3947,63,60,59,54,44,35
30,01061,2350,71,68,66,61,49,40
31,01063,851,15,15,16,15,12,10
32,01065,2024,41,37,34,31,24,20
33,01067,1783,37,34,32,29,23,19
34,01069,9892,258,249,246,232,192,160
35,01071,6413,115,105,100,92,75,62
36,01073,69514,1342,1261,1245,1166,950,793
37,01075,1281,19,18,17,16,13,10
38,01077,8471,170,161,162,157,132,113
39,01079,2777,59,54,51,46,37,30
40,01081,14608,418,408,419,408,338,279
41,01083,9173,190,174,171,165,137,116
42,01085,1287,33,31,30,28,23,19
43,01087,1370,32,33,35,35,31,27
44,01089,31538,733,687,680,656,550,466
45,01091,2259,45,42,43,41,34,28
46,01093,2706,51,50,52,50,41,34
47,01095,11102,200,184,177,163,132,108
48,01097,34840,920,909,930,913,795,703
