,County,368,374,381,388,395,402,409
0,01001,5376,175,166,156,136,119,106
1,01003,17256,757,792,782,692,622,565
2,01005,1827,67,71,72,64,58,52
3,01007,2223,66,64,62,54,47,42
4,01009,5473,147,143,137,118,103,90
5,01011,1035,33,35,35,30,26,23
6,01013,1744,57,61,62,56,51,47
7,01015,11521,371,374,359,313,277,247
8,01017,3042,117,121,119,102,89,79
9,01019,1657,45,49,50,46,42,38
10,01021,3454,96,100,99,88,79,71
11,01023,519,10,12,14,14,14,14
12,01025,3002,101,104,100,84,71,61
13,01027,1305,30,30,28,24,20,17
14,01029,1218,35,37,36,32,28,25
15,01031,4624,187,186,178,155,137,121
16,01033,5499,160,157,146,123,104,89
17,01035,979,26,27,27,24,22,20
18,01037,636,19,19,18,16,15,14
19,01039,3396,103,104,101,87,77,69
20,01041,1240,52,50,47,40,34,29
21,01043,8274,232,231,223,191,166,147
22,01045,4107,142,147,141,122,107,96
23,01047,3132,74,77,77,70,64,59
24,01049,7894,182,180,174,154,136,121
25,01051,8214,287,280,264,228,199,175
26,01053,3354,123,125,120,103,89,77
27,01055,12107,363,344,313,262,225,196
28,01057,1786,68,70,67,55,46,38
29,01059,3749,99,98,93,80,70,62
30,01061,2115,78,80,79,71,64,58
31,01063,779,19,18,17,15,13,12
32,01065,1852,66,64,60,49,42,36
33,01067,1599,55,53,49,41,36,31
34,01069,9009,315,314,302,264,234,210
35,01071,6015,165,164,158,136,117,101
36,01073,64681,2507,2531,2410,2037,1735,1492
37,01075,1202,28,27,26,23,20,18
38,01077,7871,258,265,257,221,191,168
39,01079,2541,85,86,82,73,65,60
40,01081,13205,570,600,593,522,465,420
41,01083,8349,269,266,255,220,192,170
42,01085,1155,39,39,37,31,27,24
43,01087,1223,46,50,51,46,41,37
44,01089,28310,1156,1202,1205,1073,953,850
45,01091,2093,64,64,62,52,45,38
46,01093,2537,74,75,73,64,56,50
47,01095,10471,262,263,251,212,183,160
48,01097,31620,1150,1223,1239,1139,1056,988
49,01099,1524,64,62,59,50,43,38
50,01101,19954,807,832,817,716,630,555
51,01103,12639,357,343,323,276,239,210
52,01105,1000,29,29,26,21,18,15
53,01107,1996,53,51,48,40,34,30
54,01109,2625,101,103,101,90,81,74
55,01111,1464,45,49,51,48,45,42
56,01113,3575,162,182,191,175,159,145
57,01115,7854,255,258,250,218,192,169
58,01117,19335,593,614,606,533,470,417
59,01119,905,20,21,21,18,16,14
60,01121,6481,230,235,232,205,181,161
61,01123,3149,193,227,240,212,186,163
62,01125,21525,608,621,596,508,438,383
63,01127,6036,153,155,152,135,122,112
64,01129,1423,36,36,35,30,26,23
65,01131,1079,36,38,38,34,30,26
66,01133,2336,69,70,66,55,47,41
67,02013,71,20,25,23,16,10,7
68,02016,293,37,42,45,43,40,37
69,02020,25089,425,424,418,368,327,290
70,02050,3184,108,96,82,65,52,44
71,02060,0,0,0,0,0,0,0
72,02068,67,1,1,1,1,1,1
73,02070,164,7,7,6,5,4,4
74,02090,5792,127,126,123,112,104,97
75,02100,24,0,1,1,1,1,1
76,02105,0,0,0,0,0,0,0
77,02110,1133,16,17,17,16,16,16
78,02122,3888,46,45,46,46,46,45
79,02130,276,5,7,8,7,6,5
80,02150,1022,25,25,23,19,16,14
81,02158,1084,57,54,46,34,26,21
82,02164,170,2,3,3,3,3,3
83,02170,7361,159,157,149,129,116,108
84,02180,305,5,5,6,5,5,4
85,02185,977,35,34,32,28,24,21
86,02188,561,32,34,33,28,23,20
87,02195,47,3,3,3,3,2,2
88,02198,74,1,0,0,0,0,0
89,02220,299,5,5,5,5,5,5
90,02230,16,0,0,0,0,0,0
91,02240,423,3,3,2,2,2,1
92,02261,412,13,13,13,12,10,9
93,02275,26,1,2,2,2,2,2
94,02282,64,1,1,1,1,0,0
95,02290,261,8,8,8,7,6,5
96,04001,9204,279,284,274,232,199,173
97,04003,10157,487,476,453,404,368,342
98,04005,14745,654,673,648,552,470,402
99,04007,5756,243,244,230,194,165,143
100,04009,4816,285,283,253,196,154,123
101,04011,508,18,18,18,16,14,13
102,04012,2170,111,104,94,80,68,59
103,04013,449162,28454,29712,28321,23626,19860,16848
104,04015,18277,1016,976,915,818,746,692
105,04017,13988,475,493,483,420,365,317
106,04019,96738,5511,5533,5306,4680,4182,3767
107,04021,39751,2445,2531,2401,2012,1698,1445
108,04023,7297,188,187,179,155,137,122
109,04025,15736,874,921,921,832,762,708
110,04027,34269,1244,1194,1078,858,689,562
111,05001,1686,68,72,70,60,51,43
112,05003,1587,55,58,57,48,41,36
113,05005,2550,82,83,79,69,62,56
114,05007,24129,1112,1109,1046,889,763,663
115,05009,3162,97,98,93,79,69,61
116,05011,1203,43,40,36,30,25,22
117,05013,318,15,15,15,13,11,9
118,05015,2479,75,76,73,61,52,44
119,05017,1538,28,27,24,20,17,14
120,05019,1750,58,58,55,48,42,37
121,05021,1529,41,42,41,35,29,25
122,05023,1690,62,58,53,46,41,37
123,05025,741,27,27,26,23,20,18
124,05027,1857,57,59,58,50,43,37
125,05029,1894,86,80,71,57,47,40
126,05031,11900,392,388,368,318,279,247
127,05033,5937,266,272,261,222,191,165
128,05035,5229,156,156,149,128,112,99
129,05037,1780,54,52,48,40,33,28
130,05039,647,24,22,19,16,13,11
131,05041,1138,35,34,31,26,22,19
132,05043,1780,51,48,44,36,31,27
133,05045,10156,362,362,351,309,276,249
134,05047,1429,58,61,59,50,43,38
135,05049,1017,22,20,18,15,13,12
136,05051,7987,360,364,355,313,278,248
137,05053,1333,49,48,44,38,32,28
