,State,264,269,276,283,290,297,304,311
0,Washington,2190,64,72,70,67,64,61,59
1,Illinois,9243,174,163,132,104,78,58,43
2,California,16586,383,382,332,286,246,209,176
3,Arizona,5759,92,91,75,63,53,43,36
4,Massachusetts,9617,137,139,131,119,103,84,67
5,Wisconsin,1474,77,85,87,88,90,91,92
6,Texas,16995,438,414,354,300,252,211,176
7,Nebraska,522,29,36,37,38,36,35,31
8,Utah,522,25,19,19,17,17,15,14
9,Oregon,599,18,20,19,18,17,16,15
10,Florida,15412,565,400,349,304,264,228,197
11,New York,33301,98,95,74,56,39,26,17
12,Rhode Island,1130,10,11,9,7,6,4,3
13,Georgia,7429,228,221,200,183,164,149,133
14,New Hampshire,456,8,9,10,10,10,11,10
15,North Carolina,3773,126,136,130,125,119,113,108
16,New Jersey,16175,62,61,52,40,32,23,17
17,Colorado,2116,51,65,75,87,100,116,132
18,Maryland,4003,24,16,10,6,4,2,1
19,Nevada,1664,39,39,33,29,25,22,18
20,Tennessee,2774,131,136,129,122,115,107,100
21,Hawaii,169,12,12,11,10,8,8,6
22,Indiana,3795,90,92,89,83,79,73,67
23,Kentucky,1255,61,67,68,69,68,69,68
24,Minnesota,2197,101,112,117,119,119,115,109
25,Oklahoma,1104,63,69,70,69,69,67,66
26,Pennsylvania,8347,93,89,75,62,49,39,29
27,South Carolina,3559,94,98,86,77,68,60,53
28,District of Columbia,637,4,1,2,0,1,0,0
29,Kansas,787,38,44,45,45,45,45,45
30,Missouri,2424,106,125,124,124,123,121,118
31,Vermont,58,0,0,1,0,0,0,0
32,Virginia,3361,69,63,49,38,28,20,13
33,Connecticut,4532,23,25,20,16,11,9,5
34,Iowa,1481,61,67,65,63,61,58,56
35,Louisiana,5669,79,59,50,43,35,30,25
36,Ohio,5005,120,132,127,122,117,112,107
37,Michigan,7225,70,75,69,61,54,46,40
38,South Dakota,288,23,29,30,29,28,27,25
39,Arkansas,1586,119,120,119,119,117,115,113
40,Delaware,656,10,10,9,8,7,5,5
41,Mississippi,3101,65,61,52,44,37,31,25
42,New Mexico,915,19,16,15,14,12,11,9
43,North Dakota,345,31,34,32,32,29,28,25
44,Wyoming,54,4,4,5,5,6,6,6
45,Alaska,60,5,6,6,6,6,7,6
46,Maine,143,2,3,2,2,1,1,1
47,Alabama,2665,44,44,37,31,26,22,17
48,Idaho,510,20,22,20,18,17,15,14
49,Montana,212,21,23,23,24,23,23,23
50,Puerto Rico,735,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,388,25,33,33,35,35,35,36
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
