,State,215,220,227,234,241
0,Washington,1867,99,79,86,86
1,Illinois,8097,112,131,122,122
2,California,12235,1099,700,824,824
3,Arizona,4771,330,264,281,281
4,Massachusetts,8949,90,102,96,96
5,Wisconsin,1081,44,42,43,43
6,Texas,11742,1450,1356,1222,1222
7,Nebraska,383,14,13,14,14
8,Utah,390,19,19,18,18
9,Oregon,420,32,28,28,28
10,Florida,10397,1265,821,921,921
11,New York,32852,45,42,44,44
12,Rhode Island,1035,9,12,11,11
13,Georgia,5156,487,383,391,391
14,New Hampshire,429,6,4,5,5
15,North Carolina,2535,171,190,168,168
16,New Jersey,15946,61,37,49,49
17,Colorado,1919,45,34,40,40
18,Maryland,3694,62,46,54,54
19,Nevada,1200,128,110,106,106
20,Tennessee,1588,181,167,154,154
21,Hawaii,49,7,8,8,8
22,Indiana,3225,97,85,91,91
23,Kentucky,884,52,40,46,46
24,Minnesota,1817,58,60,59,59
25,Oklahoma,730,60,62,56,56
26,Pennsylvania,7557,139,113,126,126
27,South Carolina,2511,253,214,211,211
28,District of Columbia,604,8,7,7,7
29,Kansas,429,19,17,18,18
30,Missouri,1453,66,58,62,62
31,Vermont,58,2,2,2,2
32,Virginia,2471,62,59,61,61
33,Connecticut,4460,8,9,8,8
34,Iowa,1047,50,56,52,52
35,Louisiana,4764,284,177,227,227
36,Ohio,3986,167,140,154,154
37,Michigan,6663,77,58,68,68
38,South Dakota,161,6,11,8,8
39,Arkansas,696,71,76,66,66
40,Delaware,604,8,5,6,6
41,Mississippi,2248,168,180,160,160
42,New Mexico,749,36,28,32,32
43,North Dakota,137,7,9,8,8
44,Wyoming,37,5,8,7,7
45,Alaska,32,3,4,3,3
46,Maine,131,3,5,4,4
47,Alabama,2024,151,114,125,125
48,Idaho,314,45,30,35,35
49,Montana,91,8,7,7,7
50,Puerto Rico,390,NaN,NaN,NaN,NaN
51,Virgin Islands,11,NaN,NaN,NaN,NaN
52,Guam,7,NaN,NaN,NaN,NaN
53,West Virginia,179,20,17,18,18
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
