,State,348,353,360,367,374
0,Washington,3482,109,135,104,102
1,Illinois,18412,1067,1026,1010,995
2,California,26880,2700,3162,3597,4065
3,Arizona,9064,721,722,727,731
4,Massachusetts,12671,466,453,443,435
5,Wisconsin,5269,328,327,351,360
6,Texas,28551,1326,1048,925,811
7,Nebraska,1682,128,130,132,133
8,Utah,1305,94,89,86,85
9,Oregon,1506,90,89,91,92
10,Florida,22090,709,762,793,814
11,New York,38599,1125,1179,1251,1328
12,Rhode Island,1855,72,75,77,78
13,Georgia,10971,293,198,188,181
14,New Hampshire,781,59,59,55,53
15,North Carolina,6941,348,282,262,235
16,New Jersey,19225,302,246,238,237
17,Colorado,4944,245,212,195,187
18,Maryland,6027,333,369,403,433
19,Nevada,3206,201,188,181,176
20,Tennessee,7168,539,448,417,378
21,Hawaii,289,4,8,9,10
22,Indiana,8514,631,706,733,775
23,Kentucky,2749,170,157,151,144
24,Minnesota,5502,336,296,290,281
25,Oklahoma,2552,171,142,126,108
26,Pennsylvania,16335,1407,1414,1445,1463
27,South Carolina,5484,245,148,94,50
28,District of Columbia,797,NaN,NaN,NaN,NaN
29,Kansas,2890,236,239,165,172
30,Missouri,5736,407,381,404,406
31,Vermont,144,14,14,14,14
32,Virginia,5132,272,181,170,162
33,Connecticut,6168,269,268,255,249
34,Iowa,3992,208,193,191,191
35,Louisiana,7585,212,175,158,142
36,Ohio,9143,551,527,517,508
37,Michigan,13391,791,764,777,778
38,South Dakota,1513,90,92,101,105
39,Arkansas,3800,290,306,319,331
40,Delaware,937,26,25,25,25
41,Mississippi,4884,251,198,162,133
42,New Mexico,2574,209,214,213,215
43,North Dakota,1312,79,95,104,107
44,Wyoming,438,46,45,44,44
45,Alaska,218,11,11,10,10
46,Maine,361,27,27,24,23
47,Alabama,4878,222,139,129,109
48,Idaho,1459,93,91,89,89
49,Montana,975,55,54,54,54
50,Puerto Rico,1555,NaN,NaN,NaN,NaN
51,Virgin Islands,24,NaN,NaN,NaN,NaN
52,Guam,122,NaN,NaN,NaN,NaN
53,West Virginia,1396,134,136,140,141
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
