,State,305,311,318,325,332
0,Washington,2619,135,159,186,222
1,Illinois,12050,982,1085,1144,1188
2,California,18726,637,911,1310,1938
3,Arizona,6464,261,372,530,784
4,Massachusetts,10512,243,283,316,366
5,Wisconsin,3150,368,407,429,454
6,Texas,21013,1120,1301,1492,1700
7,Nebraska,909,116,126,128,134
8,Utah,793,89,106,118,139
9,Oregon,820,77,98,127,166
10,Florida,17991,602,736,902,1164
11,New York,34319,324,399,468,589
12,Rhode Island,1294,57,76,98,124
13,Georgia,9198,295,346,406,492
14,New Hampshire,512,20,30,42,64
15,North Carolina,5034,259,308,362,450
16,New Jersey,16761,246,290,338,399
17,Colorado,2806,290,352,406,473
18,Maryland,4434,165,213,270,352
19,Nevada,2017,112,139,166,207
20,Tennessee,4266,371,402,414,432
21,Hawaii,233,8,10,11,14
22,Indiana,5305,482,572,657,780
23,Kentucky,1787,162,210,267,337
24,Minnesota,3297,443,517,598,689
25,Oklahoma,1634,139,169,206,252
26,Pennsylvania,9816,584,787,989,1278
27,South Carolina,4283,164,198,250,318
28,District of Columbia,670,10,12,14,17
29,Kansas,1410,199,304,448,624
30,Missouri,3578,275,306,322,362
31,Vermont,63,3,5,8,14
32,Virginia,3938,148,185,232,296
33,Connecticut,4828,142,206,272,384
34,Iowa,2202,224,225,219,207
35,Louisiana,6260,172,254,366,571
36,Ohio,5996,402,492,578,686
37,Michigan,8875,672,834,966,1112
38,South Dakota,819,127,134,132,134
39,Arkansas,2357,169,188,206,230
40,Delaware,748,23,30,38,51
41,Mississippi,3676,144,179,218,274
42,New Mexico,1383,213,310,448,620
43,North Dakota,846,119,118,114,111
44,Wyoming,176,37,41,43,45
45,Alaska,103,14,15,16,18
46,Maine,176,13,14,15,16
47,Alabama,3457,184,209,230,270
48,Idaho,849,83,83,80,76
49,Montana,603,108,130,148,175
50,Puerto Rico,1017,87,99,109,125
51,Virgin Islands,23,0,0,1,1
52,Guam,103,16,23,31,37
53,West Virginia,662,113,143,174,205
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
