,State,214,220,227,234,241
0,Washington,1863,70,63,58,51
1,Illinois,8089,138,149,153,148
2,California,12153,775,831,695,660
3,Arizona,4771,187,135,108,82
4,Massachusetts,8921,59,55,48,41
5,Wisconsin,1081,34,32,29,22
6,Texas,11696,1083,915,792,711
7,Nebraska,378,13,11,11,10
8,Utah,385,16,14,13,12
9,Oregon,417,19,18,17,14
10,Florida,10325,783,677,569,517
11,New York,32851,52,44,39,40
12,Rhode Island,1030,5,5,5,5
13,Georgia,5132,395,368,330,308
14,New Hampshire,429,1,0,0,0
15,North Carolina,2531,162,162,151,151
16,New Jersey,15946,27,22,22,20
17,Colorado,1918,18,16,13,11
18,Maryland,3691,45,40,35,31
19,Nevada,1197,91,89,80,74
20,Tennessee,1567,162,170,160,145
21,Hawaii,47,7,8,8,10
22,Indiana,3220,79,82,76,71
23,Kentucky,872,47,49,46,42
24,Minnesota,1813,64,72,71,73
25,Oklahoma,726,51,53,50,46
26,Pennsylvania,7557,102,102,100,98
27,South Carolina,2504,176,156,138,120
28,District of Columbia,604,1,2,1,1
29,Kansas,426,21,24,25,21
30,Missouri,1453,56,59,55,55
31,Vermont,58,0,0,0,0
32,Virginia,2467,83,59,54,42
33,Connecticut,4460,3,3,2,3
34,Iowa,1037,51,52,49,49
35,Louisiana,4746,211,162,137,127
36,Ohio,3978,125,116,105,96
37,Michigan,6659,67,66,66,57
38,South Dakota,161,6,6,6,7
39,Arkansas,687,70,58,52,46
40,Delaware,600,1,2,1,1
41,Mississippi,2240,121,112,97,87
42,New Mexico,745,20,17,16,14
43,North Dakota,136,8,10,11,12
44,Wyoming,37,0,1,1,1
45,Alaska,32,1,0,1,0
46,Maine,131,1,0,0,0
47,Alabama,2013,88,78,63,51
48,Idaho,307,24,21,18,15
49,Montana,90,3,3,3,3
50,Puerto Rico,390,52,49,47,42
51,Virgin Islands,11,0,0,0,0
52,Guam,6,0,0,0,0
53,West Virginia,179,13,13,12,10
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
