,State,264,269,276,283,290
0,Washington,2190,53,58,65,72
1,Illinois,9243,160,165,170,172
2,California,16586,567,545,523,501
3,Arizona,5759,28,24,19,16
4,Massachusetts,9617,83,94,110,130
5,Wisconsin,1474,88,111,140,175
6,Texas,16995,660,691,741,797
7,Nebraska,522,21,26,31,37
8,Utah,522,31,38,46,55
9,Oregon,599,31,33,34,34
10,Florida,15412,551,552,564,579
11,New York,33301,140,162,187,216
12,Rhode Island,1130,6,8,9,10
13,Georgia,7429,301,281,258,234
14,New Hampshire,456,6,8,10,11
15,North Carolina,3773,195,201,206,212
16,New Jersey,16175,43,46,49,52
17,Colorado,2116,27,32,39,46
18,Maryland,4003,44,46,46,46
19,Nevada,1664,62,66,71,76
20,Tennessee,2774,217,241,270,305
21,Hawaii,169,6,6,6,5
22,Indiana,3795,95,115,140,171
23,Kentucky,1255,54,56,57,57
24,Minnesota,2197,64,67,69,72
25,Oklahoma,1104,62,67,72,77
26,Pennsylvania,8347,113,139,172,214
27,South Carolina,3559,91,92,94,95
28,District of Columbia,637,NaN,NaN,NaN,NaN
29,Kansas,787,79,87,95,103
30,Missouri,2424,231,253,275,296
31,Vermont,58,2,4,4,5
32,Virginia,3361,98,101,101,101
33,Connecticut,4532,11,12,13,14
34,Iowa,1481,82,100,120,148
35,Louisiana,5669,127,112,99,87
36,Ohio,5005,152,162,173,188
37,Michigan,7225,116,126,134,142
38,South Dakota,288,40,51,63,76
39,Arkansas,1586,153,159,164,167
40,Delaware,656,9,12,14,15
41,Mississippi,3101,91,96,101,109
42,New Mexico,915,22,25,28,33
43,North Dakota,345,77,94,112,129
44,Wyoming,54,5,8,10,12
45,Alaska,60,1,5,7,9
46,Maine,143,3,5,6,6
47,Alabama,2665,82,92,103,118
48,Idaho,510,33,39,47,56
49,Montana,212,29,38,48,61
50,Puerto Rico,735,NaN,NaN,NaN,NaN
51,Virgin Islands,20,NaN,NaN,NaN,NaN
52,Guam,60,NaN,NaN,NaN,NaN
53,West Virginia,388,32,34,36,36
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
