214,220,227,234,241
1857,87.744,77.453,67.368,73.297
8083,115.92,113.69,97.507,99.308
12131,816.06,794.28,659.92,595.47
4756,171.48,89.794,92.502,97.295
8921,69.192,67.088,63.723,60.71
1081,61.921,66.794,59.996,64.457
11581,1520.1,1362.4,1361.2,1182.5
376,17.645,16.883,20.512,21.473
385,29.879,31.008,32.354,31.85
417,40.403,43.192,39.675,41.376
10274,1055.5,489.98,415.61,287.38
32871,50.201,50.54,49.632,47.578
1030,6.5982,6.531,6.206,6.6315
5092,533.97,482.48,389.89,213.23
429,6.4488,7.1592,4.3077,3.5627
2521,162.07,152.97,163.97,162.06
15943,44.359,48.986,47.269,39.994
1918,38.496,29.242,32.065,29.089
3685,37.011,40.787,35.373,31.042
1197,151.67,110.02,116.02,60.394
1563,144.59,115.47,110.04,95.778
47,10.843,12.522,19.532,16.858
3218,79.12,78.956,78.343,78.92
872,72.44,70.503,76.47,73.7
1807,63.204,61.212,64.776,63.215
725,59.992,58.242,60.342,60.686
7555,82.549,89.998,87.727,68.864
2493,256.79,117.37,112.28,90.837
604,6.5562,6.0044,7.0223,5.0138
426,24.728,26.08,35.366,34.326
1451,56.883,62.892,57.642,54.374
58,0.78747,1.0527,1.3256,1.2324
2443,82.658,60.893,56.287,31.125
4460,9.5367,14.832,16.208,15.321
1033,47.575,49.425,66.923,74.589
4687,230.61,88.892,58.271,53.138
3975,149.08,145.63,149,146.04
6655,68.896,66.414,67.651,67.327
160,11.839,9.1658,11.844,14.373
674,68.524,51.994,52.768,48.755
600,7.1285,7.6867,8.0673,6.9223
2237,155.27,143.66,145.09,147.63
743,26.929,16.261,13.385,11.67
135,12.387,13.877,16.223,15.633
37,6.8115,8.0682,9.8273,9.9407
31,2.9981,2.8477,3.2007,3.1205
130,2.8393,3.2354,6.4917,5.6882
2011,76.901,62.731,66.13,66.07
306,36.573,27.435,26.496,26.133
90,11.121,10.802,10.735,11.955
381,70.33,65.641,62.157,57.542
10,0.28531,0.26716,0.30144,0.31875
6,0.56034,1.0446,1.7417,2.3854
177,21.839,22.113,20.309,16.119
2,0.018925,0.031721,0.021497,0.025231
0,0.012347,0.021057,0.015267,0.020979
