,State,271,276,283,290,297
0,Washington,2258,49,50,49,64
1,Illinois,9496,207,210,207,285
2,California,16982,375,359,277,289
3,Arizona,5830,65,60,51,57
4,Massachusetts,9753,127,133,97,84
5,Wisconsin,1600,120,160,160,193
6,Texas,17481,453,430,366,371
7,Nebraska,554,30,40,43,52
8,Utah,546,33,51,60,73
9,Oregon,627,22,28,28,27
10,Florida,16021,715,723,484,349
11,New York,33366,81,76,94,132
12,Rhode Island,1159,12,14,14,14
13,Georgia,7657,206,208,151,126
14,New Hampshire,468,11,13,11,10
15,North Carolina,3939,161,151,135,147
16,New Jersey,16214,34,34,46,73
17,Colorado,2180,60,62,59,79
18,Maryland,4041,47,45,41,45
19,Nevada,1712,48,55,49,51
20,Tennessee,2922,149,138,127,153
21,Hawaii,187,18,18,17,15
22,Indiana,3960,133,129,114,132
23,Kentucky,1326,65,74,75,83
24,Minnesota,2292,29,19,22,67
25,Oklahoma,1173,74,84,80,91
26,Pennsylvania,8475,182,180,143,122
27,South Carolina,3661,88,82,72,71
28,District of Columbia,641,5,6,6,5
29,Kansas,870,96,101,83,87
30,Missouri,2600,176,164,147,125
31,Vermont,58,0,0,0,0
32,Virginia,3457,71,64,57,70
33,Connecticut,4554,12,11,13,27
34,Iowa,1548,75,88,83,87
35,Louisiana,5766,84,82,59,50
36,Ohio,5075,67,64,68,127
37,Michigan,7363,116,120,111,144
38,South Dakota,323,30,41,42,46
39,Arkansas,1714,137,148,127,116
40,Delaware,666,12,14,13,13
41,Mississippi,3171,76,73,64,57
42,New Mexico,935,22,29,30,34
43,North Dakota,408,63,67,68,70
44,Wyoming,57,4,6,7,10
45,Alaska,67,8,6,10,11
46,Maine,146,3,3,3,3
47,Alabama,2789,122,115,98,84
48,Idaho,531,23,31,37,41
49,Montana,241,33,32,39,40
50,Puerto Rico,768,NaN,NaN,NaN,NaN
51,Virgin Islands,21,NaN,NaN,NaN,NaN
52,Guam,66,NaN,NaN,NaN,NaN
53,West Virginia,402,18,22,22,22
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
