,State,214,220,227,234,241,248,255,262,269,276,283,290,297,304,311,318,325,332,339,346,353
0,Washington,1863,60,53,49,48,48,49,51,53,55,58,60,63,66,70,73,76,80,84,87,91
1,Illinois,8089,152,157,160,161,161,160,159,158,157,155,153,150,148,146,143,140,138,135,133,130
2,California,12153,714,651,603,566,535,509,487,467,447,429,411,395,381,367,353,339,325,311,299,286
3,Arizona,4771,138,100,74,56,43,33,26,21,17,14,11,8,5,3,2,1,0,0,0,0
4,Massachusetts,8921,33,33,33,31,30,28,26,25,23,21,20,19,17,16,15,14,13,12,11,10
5,Wisconsin,1081,64,57,54,53,53,54,56,58,61,64,66,70,73,76,79,83,86,90,94,98
6,Texas,11696,655,571,515,482,461,449,442,437,434,432,431,430,428,427,425,423,421,418,415,411
7,Nebraska,378,20,19,19,18,18,17,17,17,17,17,16,16,16,16,15,15,15,14,14,14
8,Utah,385,29,25,23,21,20,19,19,18,18,18,18,17,17,17,17,17,16,16,16,16
9,Oregon,417,27,25,23,22,21,20,19,18,18,17,16,16,15,15,14,14,13,13,12,12
10,Florida,10325,577,439,342,276,228,194,169,149,133,120,108,98,90,82,75,69,63,58,53,49
11,New York,32851,59,57,54,50,47,43,40,37,34,31,28,26,23,20,15,10,6,4,2,1
12,Rhode Island,1030,8,8,8,8,7,6,6,5,5,4,4,3,3,2,2,2,2,1,1,1
13,Georgia,5132,276,244,220,202,188,177,168,159,152,145,138,132,126,120,114,109,104,99,94,90
14,New Hampshire,429,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,North Carolina,2531,137,121,111,104,101,98,98,98,98,98,98,99,99,100,100,100,101,101,101,101
16,New Jersey,15946,34,35,34,34,32,31,29,28,26,25,23,22,20,19,18,17,16,15,14,13
17,Colorado,1918,35,29,25,21,19,17,15,14,13,12,11,10,9,9,8,7,7,6,5,4
18,Maryland,3691,64,58,52,47,43,40,37,34,31,28,26,24,22,20,18,17,15,14,13,12
19,Nevada,1197,72,61,53,47,43,39,37,34,32,30,29,27,26,24,23,22,21,19,18,17
20,Tennessee,1567,142,121,103,89,78,68,59,52,46,41,36,32,28,25,22,20,17,15,13,12
21,Hawaii,47,15,21,26,31,36,41,46,52,57,64,70,78,85,93,101,109,116,124,131,138
22,Indiana,3220,76,75,74,73,72,70,68,67,65,63,61,59,58,56,54,52,51,49,47,46
23,Kentucky,872,51,50,49,48,48,47,47,47,46,46,46,45,45,45,44,44,43,43,42,42
24,Minnesota,1813,57,53,51,50,50,50,50,51,52,53,54,55,56,57,57,58,59,60,61,62
25,Oklahoma,726,61,55,50,47,43,41,38,36,34,32,30,29,27,26,24,23,22,20,19,18
26,Pennsylvania,7557,73,68,64,61,58,55,53,51,49,48,46,44,43,41,40,39,38,36,35,34
27,South Carolina,2504,104,83,69,58,51,45,40,36,33,31,28,26,24,22,20,19,18,16,15,14
28,District of Columbia,604,5,5,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,1,1,1
29,Kansas,426,36,35,34,34,35,35,36,37,37,38,39,39,40,41,41,42,42,43,43,43
30,Missouri,1453,100,95,90,87,84,81,78,76,74,72,70,67,66,64,62,59,57,56,54,52
31,Vermont,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Virginia,2467,90,85,80,75,70,65,60,56,52,48,45,41,38,35,33,30,28,26,24,22
33,Connecticut,4460,9,9,8,8,7,7,6,6,5,5,5,4,4,4,3,3,2,1,0,0
34,Iowa,1037,45,44,44,46,48,50,53,56,60,63,67,70,74,78,83,87,91,95,100,104
35,Louisiana,4746,115,88,68,54,44,36,30,26,22,19,17,15,13,11,10,9,8,7,6,5
36,Ohio,3978,100,88,79,73,68,64,60,58,55,53,51,48,46,45,43,41,40,38,36,35
37,Michigan,6659,64,61,59,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59
38,South Dakota,161,9,10,11,13,14,16,17,18,20,21,23,25,26,28,30,32,34,36,38,40
39,Arkansas,687,56,51,47,44,40,38,35,33,31,29,27,25,23,22,20,19,18,16,15,14
40,Delaware,600,8,8,7,7,6,6,5,5,5,4,4,4,4,3,3,3,3,3,3,2
41,Mississippi,2240,80,68,60,54,50,47,45,43,42,40,39,38,37,35,34,33,32,31,30,29
42,New Mexico,745,17,14,11,9,8,7,6,5,4,4,4,3,3,3,2,2,2,1,1,0
43,North Dakota,136,12,12,13,14,15,16,17,18,20,21,23,24,26,27,29,30,32,33,35,37
44,Wyoming,37,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
45,Alaska,32,6,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
46,Maine,131,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
47,Alabama,2013,116,94,77,63,52,43,35,30,25,21,17,14,12,10,8,7,5,3,2,1
48,Idaho,307,33,29,25,22,20,18,17,16,14,13,13,12,11,10,9,9,8,8,7,7
49,Montana,90,9,8,8,8,9,10,11,12,14,15,17,19,21,24,27,29,33,36,40,44
50,Puerto Rico,390,47,49,50,50,50,49,48,46,45,44,42,41,39,38,36,35,34,32,31,30
51,Virgin Islands,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
