,State,222,227,234,241,248
0,Washington,1915,48,53,59,62
1,Illinois,8235,247,265,279,280
2,California,13022,344,384,424,443
3,Arizona,5029,34,35,37,36
4,Massachusetts,9060,67,55,41,29
5,Wisconsin,1122,37,47,60,73
6,Texas,12779,401,401,413,419
7,Nebraska,397,10,14,19,25
8,Utah,407,10,13,16,19
9,Oregon,459,12,16,20,25
10,Florida,11187,144,163,184,196
11,New York,32957,123,99,77,62
12,Rhode Island,1048,14,12,10,8
13,Georgia,5633,155,165,175,172
14,New Hampshire,432,3,4,5,6
15,North Carolina,2702,78,100,126,147
16,New Jersey,15945,65,51,38,26
17,Colorado,1945,41,44,48,50
18,Maryland,3755,59,61,61,57
19,Nevada,1305,28,31,34,34
20,Tennessee,1754,51,73,106,142
21,Hawaii,70,7,9,12,13
22,Indiana,3296,130,140,146,143
23,Kentucky,933,47,59,73,83
24,Minnesota,1866,72,79,87,90
25,Oklahoma,800,28,39,52,68
26,Pennsylvania,7659,101,107,112,111
27,South Carolina,2720,50,59,68,74
28,District of Columbia,607,8,6,4,3
29,Kansas,451,28,37,47,54
30,Missouri,1547,85,105,128,146
31,Vermont,58,0,0,1,1
32,Virginia,2580,74,86,99,106
33,Connecticut,4465,25,21,17,13
34,Iowa,1120,65,83,107,119
35,Louisiana,4950,67,57,46,34
36,Ohio,4139,112,133,156,167
37,Michigan,6753,166,156,150,138
38,South Dakota,167,10,15,23,29
39,Arkansas,797,20,28,38,49
40,Delaware,605,5,5,6,6
41,Mississippi,2473,62,62,59,54
42,New Mexico,779,12,13,16,17
43,North Dakota,143,12,16,21,26
44,Wyoming,37,1,2,4,6
45,Alaska,37,1,2,3,5
46,Maine,132,1,2,3,4
47,Alabama,2182,69,76,82,80
48,Idaho,361,9,14,20,28
49,Montana,104,5,8,11,13
50,Puerto Rico,434,43,52,63,72
51,Virgin Islands,14,1,1,1,1
52,Guam,10,4,6,7,8
53,West Virginia,215,5,9,13,19
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
