,State,340,346,353,360,367
0,Washington,3184,77,74,64,58
1,Illinois,17336,829,711,647,578
2,California,24282,1853,2139,2160,2315
3,Arizona,8427,419,395,405,415
4,Massachusetts,12110,434,391,374,357
5,Wisconsin,5039,232,218,186,175
6,Texas,26966,1142,1149,1142,1113
7,Nebraska,1559,54,50,44,40
8,Utah,1214,73,76,70,72
9,Oregon,1427,85,81,76,72
10,Florida,21212,711,739,733,708
11,New York,37411,965,984,994,1014
12,Rhode Island,1704,54,49,43,43
13,Georgia,10689,301,333,354,350
14,New Hampshire,708,40,36,35,34
15,North Carolina,6549,309,305,301,319
16,New Jersey,18630,368,358,344,354
17,Colorado,4610,213,183,161,154
18,Maryland,5712,264,246,235,235
19,Nevada,2950,156,146,136,136
20,Tennessee,6512,486,466,445,412
21,Hawaii,285,1,1,1,1
22,Indiana,7843,428,384,358,333
23,Kentucky,2555,144,127,128,115
24,Minnesota,5206,238,196,180,174
25,Oklahoma,2370,144,149,142,136
26,Pennsylvania,14969,1061,943,885,868
27,South Carolina,5155,223,233,239,233
28,District of Columbia,768,22,19,19,18
29,Kansas,2503,104,94,87,78
30,Missouri,5471,284,265,260,269
31,Vermont,127,13,7,7,6
32,Virginia,4854,223,218,227,235
33,Connecticut,5791,136,131,121,118
34,Iowa,3744,102,92,83,79
35,Louisiana,7291,181,187,173,180
36,Ohio,8509,445,409,387,371
37,Michigan,12690,412,350,295,275
38,South Dakota,1446,39,35,27,27
39,Arkansas,3482,246,227,216,213
40,Delaware,897,27,27,25,27
41,Mississippi,4606,188,155,143,141
42,New Mexico,2346,155,128,124,118
43,North Dakota,1266,23,18,17,17
44,Wyoming,373,9,7,6,6
45,Alaska,200,7,6,4,5
46,Maine,323,28,26,26,26
47,Alabama,4691,236,241,239,240
48,Idaho,1354,55,54,46,43
49,Montana,924,37,31,26,25
50,Puerto Rico,1445,76,70,66,69
51,Virgin Islands,23,0,0,0,0
52,Guam,121,0,0,0,0
53,West Virginia,1254,107,106,109,110
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
