,State,165,171,178,185,192,199,206,213,220,227,234,241,248,255,262,269,276,283,290,297,304
0,Washington,1359,21,15,11,8,6,5,4,3,3,2,2,1,1,1,1,1,1,1,0,0
1,Illinois,7020,204,150,113,88,70,58,51,45,42,39,38,37,36,35,35,35,35,34,34,34
2,California,6373,610,542,498,468,445,432,420,415,407,404,402,398,397,395,395,393,393,392,390,388
3,Arizona,1825,440,456,464,472,477,480,478,480,479,476,473,471,467,463,460,454,452,448,444,441
4,Massachusetts,8183,228,153,103,70,50,37,30,25,22,20,20,19,18,18,18,18,18,18,17,18
5,Wisconsin,796,42,39,36,35,34,34,33,33,33,33,33,34,34,34,33,34,34,34,34,34
6,Texas,3000,360,453,523,576,616,640,661,673,682,684,688,685,683,680,677,673,668,663,657,652
7,Nebraska,284,15,14,13,13,13,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12
8,Utah,184,24,26,28,29,30,31,32,32,33,33,33,33,33,33,32,32,32,32,32,32
9,Oregon,215,19,19,20,21,21,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23
10,Florida,3731,285,257,233,215,201,189,179,172,166,159,155,152,149,144,142,139,138,135,133,131
11,New York,32244,669,460,315,217,148,100,67,44,29,19,13,9,6,4,3,2,2,1,1,1
12,Rhode Island,960,72,50,36,26,19,15,12,10,9,9,8,8,8,8,8,8,8,8,7,7
13,Georgia,2860,171,159,151,145,141,138,136,134,132,131,130,128,128,127,126,125,124,125,123,122
14,New Hampshire,381,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,North Carolina,1423,46,60,72,82,90,96,101,104,107,108,110,111,110,110,109,110,109,108,108,108
16,New Jersey,15211,727,481,313,200,127,81,52,33,22,15,10,7,6,4,3,3,2,2,2,1
17,Colorado,1701,32,21,15,11,8,6,5,5,4,4,3,3,3,3,3,3,3,3,3,3
18,Maryland,3243,143,92,59,39,25,17,12,9,7,5,4,3,3,2,2,2,2,2,2,2
19,Nevada,534,23,18,15,12,11,9,8,7,6,6,6,5,5,5,4,4,4,4,4,4
20,Tennessee,645,83,101,116,128,137,144,149,153,155,157,157,159,158,158,158,157,156,156,155,154
21,Hawaii,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,2693,42,36,30,27,24,21,20,18,17,17,16,15,15,15,14,14,14,14,14,13
23,Kentucky,585,32,27,24,22,20,20,19,18,18,17,17,17,17,16,16,16,16,16,16,16
24,Minnesota,1508,29,40,51,58,64,68,71,73,75,76,77,77,77,78,78,79,77,78,78,78
25,Oklahoma,398,6,8,12,15,18,21,24,27,30,32,34,36,37,39,39,40,40,41,41,41
26,Pennsylvania,6753,142,123,111,101,94,90,86,83,81,80,79,79,77,77,77,76,76,76,76,76
27,South Carolina,820,96,125,148,167,180,190,196,200,202,203,202,201,199,196,192,188,186,183,180,176
28,District of Columbia,559,23,17,13,10,9,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5
29,Kansas,284,9,7,5,4,3,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0
30,Missouri,1051,39,36,33,32,31,31,30,29,29,29,29,29,28,28,28,28,28,28,28,28
31,Vermont,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Virginia,1853,136,98,74,59,49,42,38,35,33,32,31,30,30,29,29,29,29,29,28,28
33,Connecticut,4335,130,95,71,55,43,35,29,25,22,19,18,17,16,15,15,14,14,14,13,13
34,Iowa,721,18,16,14,13,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10
35,Louisiana,3288,137,183,219,247,266,280,288,295,298,300,300,297,297,295,293,290,286,284,280,278
36,Ohio,2911,87,69,56,47,41,37,35,32,30,30,29,28,28,27,27,27,26,26,26,26
37,Michigan,6218,76,71,68,66,64,64,64,63,63,63,63,62,62,62,62,63,62,62,62,62
38,South Dakota,97,7,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
39,Arkansas,287,43,70,95,116,133,146,157,164,168,170,172,171,171,169,167,164,162,159,156,153
40,Delaware,512,20,15,12,9,8,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5
41,Mississippi,1111,69,90,107,119,128,134,137,141,143,143,143,143,143,143,143,142,141,141,139,138
42,New Mexico,513,16,12,9,6,5,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1
43,North Dakota,80,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5
44,Wyoming,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Alaska,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,109,3,2,3,3,3,3,4,4,4,5,5,5,5,5,5,5,6,6,6,6
47,Alabama,1007,52,59,66,71,75,78,81,82,83,84,84,84,84,84,84,83,83,82,82,81
48,Idaho,93,7,14,20,25,29,32,34,35,36,37,38,38,38,38,37,37,36,36,35,35
49,Montana,23,1,1,1,2,2,2,3,3,4,4,5,5,6,6,6,6,6,6,6,7
50,Puerto Rico,155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
