,State,236,241,248,255,262
0,Washington,2006,36,29,27,26
1,Illinois,8546,125,115,111,120
2,California,14439,601,481,476,394
3,Arizona,5322,106,90,95,69
4,Massachusetts,9219,77,57,49,38
5,Wisconsin,1210,39,41,53,54
6,Texas,14451,749,570,575,449
7,Nebraska,435,29,24,28,24
8,Utah,436,13,17,19,20
9,Oregon,509,24,18,16,15
10,Florida,12642,757,536,507,393
11,New York,33030,40,37,41,41
12,Rhode Island,1075,NaN,NaN,NaN,NaN
13,Georgia,6353,295,238,244,188
14,New Hampshire,436,3,2,3,2
15,North Carolina,3060,156,135,126,119
16,New Jersey,16034,41,34,33,28
17,Colorado,1990,17,19,17,17
18,Maryland,3839,39,41,39,38
19,Nevada,1456,59,41,36,31
20,Tennessee,2097,196,146,124,115
21,Hawaii,99,13,14,9,10
22,Indiana,3439,74,67,60,61
23,Kentucky,1065,62,49,43,42
24,Minnesota,1974,54,46,39,48
25,Oklahoma,905,48,46,48,47
26,Pennsylvania,7855,76,70,67,59
27,South Carolina,3077,158,127,120,97
28,District of Columbia,616,5,4,3,3
29,Kansas,542,45,38,33,32
30,Missouri,1738,60,74,73,71
31,Vermont,58,0,0,0,0
32,Virginia,2743,54,63,71,59
33,Connecticut,4485,12,9,7,7
34,Iowa,1224,53,51,41,43
35,Louisiana,5252,155,113,107,84
36,Ohio,4419,152,122,126,100
37,Michigan,6921,43,42,46,40
38,South Dakota,184,11,13,10,13
39,Arkansas,992,83,59,58,52
40,Delaware,617,5,5,6,6
41,Mississippi,2706,112,85,82,64
42,New Mexico,823,20,15,12,10
43,North Dakota,170,13,15,17,17
44,Wyoming,42,NaN,NaN,NaN,NaN
45,Alaska,44,2,4,5,6
46,Maine,136,1,1,1,1
47,Alabama,2355,69,58,64,50
48,Idaho,419,14,12,17,17
49,Montana,138,16,15,15,15
50,Puerto Rico,542,68,44,46,38
51,Virgin Islands,19,NaN,NaN,NaN,NaN
52,Guam,26,NaN,NaN,NaN,NaN
53,West Virginia,278,20,17,14,13
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
