,State,236,241,248,255,262,269,276,283,290
0,Washington,2006,62,51,45,41,39,36,34,31
1,Illinois,8546,402,332,294,274,254,234,211,189
2,California,14439,388,310,266,242,224,209,195,181
3,Arizona,5322,55,44,38,34,31,28,26,23
4,Massachusetts,9219,0,1,2,3,4,4,5,5
5,Wisconsin,1210,79,76,78,83,87,90,91,91
6,Texas,14451,515,413,359,334,313,293,272,250
7,Nebraska,435,19,18,18,19,19,20,19,19
8,Utah,436,22,20,19,19,19,19,18,18
9,Oregon,509,18,16,16,17,17,18,18,18
10,Florida,12642,204,168,148,138,130,122,115,107
11,New York,33030,208,174,158,152,147,143,137,131
12,Rhode Island,1075,20,15,12,10,8,7,6,6
13,Georgia,6353,218,181,162,152,145,136,128,118
14,New Hampshire,436,9,8,7,7,6,6,6,6
15,North Carolina,3060,111,97,92,91,91,90,89,87
16,New Jersey,16034,119,91,74,65,57,52,46,42
17,Colorado,1990,59,49,43,41,39,37,35,33
18,Maryland,3839,104,82,70,63,58,53,49,44
19,Nevada,1456,34,27,23,21,20,19,17,16
20,Tennessee,2097,83,77,76,79,81,83,84,84
21,Hawaii,99,6,6,5,5,5,6,6,6
22,Indiana,3439,155,138,131,128,125,120,114,106
23,Kentucky,1065,63,58,58,59,60,61,60,59
24,Minnesota,1974,86,74,69,67,66,65,63,60
25,Oklahoma,905,58,55,56,59,61,62,62,61
26,Pennsylvania,7855,192,160,144,136,129,123,115,107
27,South Carolina,3077,109,89,78,72,67,62,58,53
28,District of Columbia,616,12,10,9,9,8,8,7,7
29,Kansas,542,32,30,31,33,35,37,37,37
30,Missouri,1738,134,123,122,124,125,125,121,116
31,Vermont,58,0,1,1,2,2,3,3,3
32,Virginia,2743,129,121,122,126,128,128,124,118
33,Connecticut,4485,46,34,27,22,19,16,14,12
34,Iowa,1224,61,55,53,53,53,52,50,48
35,Louisiana,5252,120,91,73,63,55,48,42,37
36,Ohio,4419,166,145,136,134,131,128,124,118
37,Michigan,6921,248,201,174,159,147,135,123,112
38,South Dakota,184,13,11,11,11,11,11,11,10
39,Arkansas,992,44,42,44,47,49,51,52,52
40,Delaware,617,17,13,11,9,8,7,6,6
41,Mississippi,2706,79,63,52,46,42,38,34,30
42,New Mexico,823,15,13,12,12,12,12,11,11
43,North Dakota,170,16,14,12,12,12,11,11,10
44,Wyoming,42,2,4,6,8,9,10,11,11
45,Alaska,44,4,3,3,3,3,3,3,3
46,Maine,136,2,3,3,3,4,4,4,4
47,Alabama,2355,80,66,59,55,52,49,46,43
48,Idaho,419,16,15,15,16,16,16,16,16
49,Montana,138,8,8,8,9,10,11,11,11
50,Puerto Rico,542,47,37,30,26,23,21,19,16
51,Virgin Islands,19,0,0,0,0,0,0,0,0
52,Guam,26,5,4,3,3,2,2,2,2
53,West Virginia,278,17,17,19,22,24,26,28,30
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0
