200,206,213,220,227
1688,106.56,97.335,103.78,101.61
7840,137.6,128.63,139.36,143.51
10307,1107.5,846,746.6,726.45
4137,419.12,356.75,295.2,201.36
8721,73.108,84.734,110.71,117.32
996,71.498,72.895,78.498,86.07
9058,1675.5,1523.1,1453.7,1515
345,15.392,17.147,16.569,18.552
335,31.99,30.479,34.207,38.245
355,40.707,40.89,45.934,48.839
8109,1265.8,1128.2,1142.2,657.44
32768,93.37,99.895,120.78,132.45
1014,6.6729,8.0371,8.2278,7.0253
4186,409.96,418.72,418.72,362.81
419,8.1057,8.8147,9.2217,8.8866
2184,197.06,197.49,201.44,213.62
15869,60.839,64.995,63.046,65.883
1857,38.513,38.375,39.269,38.629
3577,68.238,61.854,67.198,69.955
949,173.84,143.56,114.1,99.162
1215,208.58,200.45,206.05,210.14
31,4.3848,13.404,20.06,21.071
3036,68.939,73.998,72.222,70.987
772,42.633,42.955,45.112,47.583
1689,46.304,44.454,43.292,40.992
603,78.594,78.596,78.435,81.644
7310,96.288,96.85,96.861,90.069
2007,304.4,260.08,273.62,255.64
590,5.0026,5.1254,5.0148,5.0137
380,27.988,28.518,32.237,37.353
1327,77.896,79.328,60.464,62.486
58,2.0188,2.1528,2.4592,2.7721
2322,113.33,116.11,119.54,107.09
4441,21.966,24.511,23.96,26.192
927,53.992,46.999,49.781,67.324
4207,242.75,248.79,190.88,132.2
3668,178.72,166.93,161.09,172.75
6520,74.664,77.068,73.914,74.64
146,17.491,16.575,22.139,24.172
535,98.585,98.164,105.36,109.02
590,6.8165,7.1966,6.7061,6.2019
1874,184.52,188.7,177.83,169.15
681,34.014,28.793,26.278,21.811
112,9.856,9.8969,10.448,11.232
28,1.9988,2.5507,2.6887,2.7781
26,5.9315,6.0494,5.4095,5.0603
125,5.2159,5.4025,6.1653,6.5549
1755,144.14,136.26,134.4,137.98
235,56.391,53.559,61.981,65.095
75,17.286,18.364,21.546,27.861
274,59.372,59.253,59.152,64.252
9,1.2776,1.5626,1.8612,2.2665
5,0.050332,0.068549,0.078242,0.11992
131,18.08,18.476,19.709,21.768
2,0.018727,0.032167,0.028423,0.042696
0,0.015823,0.016514,0.016673,0.031476
