,State,334,339,346,353,360
0,Washington,3106,175,190,205,218
1,Illinois,16527,1055,1033,986,929
2,California,22837,1624,1920,2264,2663
3,Arizona,7972,565,645,730,819
4,Massachusetts,11759,416,474,529,592
5,Wisconsin,4751,361,336,309,279
6,Texas,25936,1502,1582,1636,1660
7,Nebraska,1511,139,135,130,123
8,Utah,1161,97,96,92,88
9,Oregon,1347,157,158,154,148
10,Florida,20680,873,927,977,1016
11,New York,36568,917,1102,1286,1444
12,Rhode Island,1670,111,129,146,165
13,Georgia,10399,415,472,533,599
14,New Hampshire,656,47,55,63,72
15,North Carolina,6240,425,476,529,582
16,New Jersey,18223,407,448,488,524
17,Colorado,4378,456,449,423,385
18,Maryland,5471,281,293,300,301
19,Nevada,2785,223,240,255,266
20,Tennessee,6136,566,591,602,594
21,Hawaii,282,14,14,14,15
22,Indiana,7438,538,526,497,469
23,Kentucky,2412,161,170,177,185
24,Minnesota,4931,422,409,384,358
25,Oklahoma,2218,129,129,131,130
26,Pennsylvania,13890,1524,1720,1888,2005
27,South Carolina,4962,244,269,293,317
28,District of Columbia,742,NaN,NaN,NaN,NaN
29,Kansas,2448,311,341,369,394
30,Missouri,5088,392,404,413,419
31,Vermont,111,11,13,15,17
32,Virginia,4654,236,262,291,322
33,Connecticut,5676,273,323,381,436
34,Iowa,3588,336,318,286,250
35,Louisiana,7107,188,184,178,171
36,Ohio,8122,657,727,799,864
37,Michigan,12153,884,848,803,733
38,South Dakota,1381,111,91,72,55
39,Arkansas,3295,269,292,307,316
40,Delaware,871,43,49,54,60
41,Mississippi,4411,224,236,249,254
42,New Mexico,2180,202,200,189,176
43,North Dakota,1233,86,76,66,56
44,Wyoming,351,48,46,44,41
45,Alaska,184,10,10,10,11
46,Maine,293,47,59,75,93
47,Alabama,4389,341,385,433,483
48,Idaho,1301,127,128,126,120
49,Montana,881,60,54,53,53
50,Puerto Rico,1382,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,120,NaN,NaN,NaN,NaN
53,West Virginia,1129,184,213,242,271
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
