,State,207,213,220,227,234
0,Washington,1781,107,128,153,182
1,Illinois,7955,115,118,121,124
2,California,11243,1084,1227,1395,1603
3,Arizona,4506,404,470,547,640
4,Massachusetts,8838,108,116,126,137
5,Wisconsin,1039,67,83,104,130
6,Texas,10396,1688,2044,2546,3226
7,Nebraska,361,NaN,NaN,NaN,NaN
8,Utah,363,NaN,NaN,NaN,NaN
9,Oregon,388,NaN,NaN,NaN,NaN
10,Florida,9452,1390,1685,2032,2486
11,New York,32816,54,48,43,39
12,Rhode Island,1021,2,1,1,0
13,Georgia,4702,446,534,647,787
14,New Hampshire,423,NaN,NaN,NaN,NaN
15,North Carolina,2347,215,257,306,363
16,New Jersey,15912,43,44,45,45
17,Colorado,1896,32,39,47,57
18,Maryland,3639,75,86,97,108
19,Nevada,1072,146,193,255,340
20,Tennessee,1366,151,172,197,227
21,Hawaii,40,NaN,NaN,NaN,NaN
22,Indiana,3133,64,66,68,69
23,Kentucky,810,30,32,33,35
24,Minnesota,1752,52,58,70,83
25,Oklahoma,661,51,57,65,74
26,Pennsylvania,7453,88,104,120,141
27,South Carolina,2269,342,444,578,747
28,District of Columbia,597,NaN,NaN,NaN,NaN
29,Kansas,406,NaN,NaN,NaN,NaN
30,Missouri,1383,51,55,59,64
31,Vermont,58,NaN,NaN,NaN,NaN
32,Virginia,2381,154,187,226,271
33,Connecticut,4453,12,17,24,34
34,Iowa,975,54,60,71,82
35,Louisiana,4507,289,332,399,480
36,Ohio,3826,176,198,224,252
37,Michigan,6592,54,56,58,60
38,South Dakota,153,NaN,NaN,NaN,NaN
39,Arkansas,599,NaN,NaN,NaN,NaN
40,Delaware,593,NaN,NaN,NaN,NaN
41,Mississippi,2084,238,289,348,418
42,New Mexico,714,NaN,NaN,NaN,NaN
43,North Dakota,125,NaN,NaN,NaN,NaN
44,Wyoming,30,NaN,NaN,NaN,NaN
45,Alaska,28,NaN,NaN,NaN,NaN
46,Maine,127,NaN,NaN,NaN,NaN
47,Alabama,1898,169,191,214,241
48,Idaho,269,NaN,NaN,NaN,NaN
49,Montana,82,NaN,NaN,NaN,NaN
50,Puerto Rico,335,NaN,NaN,NaN,NaN
51,Virgin Islands,9,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN
53,West Virginia,160,NaN,NaN,NaN,NaN
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
