,State,208,213,220,227,234
0,Washington,1785,83,78,70,63
1,Illinois,7967,135,147,157,166
2,California,11296,950,967,996,1045
3,Arizona,4506,324,244,168,106
4,Massachusetts,8842,111,117,121,122
5,Wisconsin,1039,52,50,47,44
6,Texas,10447,1233,1153,1067,1000
7,Nebraska,362,19,20,20,21
8,Utah,364,26,23,20,17
9,Oregon,388,33,32,31,29
10,Florida,9539,1112,967,808,665
11,New York,32823,108,106,103,101
12,Rhode Island,1023,7,7,7,7
13,Georgia,4727,444,432,412,392
14,New Hampshire,423,5,5,5,4
15,North Carolina,2348,166,148,127,105
16,New Jersey,15916,40,44,47,51
17,Colorado,1896,41,38,33,27
18,Maryland,3641,71,72,69,64
19,Nevada,1077,113,104,91,78
20,Tennessee,1387,135,126,112,96
21,Hawaii,40,11,17,24,32
22,Indiana,3135,97,105,110,114
23,Kentucky,818,44,46,48,49
24,Minnesota,1758,29,29,28,27
25,Oklahoma,665,59,57,52,45
26,Pennsylvania,7453,121,121,120,119
27,South Carolina,2288,251,212,169,129
28,District of Columbia,597,6,6,6,6
29,Kansas,406,28,30,32,34
30,Missouri,1415,79,86,89,89
31,Vermont,58,0,0,0,0
32,Virginia,2385,87,87,84,79
33,Connecticut,4456,14,13,12,11
34,Iowa,987,48,48,49,51
35,Louisiana,4526,229,199,160,120
36,Ohio,3832,171,165,156,149
37,Michigan,6592,62,66,69,72
38,South Dakota,153,9,9,10,11
39,Arkansas,603,63,56,46,35
40,Delaware,593,5,5,6,7
41,Mississippi,2095,205,186,157,123
42,New Mexico,718,32,28,23,18
43,North Dakota,126,9,10,10,11
44,Wyoming,30,1,1,1,1
45,Alaska,28,3,3,3,2
46,Maine,127,1,1,1,1
47,Alabama,1925,153,135,111,85
48,Idaho,273,40,39,37,35
49,Montana,82,11,12,11,11
50,Puerto Rico,335,60,70,80,88
51,Virgin Islands,9,0,1,1,2
52,Guam,5,0,0,0,0
53,West Virginia,160,23,23,23,24
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN
