,State,199,206,213,220,227
0,Washington,1688,71,71,70,67
1,Illinois,7840,115,152,164,183
2,California,10307,998,1058,1150,1243
3,Arizona,4137,502,534,564,545
4,Massachusetts,8721,118,128,137,143
5,Wisconsin,996,65,64,59,56
6,Texas,9058,3250,4748,7038,9925
7,Nebraska,345,18,19,19,19
8,Utah,335,31,34,34,34
9,Oregon,355,26,24,17,17
10,Florida,8109,1177,974,657,349
11,New York,32753,365,407,437,464
12,Rhode Island,1014,11,13,17,19
13,Georgia,4186,265,199,131,108
14,New Hampshire,419,14,16,19,22
15,North Carolina,2184,133,126,123,118
16,New Jersey,15869,668,668,668,668
17,Colorado,1857,43,45,41,49
18,Maryland,3577,75,78,80,82
19,Nevada,949,84,72,44,16
20,Tennessee,1215,169,199,227,262
21,Hawaii,31,1,1,1,1
22,Indiana,3036,107,113,119,124
23,Kentucky,772,37,36,36,36
24,Minnesota,1689,48,55,63,68
25,Oklahoma,603,56,50,40,30
26,Pennsylvania,7310,123,142,165,188
27,South Carolina,2007,287,304,308,311
28,District of Columbia,590,NaN,NaN,NaN,NaN
29,Kansas,380,18,18,17,17
30,Missouri,1327,67,68,68,68
31,Vermont,58,1,1,1,1
32,Virginia,2322,128,126,127,119
33,Connecticut,4441,16,14,15,16
34,Iowa,927,54,56,58,57
35,Louisiana,4207,232,233,181,184
36,Ohio,3668,212,216,208,207
37,Michigan,6520,69,74,80,79
38,South Dakota,146,8,8,8,8
39,Arkansas,535,63,69,75,83
40,Delaware,590,31,31,31,31
41,Mississippi,1874,168,155,140,97
42,New Mexico,681,39,39,38,39
43,North Dakota,112,6,6,6,6
44,Wyoming,28,1,1,1,1
45,Alaska,26,1,1,1,1
46,Maine,125,5,5,5,5
47,Alabama,1755,136,135,136,131
48,Idaho,235,35,29,19,12
49,Montana,75,11,13,13,12
50,Puerto Rico,274,NaN,NaN,NaN,NaN
51,Virgin Islands,9,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN
53,West Virginia,131,6,6,6,6
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
