,State,221,227,234,241,248,255
0,Washington,1905,66,59,53,47,42
1,Illinois,8228,132,134,135,136,137
2,California,12937,724,651,585,524,470
3,Arizona,5030,151,103,69,47,31
4,Massachusetts,9049,102,100,99,97,96
5,Wisconsin,1122,39,37,35,33,32
6,Texas,12683,1057,968,885,807,736
7,Nebraska,392,19,20,21,23,25
8,Utah,407,21,18,16,15,13
9,Oregon,458,30,28,27,26,24
10,Florida,11119,1034,1036,1038,1038,1037
11,New York,32909,57,57,57,57,57
12,Rhode Island,1046,14,15,16,18,19
13,Georgia,5604,415,381,350,320,293
14,New Hampshire,432,3,2,2,1,1
15,North Carolina,2692,151,141,132,123,114
16,New Jersey,15937,37,38,40,41,43
17,Colorado,1942,22,19,16,14,12
18,Maryland,3752,47,42,37,33,29
19,Nevada,1302,96,85,75,66,58
20,Tennessee,1747,141,124,109,95,84
21,Hawaii,63,17,19,20,22,23
22,Indiana,3291,93,97,101,105,109
23,Kentucky,929,54,56,57,58,59
24,Minnesota,1865,57,56,55,54,53
25,Oklahoma,799,59,54,49,45,41
26,Pennsylvania,7658,109,102,95,89,82
27,South Carolina,2709,171,148,128,110,95
28,District of Columbia,606,4,4,3,3,3
29,Kansas,449,25,26,27,28,28
30,Missouri,1533,66,63,60,57,54
31,Vermont,58,0,0,0,0,0
32,Virginia,2569,77,74,70,66,63
33,Connecticut,4465,7,7,6,6,6
34,Iowa,1113,78,97,121,151,188
35,Louisiana,4931,139,106,81,61,46
36,Ohio,4129,142,133,125,117,110
37,Michigan,6748,71,73,74,76,78
38,South Dakota,167,12,18,25,31,35
39,Arkansas,784,66,58,51,45,40
40,Delaware,604,3,3,3,2,2
41,Mississippi,2441,149,129,111,96,83
42,New Mexico,770,20,17,14,12,10
43,North Dakota,142,13,16,19,22,27
44,Wyoming,37,3,3,3,3,3
45,Alaska,37,4,5,5,6,6
46,Maine,132,2,1,1,1,1
47,Alabama,2162,101,87,75,64,55
48,Idaho,359,36,34,31,29,27
49,Montana,104,10,10,10,10,10
50,Puerto Rico,434,56,55,53,51,50
51,Virgin Islands,14,NaN,NaN,NaN,NaN,NaN
52,Guam,10,NaN,NaN,NaN,NaN,NaN
53,West Virginia,214,21,19,18,17,16
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
