,State,326,332,339,346,353,360
0,Washington,2879,212,230,246,260,274
1,Illinois,15339,1090,1038,977,912,846
2,California,21040,1322,1755,2314,3025,3909
3,Arizona,7357,435,518,606,700,800
4,Massachusetts,11349,422,525,648,793,958
5,Wisconsin,4339,333,294,257,223,192
6,Texas,24400,1396,1500,1600,1697,1792
7,Nebraska,1373,141,124,107,91,77
8,Utah,1055,88,88,87,85,82
9,Oregon,1155,144,153,161,168,173
10,Florida,19866,754,825,899,976,1055
11,New York,35620,622,798,1017,1286,1610
12,Rhode Island,1509,105,126,149,174,198
13,Georgia,10076,442,531,633,748,878
14,New Hampshire,603,58,81,111,152,205
15,North Carolina,5823,344,395,451,514,583
16,New Jersey,17751,425,469,512,556,600
17,Colorado,3958,381,365,345,322,300
18,Maryland,5117,294,324,354,385,417
19,Nevada,2539,240,285,333,386,441
20,Tennessee,5462,509,573,639,707,774
21,Hawaii,274,13,14,14,14,15
22,Indiana,6805,560,570,574,572,567
23,Kentucky,2207,153,159,163,166,169
24,Minnesota,4503,377,330,280,233,193
25,Oklahoma,2064,161,166,168,169,169
26,Pennsylvania,12490,1373,1729,2156,2658,3231
27,South Carolina,4739,209,268,342,435,547
28,District of Columbia,715,20,25,30,36,43
29,Kansas,2072,226,221,214,206,197
30,Missouri,4609,343,331,315,299,282
31,Vermont,95,18,25,33,44,59
32,Virginia,4411,226,272,327,390,462
33,Connecticut,5363,279,349,432,529,639
34,Iowa,3209,144,115,90,70,54
35,Louisiana,6818,252,299,353,414,482
36,Ohio,7492,632,669,697,719,735
37,Michigan,11195,809,758,696,632,571
38,South Dakota,1259,128,112,96,83,70
39,Arkansas,2945,211,216,220,222,223
40,Delaware,816,38,48,62,78,97
41,Mississippi,4199,231,265,303,342,385
42,New Mexico,1957,200,188,172,156,140
43,North Dakota,1152,78,64,52,42,34
44,Wyoming,321,41,33,26,20,15
45,Alaska,176,24,22,21,19,18
46,Maine,257,39,47,57,68,81
47,Alabama,4102,313,394,494,615,756
48,Idaho,1175,122,129,135,140,144
49,Montana,818,65,58,51,45,39
50,Puerto Rico,1272,107,121,136,153,173
51,Virgin Islands,23,NaN,NaN,NaN,NaN,NaN
52,Guam,115,NaN,NaN,NaN,NaN,NaN
53,West Virginia,968,149,180,215,255,298
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
