,State,229,234,241,248,255,262,269,276,283
0,Washington,1953,94,83,77,73,66,60,54,48
1,Illinois,8398,472,484,598,724,807,853,850,797
2,California,13758,837,656,568,489,409,338,277,225
3,Arizona,5219,116,100,94,87,79,71,62,54
4,Massachusetts,9133,53,70,116,185,289,440,640,876
5,Wisconsin,1168,73,73,93,119,139,156,167,170
6,Texas,13697,810,669,581,495,408,330,263,207
7,Nebraska,404,20,24,22,17,15,13,11,9
8,Utah,423,15,16,18,20,22,22,23,23
9,Oregon,482,29,27,27,28,28,27,27,26
10,Florida,11871,489,402,392,369,334,295,255,216
11,New York,33002,328,335,362,392,418,443,466,484
12,Rhode Island,1055,28,27,26,25,23,22,20,18
13,Georgia,6044,365,324,283,242,198,160,126,98
14,New Hampshire,433,8,8,10,13,16,19,22,27
15,North Carolina,2897,157,179,172,155,144,130,115,100
16,New Jersey,15991,218,204,194,184,173,163,151,140
17,Colorado,1973,71,67,69,74,74,75,74,73
18,Maryland,3804,141,139,160,184,200,212,219,218
19,Nevada,1393,78,63,55,48,40,32,26,21
20,Tennessee,1869,110,108,116,120,117,109,98,85
21,Hawaii,86,11,12,11,9,8,6,5,4
22,Indiana,3368,224,247,243,239,227,210,190,169
23,Kentucky,996,82,91,95,92,92,90,85,79
24,Minnesota,1912,115,134,145,148,150,149,143,134
25,Oklahoma,853,68,73,84,88,90,88,82,73
26,Pennsylvania,7771,265,275,317,349,384,416,445,470
27,South Carolina,2907,127,143,157,159,159,151,138,121
28,District of Columbia,611,17,16,15,15,14,13,12,11
29,Kansas,483,42,46,41,32,28,23,19,16
30,Missouri,1687,127,141,178,217,248,268,270,256
31,Vermont,58,1,1,1,1,0,0,0,0
32,Virginia,2684,134,146,158,167,172,173,169,162
33,Connecticut,4468,64,66,65,63,62,60,57,55
34,Iowa,1170,84,130,111,83,65,49,37,27
35,Louisiana,5105,176,160,164,160,149,135,118,100
36,Ohio,4276,223,255,283,284,305,319,327,329
37,Michigan,6810,289,308,280,241,216,191,167,146
38,South Dakota,173,13,26,26,21,18,15,12,9
39,Arkansas,908,50,51,56,62,62,60,56,50
40,Delaware,609,20,19,22,26,29,31,32,33
41,Mississippi,2585,151,143,127,108,90,72,57,44
42,New Mexico,807,29,28,26,23,21,19,17,15
43,North Dakota,156,16,22,26,32,32,30,26,21
44,Wyoming,42,2,2,2,2,2,2,2,2
45,Alaska,42,3,3,4,5,6,6,7,7
46,Maine,134,4,5,5,6,6,7,8,8
47,Alabama,2276,102,99,87,71,59,48,38,30
48,Idaho,385,25,21,13,7,4,2,1,0
49,Montana,118,10,12,13,13,14,14,14,14
50,Puerto Rico,477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,248,15,18,25,32,41,52,62,71
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
