,State,236,241,248,255,262,269,276,283
0,Washington,2006,47,44,41,38,35,34,33
1,Illinois,8546,141,130,120,114,109,107,106
2,California,14439,655,601,552,507,469,439,416
3,Arizona,5322,102,77,59,46,36,29,24
4,Massachusetts,9219,75,66,59,54,50,47,45
5,Wisconsin,1210,46,46,46,46,47,48,51
6,Texas,14451,668,546,447,375,317,270,233
7,Nebraska,435,21,19,17,16,16,16,16
8,Utah,436,17,18,18,17,16,16,16
9,Oregon,509,25,23,21,20,20,20,20
10,Florida,12642,563,445,353,293,245,208,179
11,New York,33030,48,49,48,43,39,35,32
12,Rhode Island,1075,11,10,9,8,7,7,7
13,Georgia,6353,291,240,198,166,140,120,104
14,New Hampshire,436,3,3,3,2,2,2,2
15,North Carolina,3060,161,151,142,136,131,129,128
16,New Jersey,16034,39,35,31,27,25,22,21
17,Colorado,1990,20,20,20,19,19,19,20
18,Maryland,3839,44,42,40,37,36,35,34
19,Nevada,1456,63,53,45,38,32,27,24
20,Tennessee,2097,160,142,127,119,113,108,104
21,Hawaii,99,15,13,12,10,9,8,7
22,Indiana,3439,72,68,65,62,60,59,59
23,Kentucky,1065,56,54,52,51,52,52,54
24,Minnesota,1974,55,51,48,46,45,44,44
25,Oklahoma,905,53,51,49,48,47,46,47
26,Pennsylvania,7855,76,74,72,69,68,68,69
27,South Carolina,3077,154,131,112,98,86,77,69
28,District of Columbia,616,4,3,3,3,2,2,2
29,Kansas,542,32,29,27,27,27,28,29
30,Missouri,1738,77,76,77,76,77,79,82
31,Vermont,58,0,0,0,0,1,1,1
32,Virginia,2743,74,77,78,75,73,72,73
33,Connecticut,4485,12,12,11,11,10,10,10
34,Iowa,1224,61,60,58,55,52,49,47
35,Louisiana,5252,138,114,94,78,66,57,49
36,Ohio,4419,143,139,136,134,134,135,139
37,Michigan,6921,74,69,65,64,63,63,65
38,South Dakota,184,10,11,11,11,11,11,11
39,Arkansas,992,79,72,65,60,55,52,48
40,Delaware,617,6,5,5,5,5,4,5
41,Mississippi,2706,104,85,70,58,48,41,35
42,New Mexico,823,21,20,18,17,16,15,14
43,North Dakota,170,12,11,11,10,10,10,10
44,Wyoming,42,1,2,2,2,2,2,2
45,Alaska,44,3,3,3,3,4,4,4
46,Maine,136,2,1,1,1,1,2,2
47,Alabama,2355,88,81,75,67,61,56,52
48,Idaho,419,28,26,25,23,21,20,19
49,Montana,138,14,13,13,13,14,15,16
50,Puerto Rico,542,53,50,47,47,47,47,48
51,Virgin Islands,19,2,1,1,1,1,1,0
52,Guam,26,7,7,6,5,4,3,2
53,West Virginia,278,23,23,24,24,24,25,26
54,Northern Mariana Islands,2,0,0,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
