,State,334,339,346,353,360
0,Washington,3106,93,94,128,128
1,Illinois,16527,963,1034,1003,873
2,California,22837,2135,2124,2392,2231
3,Arizona,7972,675,620,807,744
4,Massachusetts,11759,401,417,584,582
5,Wisconsin,4751,298,244,238,204
6,Texas,25936,1475,1386,1733,1570
7,Nebraska,1511,115,105,95,81
8,Utah,1161,84,90,87,75
9,Oregon,1347,154,159,166,142
10,Florida,20680,818,813,922,878
11,New York,36568,1172,1040,1439,1439
12,Rhode Island,1670,66,76,63,56
13,Georgia,10399,443,432,573,556
14,New Hampshire,656,62,62,68,61
15,North Carolina,6240,445,440,501,457
16,New Jersey,18223,476,557,740,740
17,Colorado,4378,361,396,366,312
18,Maryland,5471,323,309,401,365
19,Nevada,2785,245,248,287,251
20,Tennessee,6136,758,621,982,853
21,Hawaii,282,12,15,20,18
22,Indiana,7438,567,525,688,598
23,Kentucky,2412,149,148,167,148
24,Minnesota,4931,268,278,289,248
25,Oklahoma,2218,165,162,186,162
26,Pennsylvania,13890,1736,1511,2161,1881
27,South Carolina,4962,278,236,352,340
28,District of Columbia,742,23,24,26,26
29,Kansas,2448,288,203,407,345
30,Missouri,5088,341,338,302,264
31,Vermont,111,16,14,20,17
32,Virginia,4654,238,310,289,270
33,Connecticut,5676,267,287,279,264
34,Iowa,3588,225,296,179,151
35,Louisiana,7107,258,243,301,296
36,Ohio,8122,573,567,740,650
37,Michigan,12153,626,608,593,517
38,South Dakota,1381,90,112,79,67
39,Arkansas,3295,263,308,321,280
40,Delaware,871,47,43,56,54
41,Mississippi,4411,268,264,303,277
42,New Mexico,2180,189,198,201,172
43,North Dakota,1233,64,37,57,49
44,Wyoming,351,31,29,36,30
45,Alaska,184,19,19,18,15
46,Maine,293,55,66,48,41
47,Alabama,4389,328,345,347,312
48,Idaho,1301,135,130,157,135
49,Montana,881,52,46,62,53
50,Puerto Rico,1382,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,120,NaN,NaN,NaN,NaN
53,West Virginia,1129,175,167,204,174
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
