,State,257,262,269,276,283
0,Washington,2158,21,21,18,14
1,Illinois,9054,300,385,420,453
2,California,16171,589,643,600,575
3,Arizona,5707,67,65,56,44
4,Massachusetts,9530,103,117,114,113
5,Wisconsin,1381,81,100,105,106
6,Texas,16437,561,603,543,499
7,Nebraska,503,45,54,53,53
8,Utah,482,22,24,24,22
9,Oregon,572,20,22,20,19
10,Florida,14712,759,895,895,898
11,New York,33214,99,120,121,118
12,Rhode Island,1121,7,7,5,4
13,Georgia,7192,351,380,354,331
14,New Hampshire,443,8,10,10,11
15,North Carolina,3637,173,195,193,197
16,New Jersey,16138,27,29,25,22
17,Colorado,2069,77,94,98,101
18,Maryland,3961,29,29,24,20
19,Nevada,1623,47,50,45,40
20,Tennessee,2597,258,300,295,289
21,Hawaii,157,34,40,40,40
22,Indiana,3681,111,139,153,169
23,Kentucky,1214,62,67,63,59
24,Minnesota,2136,104,132,148,167
25,Oklahoma,1055,37,39,37,33
26,Pennsylvania,8207,201,230,225,218
27,South Carolina,3456,159,171,163,150
28,District of Columbia,631,17,21,21,21
29,Kansas,698,42,47,45,41
30,Missouri,2188,198,238,238,241
31,Vermont,58,0,0,0,0
32,Virginia,3276,138,152,141,131
33,Connecticut,4517,8,7,6,5
34,Iowa,1398,87,107,116,130
35,Louisiana,5586,267,299,285,275
36,Ohio,4931,96,103,94,82
37,Michigan,7139,47,49,44,38
38,South Dakota,248,19,27,29,34
39,Arkansas,1447,221,256,253,251
40,Delaware,645,12,14,14,14
41,Mississippi,3013,75,76,65,58
42,New Mexico,894,31,35,34,35
43,North Dakota,277,73,102,124,146
44,Wyoming,53,0,0,0,0
45,Alaska,58,3,3,2,2
46,Maine,142,2,2,2,1
47,Alabama,2559,29,25,19,14
48,Idaho,487,27,29,27,24
49,Montana,190,19,22,19,17
50,Puerto Rico,695,NaN,NaN,NaN,NaN
51,Virgin Islands,20,NaN,NaN,NaN,NaN
52,Guam,54,NaN,NaN,NaN,NaN
53,West Virginia,367,26,27,24,22
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
