,State,312,318,325,332,339
0,Washington,2703,128,146,158,171
1,Illinois,12882,907,922,925,949
2,California,19151,592,701,815,916
3,Arizona,6634,226,273,323,354
4,Massachusetts,10722,221,248,263,284
5,Wisconsin,3487,372,367,360,355
6,Texas,21843,888,903,907,873
7,Nebraska,989,117,122,120,124
8,Utah,868,109,117,122,125
9,Oregon,905,88,102,114,126
10,Florida,18500,554,594,651,697
11,New York,34561,349,423,469,534
12,Rhode Island,1346,26,29,29,30
13,Georgia,9442,261,264,268,274
14,New Hampshire,526,21,26,31,35
15,North Carolina,5240,240,251,259,269
16,New Jersey,16978,256,300,330,348
17,Colorado,3003,264,298,311,330
18,Maryland,4625,169,193,212,233
19,Nevada,2136,126,146,165,174
20,Tennessee,4554,316,321,320,326
21,Hawaii,244,8,8,8,8
22,Indiana,5685,456,487,499,519
23,Kentucky,1896,181,194,197,203
24,Minnesota,3637,434,478,498,519
25,Oklahoma,1736,153,171,185,202
26,Pennsylvania,10297,558,652,720,796
27,South Carolina,4353,113,115,118,121
28,District of Columbia,680,13,15,16,17
29,Kansas,1529,149,163,164,168
30,Missouri,3850,250,259,254,255
31,Vermont,67,6,7,8,9
32,Virginia,4058,149,159,165,169
33,Connecticut,4961,131,143,137,129
34,Iowa,2399,247,243,226,217
35,Louisiana,6407,188,205,208,214
36,Ohio,6399,464,525,587,650
37,Michigan,9467,621,666,665,697
38,South Dakota,943,115,111,105,101
39,Arkansas,2470,134,139,140,143
40,Delaware,770,20,24,25,27
41,Mississippi,3806,121,124,120,118
42,New Mexico,1540,191,214,229,232
43,North Dakota,926,81,79,77,74
44,Wyoming,215,39,42,43,44
45,Alaska,121,11,13,14,15
46,Maine,191,15,16,17,19
47,Alabama,3577,140,142,138,139
48,Idaho,920,87,94,95,97
49,Montana,671,67,69,68,70
50,Puerto Rico,1094,61,59,59,59
51,Virgin Islands,23,0,0,0,0
52,Guam,112,5,4,4,3
53,West Virginia,729,85,93,97,101
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
