,State,221,227,234,241,248,255,262,269,276,283,290,297,304,311,318,325,332,339,346,353,360
0,Washington,1905,48,42,38,34,28,24,20,17,14,12,10,8,7,6,5,4,3,3,2,2
1,Illinois,8228,169,170,174,171,161,154,148,142,136,129,122,117,111,106,101,97,93,89,85,81
2,California,12937,805,760,721,679,636,598,558,519,484,450,418,390,364,339,315,294,274,255,237,221
3,Arizona,5030,231,180,143,123,115,104,93,84,75,68,61,54,49,44,39,35,31,28,25,22
4,Massachusetts,9049,120,109,100,88,76,66,58,52,46,40,35,31,27,24,21,18,16,14,13,11
5,Wisconsin,1122,46,49,52,54,55,56,58,59,60,62,63,65,66,68,69,71,72,73,75,76
6,Texas,12683,1105,940,816,740,697,647,600,556,513,471,432,398,366,336,309,283,260,238,218,200
7,Nebraska,392,15,18,20,21,21,21,21,21,22,22,22,22,22,23,23,23,23,23,23,24
8,Utah,407,23,26,28,29,28,29,29,29,29,29,30,30,30,30,30,31,31,31,31,31
9,Oregon,458,34,28,25,23,24,23,23,23,22,22,21,21,20,20,20,19,19,18,18,17
10,Florida,11119,604,469,364,315,298,270,247,226,206,186,170,155,141,129,117,107,97,88,80,73
11,New York,32909,84,64,55,42,26,17,12,7,4,2,1,0,0,0,0,0,0,0,0,0
12,Rhode Island,1046,8,8,8,7,6,6,5,4,4,3,3,3,2,2,2,1,1,1,1,1
13,Georgia,5604,437,352,295,269,261,245,231,217,204,191,180,168,157,147,137,128,120,112,105,97
14,New Hampshire,432,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
15,North Carolina,2692,175,165,158,155,156,156,155,154,153,152,151,150,148,147,145,144,142,140,138,137
16,New Jersey,15937,24,23,23,20,15,12,9,7,6,5,4,3,2,2,1,1,1,0,0,0
17,Colorado,1942,25,22,20,18,17,16,16,15,14,13,12,12,11,10,10,9,9,8,8,7
18,Maryland,3752,57,45,39,36,33,31,29,26,24,23,21,19,18,17,15,14,13,12,11,10
19,Nevada,1302,90,73,60,55,55,52,50,48,45,43,41,38,37,35,33,31,29,28,26,25
20,Tennessee,1747,178,145,124,116,116,113,110,106,103,99,96,92,89,86,83,80,77,74,71,69
21,Hawaii,63,15,17,21,23,25,27,30,32,35,38,41,45,48,52,56,59,62,66,69,73
22,Indiana,3291,85,86,86,85,83,81,79,77,76,73,72,69,67,66,64,63,61,60,58,57
23,Kentucky,929,65,67,70,70,67,65,64,62,61,59,58,57,55,54,53,51,50,49,48,46
24,Minnesota,1865,67,66,66,67,68,69,70,71,72,73,74,75,75,76,77,77,78,78,79,79
25,Oklahoma,799,77,68,64,62,62,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48
26,Pennsylvania,7658,123,111,104,99,96,92,88,85,81,78,75,72,69,66,64,61,58,56,54,52
27,South Carolina,2709,211,164,132,125,130,128,126,123,120,116,114,110,107,104,101,98,95,92,89,87
28,District of Columbia,606,4,4,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1
29,Kansas,449,27,33,40,42,40,40,40,40,40,40,40,40,39,39,39,39,39,39,38,38
30,Missouri,1533,76,83,90,92,89,89,88,88,87,86,86,85,84,83,83,82,81,80,79,78
31,Vermont,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Virginia,2569,106,92,84,81,80,78,77,75,73,71,69,67,66,64,62,61,59,57,56,54
33,Connecticut,4465,7,8,8,8,7,6,6,5,5,4,4,3,3,3,3,2,2,2,2,2
34,Iowa,1113,88,108,131,146,155,166,177,188,200,213,224,234,244,253,261,269,277,283,289,292
35,Louisiana,4931,173,114,78,65,59,52,45,40,35,30,26,23,20,17,15,13,11,10,8,7
36,Ohio,4129,192,170,157,147,140,132,125,118,112,106,100,95,90,85,81,77,73,70,66,63
37,Michigan,6748,95,91,90,88,85,80,76,71,66,64,61,58,55,53,51,48,46,43,42,40
38,South Dakota,167,8,12,16,20,21,23,26,28,32,35,39,43,47,51,56,61,66,71,76,81
39,Arkansas,784,106,82,69,64,64,62,60,58,56,54,52,50,48,47,45,43,41,40,38,36
40,Delaware,604,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1
41,Mississippi,2441,180,154,137,123,113,104,94,85,77,70,63,57,52,47,42,38,35,31,28,25
42,New Mexico,770,26,22,18,17,18,17,17,16,15,15,14,14,13,13,12,12,12,11,11,10
43,North Dakota,142,9,13,17,20,21,22,24,26,28,30,32,35,37,39,42,44,47,49,52,54
44,Wyoming,37,2,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
45,Alaska,37,7,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
46,Maine,132,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
47,Alabama,2162,116,97,84,81,84,83,83,82,81,80,79,78,77,76,75,73,72,71,70,69
48,Idaho,359,52,39,32,29,29,27,26,24,22,21,20,18,17,16,15,14,13,12,11,10
49,Montana,104,13,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13
50,Puerto Rico,434,40,40,39,38,37,36,35,34,33,32,32,31,30,29,28,27,27,26,25,24
51,Virgin Islands,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,214,31,26,23,22,22,22,22,21,21,20,20,19,19,18,18,17,17,16,16,16
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
