,State,312,318,325,332,339
0,Washington,2703,89,112,129,148
1,Illinois,12882,1006,976,874,762
2,California,19151,678,928,1052,1037
3,Arizona,6634,222,301,347,356
4,Massachusetts,10722,212,234,242,247
5,Wisconsin,3487,419,394,331,264
6,Texas,21843,1050,1156,1100,1012
7,Nebraska,989,108,106,92,76
8,Utah,868,102,105,98,86
9,Oregon,905,84,100,116,132
10,Florida,18500,562,667,692,606
11,New York,34561,318,394,455,519
12,Rhode Island,1346,52,59,54,43
13,Georgia,9442,275,317,330,314
14,New Hampshire,526,17,22,22,23
15,North Carolina,5240,241,284,318,347
16,New Jersey,16978,301,356,366,372
17,Colorado,3003,338,372,362,333
18,Maryland,4625,218,267,281,295
19,Nevada,2136,145,188,219,243
20,Tennessee,4554,475,484,470,458
21,Hawaii,244,12,13,14,17
22,Indiana,5685,464,510,490,456
23,Kentucky,1896,129,149,155,153
24,Minnesota,3637,399,427,402,365
25,Oklahoma,1736,164,194,216,239
26,Pennsylvania,10297,739,943,1043,1083
27,South Carolina,4353,121,133,133,131
28,District of Columbia,680,13,15,15,14
29,Kansas,1529,151,167,154,130
30,Missouri,3850,273,273,245,216
31,Vermont,67,6,8,8,5
32,Virginia,4058,144,186,216,236
33,Connecticut,4961,165,180,158,124
34,Iowa,2399,199,170,136,108
35,Louisiana,6407,250,324,314,292
36,Ohio,6399,512,622,685,731
37,Michigan,9467,695,758,772,734
38,South Dakota,943,184,163,148,146
39,Arkansas,2470,128,138,136,132
40,Delaware,770,19,24,28,31
41,Mississippi,3806,152,167,168,148
42,New Mexico,1540,221,293,310,288
43,North Dakota,926,90,81,72,69
44,Wyoming,215,57,58,49,40
45,Alaska,121,11,11,12,12
46,Maine,191,15,16,15,13
47,Alabama,3577,185,215,216,217
48,Idaho,920,68,70,67,62
49,Montana,671,105,112,98,81
50,Puerto Rico,1094,92,105,117,131
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,112,7,4,4,3
53,West Virginia,729,88,106,108,103
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
