,State,277,283,290,297,304,311,318,325,332,339,346,353,360,367,374
0,Washington,2296,55,69,71,73,74,74,75,75,76,76,76,76,76,76
1,Illinois,9751,426,583,767,1017,1338,1751,2273,2923,3710,4633,5669,6766,7838,8771
2,California,17343,476,482,707,1047,1505,2162,3093,4393,6177,8563,11639,15407,19696,24092
3,Arizona,5869,91,110,127,147,170,196,226,259,296,338,384,434,488,546
4,Massachusetts,9839,130,153,208,263,329,421,532,670,843,1054,1309,1616,1978,2393
5,Wisconsin,1770,169,201,272,335,409,492,581,671,756,828,879,904,898,862
6,Texas,17915,566,664,827,1084,1412,1828,2352,3000,3785,4709,5758,6895,8051,9127
7,Nebraska,595,59,86,97,121,149,180,219,263,315,374,440,512,588,665
8,Utah,568,32,34,40,43,46,50,52,55,57,59,61,61,62,61
9,Oregon,653,36,35,39,44,50,56,63,70,79,89,99,111,124,138
10,Florida,16417,634,752,926,1140,1406,1725,2114,2581,3139,3799,4570,5458,6464,7578
11,New York,33418,78,81,88,81,78,74,70,67,63,60,57,54,51,48
12,Rhode Island,1177,28,41,60,79,103,134,171,216,267,324,381,435,478,505
13,Georgia,7808,190,205,257,348,467,625,832,1099,1437,1857,2360,2937,3562,4188
14,New Hampshire,473,12,14,16,18,21,24,27,31,35,40,45,50,57,63
15,North Carolina,4144,292,312,331,341,347,351,355,358,360,360,360,359,356,353
16,New Jersey,16281,82,94,119,143,176,215,262,319,387,468,564,676,807,957
17,Colorado,2218,58,76,103,137,182,242,320,419,545,701,888,1105,1343,1587
18,Maryland,4091,71,75,78,78,76,75,74,72,71,69,68,66,65,63
19,Nevada,1739,28,34,41,50,60,72,86,103,123,145,170,197,227,258
20,Tennessee,3100,234,260,318,374,444,524,617,724,846,984,1138,1308,1492,1688
21,Hawaii,212,19,18,20,19,19,19,18,18,18,18,17,17,17,16
22,Indiana,4118,249,307,389,509,619,807,1008,1253,1604,1950,2445,2997,3596,4375
23,Kentucky,1404,109,127,166,229,314,427,573,757,980,1234,1501,1752,1947,2049
24,Minnesota,2381,142,171,181,192,203,214,224,234,243,251,258,264,269,272
25,Oklahoma,1245,94,93,110,110,118,132,131,148,154,160,176,179,193,203
26,Pennsylvania,8636,239,276,333,398,479,573,685,816,971,1151,1359,1597,1868,2171
27,South Carolina,3793,134,147,146,143,139,136,132,127,123,119,114,110,106,101
28,District of Columbia,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Kansas,956,125,144,162,182,204,228,254,283,313,345,378,412,448,483
30,Missouri,2808,313,433,450,464,476,487,495,501,506,508,508,505,501,494
31,Vermont,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Virginia,3574,122,124,126,121,118,113,109,104,100,95,90,85,80,76
33,Connecticut,4577,31,46,65,96,134,192,271,382,537,746,1028,1393,1849,2387
34,Iowa,1634,93,99,117,141,168,198,231,266,304,341,377,409,435,453
35,Louisiana,5820,79,85,87,81,75,70,65,60,56,52,48,44,41,38
36,Ohio,5206,173,231,296,383,494,634,812,1034,1308,1643,2043,2510,3038,3610
37,Michigan,7522,267,369,423,450,485,520,556,594,633,672,712,753,794,834
38,South Dakota,366,62,73,88,103,117,130,143,153,161,165,165,161,153,142
39,Arkansas,1797,123,130,164,231,322,444,604,805,1042,1303,1557,1764,1881,1880
40,Delaware,680,13,14,13,13,13,12,12,12,11,11,11,10,10,10
41,Mississippi,3255,114,130,142,143,141,138,134,130,126,122,118,113,108,103
42,New Mexico,965,52,76,98,115,132,152,173,195,218,242,265,287,306,321
43,North Dakota,448,72,93,109,124,140,154,166,175,180,181,177,170,158,145
44,Wyoming,68,7,9,13,18,25,33,44,56,70,84,95,102,103,97
45,Alaska,68,0,0,0,0,1,1,1,1,1,1,2,2,2,2
46,Maine,146,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,Alabama,2866,81,96,175,348,680,1290,2314,3762,5230,5867,5156,3617,2141,1138
48,Idaho,572,47,57,74,95,122,154,192,234,279,322,359,386,398,393
49,Montana,294,68,75,89,105,122,141,161,181,200,218,233,244,250,250
50,Puerto Rico,794,27,31,39,49,63,80,100,125,154,188,227,268,312,353
51,"Virgin Islands, U.S.",21,0,0,0,0,0,0,1,3,8,17,27,26,16,7
52,Guam,69,8,11,11,12,12,13,13,13,14,14,14,14,14,13
53,West Virginia,424,25,31,36,43,50,59,70,82,96,113,132,153,178,206
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
