,State,333,339,346,353,360
0,Washington,3104,179,149,120,93
1,Illinois,16407,1268,1199,1055,937
2,California,22675,1586,1819,1936,1920
3,Arizona,7971,508,578,579,551
4,Massachusetts,11717,415,412,376,336
5,Wisconsin,4743,447,435,412,386
6,Texas,25827,1999,2446,2981,3687
7,Nebraska,1486,153,133,113,97
8,Utah,1155,79,71,65,53
9,Oregon,1341,190,205,209,207
10,Florida,20568,663,636,609,608
11,New York,36431,752,829,850,837
12,Rhode Island,1625,84,79,75,65
13,Georgia,10383,458,511,530,526
14,New Hampshire,656,37,33,28,21
15,North Carolina,6224,312,299,283,255
16,New Jersey,18194,447,443,412,364
17,Colorado,4368,253,213,166,128
18,Maryland,5448,289,270,227,190
19,Nevada,2779,324,340,333,314
20,Tennessee,6071,576,650,668,632
21,Hawaii,282,18,19,24,25
22,Indiana,7404,517,462,372,304
23,Kentucky,2397,122,97,75,59
24,Minnesota,4909,507,400,283,203
25,Oklahoma,2212,222,220,215,197
26,Pennsylvania,13834,1159,1136,999,848
27,South Carolina,4935,279,310,328,321
28,District of Columbia,737,24,22,22,21
29,Kansas,2341,313,310,283,244
30,Missouri,5076,478,485,466,450
31,Vermont,111,7,7,7,7
32,Virginia,4650,286,298,292,294
33,Connecticut,5581,228,223,196,179
34,Iowa,3588,224,200,176,166
35,Louisiana,7042,219,234,240,254
36,Ohio,8047,768,698,601,521
37,Michigan,12074,797,727,621,548
38,South Dakota,1361,48,38,29,23
39,Arkansas,3237,172,179,172,162
40,Delaware,862,44,38,35,29
41,Mississippi,4409,277,300,295,275
42,New Mexico,2171,253,244,230,211
43,North Dakota,1231,35,24,12,7
44,Wyoming,351,46,37,29,19
45,Alaska,184,27,26,24,23
46,Maine,292,52,60,67,76
47,Alabama,4389,286,305,309,302
48,Idaho,1280,160,155,140,114
49,Montana,865,43,29,18,12
50,Puerto Rico,1368,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,119,NaN,NaN,NaN,NaN
53,West Virginia,1128,228,249,253,255
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
