,State,235,241,248,255,262
0,Washington,1991,36,33,29,26
1,Illinois,8541,152,133,130,121
2,California,14378,586,514,452,384
3,Arizona,5322,130,119,105,93
4,Massachusetts,9210,69,55,64,77
5,Wisconsin,1210,51,55,61,68
6,Texas,14405,677,609,530,452
7,Nebraska,434,31,38,39,41
8,Utah,433,12,15,17,20
9,Oregon,509,26,21,19,16
10,Florida,12608,625,559,482,414
11,New York,33023,39,43,49,56
12,Rhode Island,1071,17,19,19,20
13,Georgia,6333,277,253,218,186
14,New Hampshire,436,3,4,4,5
15,North Carolina,3052,160,147,138,127
16,New Jersey,16031,44,44,42,40
17,Colorado,1988,17,18,18,19
18,Maryland,3838,40,39,38,36
19,Nevada,1452,52,41,32,24
20,Tennessee,2078,197,166,148,129
21,Hawaii,99,12,10,8,7
22,Indiana,3438,72,70,65,59
23,Kentucky,1060,65,65,62,59
24,Minnesota,1971,55,42,38,33
25,Oklahoma,905,53,51,50,49
26,Pennsylvania,7829,82,80,78,76
27,South Carolina,3064,155,129,119,113
28,District of Columbia,616,4,3,3,2
29,Kansas,528,45,47,49,48
30,Missouri,1731,80,110,120,127
31,Vermont,58,0,0,0,0
32,Virginia,2724,75,78,76,75
33,Connecticut,4480,8,8,8,8
34,Iowa,1220,49,61,69,73
35,Louisiana,5235,129,126,111,96
36,Ohio,4415,154,153,154,156
37,Michigan,6911,65,66,72,82
38,South Dakota,184,10,10,11,11
39,Arkansas,981,96,96,87,75
40,Delaware,615,6,6,7,8
41,Mississippi,2697,104,93,79,65
42,New Mexico,823,18,16,14,12
43,North Dakota,168,13,15,17,18
44,Wyoming,42,3,3,3,3
45,Alaska,44,2,2,1,1
46,Maine,136,2,1,1,1
47,Alabama,2351,90,86,78,70
48,Idaho,415,33,40,44,47
49,Montana,135,17,15,14,12
50,Puerto Rico,539,NaN,NaN,NaN,NaN
51,Virgin Islands,19,NaN,NaN,NaN,NaN
52,Guam,23,NaN,NaN,NaN,NaN
53,West Virginia,267,20,27,32,39
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
