,State,236,241,248,255,262
0,Washington,2006,48,42,73,69
1,Illinois,8546,190,229,175,211
2,California,14439,450,427,478,445
3,Arizona,5322,120,95,91,45
4,Massachusetts,9219,63,67,47,50
5,Wisconsin,1210,42,50,25,12
6,Texas,14451,643,558,568,467
7,Nebraska,435,20,10,11,46
8,Utah,436,24,25,20,30
9,Oregon,509,32,34,35,37
10,Florida,12642,428,397,452,371
11,New York,33030,92,100,81,101
12,Rhode Island,1075,18,20,13,6
13,Georgia,6353,461,415,443,400
14,New Hampshire,436,8,13,6,6
15,North Carolina,3060,172,170,183,181
16,New Jersey,16034,19,9,19,9
17,Colorado,1990,13,17,9,15
18,Maryland,3839,25,19,15,24
19,Nevada,1456,47,38,23,36
20,Tennessee,2097,93,123,135,117
21,Hawaii,99,16,16,11,5
22,Indiana,3439,97,99,49,49
23,Kentucky,1065,76,79,69,88
24,Minnesota,1974,42,33,47,23
25,Oklahoma,905,62,64,32,59
26,Pennsylvania,7855,61,90,97,104
27,South Carolina,3077,116,127,88,175
28,District of Columbia,616,NaN,NaN,NaN,NaN
29,Kansas,542,30,43,30,42
30,Missouri,1738,92,96,83,84
31,Vermont,58,5,8,4,3
32,Virginia,2743,69,90,100,100
33,Connecticut,4485,13,8,6,3
34,Iowa,1224,60,45,60,30
35,Louisiana,5252,108,103,117,143
36,Ohio,4419,126,133,113,105
37,Michigan,6921,151,127,98,72
38,South Dakota,184,3,1,0,18
39,Arkansas,992,71,59,74,64
40,Delaware,617,0,5,3,12
41,Mississippi,2706,129,120,63,52
42,New Mexico,823,24,22,20,10
43,North Dakota,170,16,22,11,9
44,Wyoming,42,1,3,6,18
45,Alaska,44,11,5,2,25
46,Maine,136,2,1,2,2
47,Alabama,2355,105,104,115,126
48,Idaho,419,33,25,24,12
49,Montana,138,19,19,9,28
50,Puerto Rico,542,NaN,NaN,NaN,NaN
51,Virgin Islands,19,NaN,NaN,NaN,NaN
52,Guam,26,NaN,NaN,NaN,NaN
53,West Virginia,278,28,25,35,34
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
