,State,235,241,248,255,262
0,Washington,1991,51,50,49,48
1,Illinois,8541,120,121,126,133
2,California,14378,553,494,445,401
3,Arizona,5322,124,109,99,90
4,Massachusetts,9210,80,83,87,93
5,Wisconsin,1210,45,47,50,53
6,Texas,14405,578,475,396,331
7,Nebraska,434,23,25,28,30
8,Utah,433,17,17,16,16
9,Oregon,509,27,27,26,25
10,Florida,12608,524,449,390,338
11,New York,33023,46,51,57,65
12,Rhode Island,1071,12,14,17,21
13,Georgia,6333,377,358,334,315
14,New Hampshire,436,4,4,5,6
15,North Carolina,3052,129,120,113,106
16,New Jersey,16031,33,35,38,43
17,Colorado,1988,27,29,32,36
18,Maryland,3838,44,45,48,50
19,Nevada,1452,82,77,74,69
20,Tennessee,2078,138,126,115,105
21,Hawaii,99,15,16,17,17
22,Indiana,3438,70,72,76,78
23,Kentucky,1060,54,54,54,54
24,Minnesota,1971,53,55,57,60
25,Oklahoma,905,58,58,59,58
26,Pennsylvania,7829,93,96,104,112
27,South Carolina,3064,136,119,105,93
28,District of Columbia,616,5,6,7,9
29,Kansas,528,28,28,28,29
30,Missouri,1731,69,68,68,66
31,Vermont,58,0,0,1,1
32,Virginia,2724,75,74,75,75
33,Connecticut,4480,8,10,12,15
34,Iowa,1220,57,58,59,59
35,Louisiana,5235,141,136,129,123
36,Ohio,4415,132,128,125,123
37,Michigan,6911,68,74,81,88
38,South Dakota,184,9,10,10,11
39,Arkansas,981,82,77,72,67
40,Delaware,615,6,7,8,9
41,Mississippi,2697,118,109,100,93
42,New Mexico,823,26,26,26,26
43,North Dakota,168,12,12,13,14
44,Wyoming,42,3,4,4,5
45,Alaska,44,4,5,5,6
46,Maine,136,2,3,3,4
47,Alabama,2351,88,81,74,69
48,Idaho,415,37,36,35,33
49,Montana,135,13,13,12,12
50,Puerto Rico,539,NaN,NaN,NaN,NaN
51,Virgin Islands,19,NaN,NaN,NaN,NaN
52,Guam,23,NaN,NaN,NaN,NaN
53,West Virginia,267,29,31,33,34
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
