,State,257,262,269,276,283,290,297,304
0,Washington,2158,42,40,33,27,21,17,13
1,Illinois,9054,141,120,97,79,64,52,40
2,California,16171,450,403,327,260,209,168,132
3,Arizona,5707,86,81,65,52,40,32,25
4,Massachusetts,9530,114,106,86,69,56,44,35
5,Wisconsin,1381,55,51,44,37,30,24,19
6,Texas,16437,401,367,296,241,194,155,123
7,Nebraska,503,21,16,13,11,9,7,5
8,Utah,482,28,27,23,19,16,13,10
9,Oregon,572,17,15,12,10,8,6,4
10,Florida,14712,517,452,367,290,233,185,145
11,New York,33214,71,60,48,38,31,23,18
12,Rhode Island,1121,9,8,7,5,4,3,2
13,Georgia,7192,223,190,155,126,101,82,65
14,New Hampshire,443,4,3,2,2,1,1,0
15,North Carolina,3637,140,123,93,69,52,39,28
16,New Jersey,16138,46,42,34,28,22,17,13
17,Colorado,2069,29,21,17,14,11,9,6
18,Maryland,3961,26,24,19,15,11,9,7
19,Nevada,1623,49,45,36,30,23,18,14
20,Tennessee,2597,159,139,114,92,75,61,48
21,Hawaii,157,14,10,8,7,5,4,3
22,Indiana,3681,81,75,63,51,41,33,27
23,Kentucky,1214,46,42,35,29,24,19,15
24,Minnesota,2136,54,48,40,33,26,21,17
25,Oklahoma,1055,21,20,14,11,8,5,3
26,Pennsylvania,8207,123,106,86,71,55,45,35
27,South Carolina,3456,88,73,61,49,39,31,24
28,District of Columbia,631,3,1,1,0,0,0,0
29,Kansas,698,27,27,21,17,13,10,8
30,Missouri,2188,505,470,418,368,313,259,215
31,Vermont,58,0,0,0,0,0,0,0
32,Virginia,3276,125,120,98,80,64,51,41
33,Connecticut,4517,5,5,4,3,2,1,1
34,Iowa,1398,38,31,24,19,14,11,8
35,Louisiana,5586,113,78,63,50,40,32,25
36,Ohio,4931,125,122,100,82,67,53,42
37,Michigan,7139,39,38,31,25,20,16,12
38,South Dakota,248,18,19,16,13,11,9,7
39,Arkansas,1447,92,73,61,50,41,34,27
40,Delaware,645,5,4,3,3,2,1,1
41,Mississippi,3013,80,75,59,47,37,29,23
42,New Mexico,894,29,26,21,17,14,11,8
43,North Dakota,277,34,32,28,23,18,15,12
44,Wyoming,53,3,3,2,2,1,1,1
45,Alaska,58,2,2,2,1,1,1,0
46,Maine,142,1,0,0,0,0,0,0
47,Alabama,2559,54,52,42,35,27,22,17
48,Idaho,487,16,14,12,9,7,5,4
49,Montana,190,16,17,15,13,11,9,7
50,Puerto Rico,695,23,17,14,11,9,7,5
51,Virgin Islands,20,0,0,0,0,0,0,0
52,Guam,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,367,20,19,16,13,10,8,6
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
