270,276,283,290,297
2239,62.84,61.569,72.098,78.924
9452,198.03,246.43,292.34,338.02
16956,449.49,470.71,446.21,488.42
5824,76.5,101.84,123.91,114.84
9723,116.16,174.77,199.85,184.22
1574,125.01,155.54,158.47,222.98
17440,467.96,501.86,528.74,516.82
547,32.629,32.975,36.607,54.79
540,49.711,51.401,50.667,49.37
619,24.675,34.71,31.451,30.433
15917,547.32,555.02,555.69,624.62
33347,97.68,91.957,93.473,96.106
1152,15.558,17.383,17.996,15.793
7607,199.53,207.37,211.9,207.91
466,18.001,22.178,31.268,33.642
3929,164.12,179.44,220.33,234.1
16204,36.639,47.325,57.908,70.37
2176,64.276,70.64,86.772,97.939
4036,42.406,42.607,51.133,67.448
1707,46.483,52.062,67.051,79.79
2903,142.6,160.35,154.87,152.12
186,12.289,15.63,14.803,12.08
3918,129.16,166.33,178.85,208.57
1312,81.037,81.783,82.229,87.254
2270,86.698,94.947,95.314,101.75
1162,64.15,58.258,73.631,72.499
8442,167.41,174.54,174.4,168.24
3637,82.867,78.074,94.541,110.81
641,6.5524,7.129,8.2953,7.9061
859,113.69,108.71,99.208,96.374
2581,172.64,169.22,329.04,337.98
58,0.27516,0.071269,0.086112,0.059342
3419,84.059,129.5,129.28,96.258
4542,18.134,21.993,23.96,28.042
1528,66.667,62.078,63.267,61.101
5727,73.899,73.25,76.211,71.859
5067,78.804,111.27,106.14,164.65
7340,162.77,149.52,174.68,185.64
315,32.698,52.278,64.283,60.524
1684,185.64,181.5,177.64,170.8
664,12.745,12.969,13.831,15.243
3171,68.549,59.097,65.702,81.169
929,33.685,50.66,52.979,55.901
399,51.185,52.221,52.848,51.047
57,2.0165,2.6762,3.5567,3.7851
67,6.5458,8.2167,7.6888,11.88
146,3.3844,2.98,2.8853,2.9729
2788,94.819,97.4,100.34,99.252
529,31.184,27.868,26.88,27.245
239,40.219,61.553,62.299,69.912
761,35.306,30.592,30.652,29.903
21,0.24419,0.22033,0.19286,0.18792
63,5.3588,8.8128,8.8605,9.1796
401,23.931,24.021,29.541,29.295
2,0.0084453,0.0030962,0.0038068,0.0029525
0,0.0082896,0.0030391,0.0037367,0.0028981
