172,178,185,192,199
1424,59.772,60.362,60.988,60.106
7369,206.81,216.43,192.7,181.52
7027,614.65,642.07,628.5,571.12
2151,197.83,185.44,179.6,169.11
8310,109.37,105.22,97.712,95.398
821,35.844,35.03,34.842,36.5
3138,451.19,469.32,472.76,436.85
285,12.437,12.07,11.841,12.237
212,22.429,19.446,18.728,19.418
232,22.408,19.389,20.565,20.412
4197,342.25,337.25,300.45,308.81
32343,184.5,176.28,176.75,171.82
976,24.693,22.082,21.668,18.644
2996,96.381,98.993,96.947,95.875
391,11.821,12.455,11.873,12.17
1513,82.692,86.326,83.251,83.149
15525,247.02,217.65,157.26,150.36
1725,47.572,41.954,43.536,39.557
3310,61.892,58.506,57.68,63.29
592,40.752,41.22,39.158,38.148
738,65.959,64.873,62.538,62.104
19,4.7568,4.6355,4.8079,5.1802
2756,75.395,69.673,75.574,66.345
622,35.105,37.128,35.438,35.187
1537,45.146,44.555,43.05,43.848
421,26.111,24.488,24.612,25.59
6897,130.62,131.52,128.95,134.85
951,99.088,101.14,87.686,80.913
568,10.525,10.036,9.6312,9.1108
295,18.009,17.652,16.994,18.336
1091,45.913,43.371,45.852,45.876
56,1.9203,1.7029,1.9652,2.109
1962,74.427,61.218,45.415,42.161
4348,27.358,25.852,24.909,24.991
748,23.976,23.196,24.294,24.401
3403,76.648,83.078,72.322,71.206
3036,111.46,117.51,110.15,112.4
6313,90.428,85.807,86.624,84.527
109,8.1842,8.1422,7.974,7.9969
319,30.757,31.453,28.698,29.122
517,7.4999,6.7432,6.6677,6.7559
1230,68.963,66.77,55.613,53.539
543,23.388,24.71,23.524,23.734
87,5.8725,5.6268,5.7721,5.8091
21,2.0278,1.923,2.0324,2.1558
17,2.8454,2.8483,2.9568,3.0909
112,7.1066,6.1071,6.2879,6.5054
1114,73.931,71.156,62.516,62.77
102,9.1168,7.8565,7.9692,7.8137
29,5.5031,4.6079,5.1402,5.2991
167,15.706,13.9,14.641,14.53
6,0.30561,0.28078,0.30549,0.32574
5,0.47368,0.43954,0.48675,0.51144
96,5.9428,5.6914,6.1029,6.1855
2,0.16167,0.14966,0.16292,0.1742
0,0.15638,0.14979,0.16245,0.17549
