,State,285,290,297,304,311
0,Washington,2378,43,43,41,40
1,Illinois,10093,364,380,375,376
2,California,17689,289,268,242,222
3,Arizona,5982,70,67,62,59
4,Massachusetts,10023,131,136,126,121
5,Wisconsin,2404,291,317,341,382
6,Texas,18532,448,420,384,363
7,Nebraska,656,66,69,73,77
8,Utah,614,54,58,59,63
9,Oregon,692,31,30,29,28
10,Florida,16834,469,435,391,368
11,New York,33763,91,96,92,91
12,Rhode Island,1210,48,48,47,46
13,Georgia,7999,174,163,144,129
14,New Hampshire,483,15,18,19,22
15,North Carolina,4390,199,186,172,163
16,New Jersey,16357,60,61,59,58
17,Colorado,2292,73,74,74,75
18,Maryland,4155,53,53,49,45
19,Nevada,1784,37,33,29,26
20,Tennessee,3379,201,199,193,190
21,Hawaii,219,13,12,11,10
22,Indiana,4390,235,241,237,240
23,Kentucky,1492,76,74,70,67
24,Minnesota,2538,122,141,138,137
25,Oklahoma,1354,88,83,75,72
26,Pennsylvania,8812,169,162,152,145
27,South Carolina,3946,99,94,85,78
28,District of Columbia,647,5,5,5,5
29,Kansas,1046,77,72,69,67
30,Missouri,3043,180,171,163,158
31,Vermont,58,0,0,0,0
32,Virginia,3658,71,69,64,60
33,Connecticut,4627,31,31,31,32
34,Iowa,1756,113,115,111,106
35,Louisiana,5934,70,75,65,59
36,Ohio,5340,91,83,74,68
37,Michigan,7716,133,123,114,109
38,South Dakota,438,81,88,94,102
39,Arkansas,1985,163,172,171,170
40,Delaware,710,27,28,29,29
41,Mississippi,3348,88,84,77,71
42,New Mexico,1036,46,48,46,45
43,North Dakota,540,86,97,102,108
44,Wyoming,97,9,9,9,9
45,Alaska,84,8,9,9,10
46,Maine,148,2,2,2,2
47,Alabama,2973,99,92,85,81
48,Idaho,632,40,34,30,28
49,Montana,386,53,53,54,58
50,Puerto Rico,839,NaN,NaN,NaN,NaN
51,Virgin Islands,21,NaN,NaN,NaN,NaN
52,Guam,79,NaN,NaN,NaN,NaN
53,West Virginia,461,23,20,17,15
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
