,State,362,367,374,381,388,395,402
0,Washington,3903,248,268,289,311,331,349
1,Illinois,20118,749,663,583,510,442,382
2,California,33746,4492,4734,4746,4634,4422,4125
3,Arizona,11265,946,991,1004,986,939,863
4,Massachusetts,13705,524,454,374,302,241,191
5,Wisconsin,5926,221,198,176,156,138,121
6,Texas,32711,1667,1672,1656,1626,1565,1494
7,Nebraska,1842,65,56,49,42,36,30
8,Utah,1500,80,78,76,72,69,66
9,Oregon,1803,187,205,222,238,254,268
10,Florida,24274,934,884,822,758,695,634
11,New York,41173,881,932,984,1015,1041,1045
12,Rhode Island,2005,70,59,49,41,34,28
13,Georgia,12360,468,486,500,508,510,504
14,New Hampshire,933,111,131,150,168,183,195
15,North Carolina,8083,534,501,450,402,356,313
16,New Jersey,20458,480,388,310,246,193,151
17,Colorado,5386,110,80,58,42,30,22
18,Maryland,6596,230,211,191,174,158,142
19,Nevada,3784,322,327,325,316,300,277
20,Tennessee,8430,636,630,612,584,550,509
21,Hawaii,321,9,9,9,9,9,9
22,Indiana,9340,420,393,364,334,304,273
23,Kentucky,3167,190,192,193,195,194,192
24,Minnesota,6007,252,248,243,234,228,218
25,Oklahoma,2994,209,216,221,223,223,222
26,Pennsylvania,19330,944,816,693,586,495,414
27,South Carolina,6248,315,286,244,206,175,146
28,District of Columbia,857,34,32,30,28,25,22
29,Kansas,3511,327,325,315,300,279,256
30,Missouri,6470,320,300,278,258,236,214
31,Vermont,163,15,16,18,19,20,21
32,Virginia,5739,327,331,326,322,316,307
33,Connecticut,6670,200,183,167,149,133,117
34,Iowa,4324,136,111,90,72,58,47
35,Louisiana,8253,253,252,248,241,230,220
36,Ohio,10281,457,429,401,374,346,320
37,Michigan,14686,540,481,427,376,327,286
38,South Dakota,1667,50,44,38,33,28,24
39,Arkansas,4343,235,214,194,172,153,134
40,Delaware,1016,45,47,49,51,52,52
41,Mississippi,5524,290,284,272,256,236,212
42,New Mexico,2958,164,150,136,121,108,94
43,North Dakota,1406,21,15,11,8,6,5
44,Wyoming,522,46,43,40,37,34,31
45,Alaska,229,8,9,10,11,12,14
46,Maine,514,76,89,104,119,136,150
47,Alabama,6121,409,418,427,423,414,395
48,Idaho,1607,67,60,54,48,43,38
49,Montana,1093,42,38,35,31,28,25
50,Puerto Rico,1703,76,73,70,67,64,61
51,Virgin Islands,24,0,0,0,0,0,0
52,Guam,125,0,0,0,0,0,0
53,West Virginia,1784,206,216,221,221,217,208
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN
