,State,326,332,339,346,353
0,Washington,2879,354,419,482,538
1,Illinois,15339,830,766,689,605
2,California,21040,1878,2282,2695,3079
3,Arizona,7357,395,456,520,587
4,Massachusetts,11349,479,538,595,646
5,Wisconsin,4339,127,92,66,46
6,Texas,24400,1457,1619,1768,1893
7,Nebraska,1373,112,103,89,74
8,Utah,1055,59,53,47,39
9,Oregon,1155,153,183,214,244
10,Florida,19866,1062,1158,1240,1301
11,New York,35620,847,1004,1153,1278
12,Rhode Island,1509,98,101,100,94
13,Georgia,10076,513,530,541,549
14,New Hampshire,603,70,93,120,151
15,North Carolina,5823,410,434,452,461
16,New Jersey,17751,421,501,574,630
17,Colorado,3958,217,184,152,121
18,Maryland,5117,211,237,261,280
19,Nevada,2539,264,292,310,315
20,Tennessee,5462,449,453,445,423
21,Hawaii,274,10,10,10,10
22,Indiana,6805,546,520,479,429
23,Kentucky,2207,223,224,218,206
24,Minnesota,4503,212,167,127,95
25,Oklahoma,2064,147,132,115,98
26,Pennsylvania,12490,1088,1261,1408,1513
27,South Carolina,4739,273,301,330,358
28,District of Columbia,715,23,27,32,37
29,Kansas,2072,205,224,239,253
30,Missouri,4609,352,343,329,311
31,Vermont,95,5,6,8,10
32,Virginia,4411,234,238,238,236
33,Connecticut,5363,232,264,288,300
34,Iowa,3209,79,56,39,26
35,Louisiana,6818,453,536,610,665
36,Ohio,7492,717,729,718,688
37,Michigan,11195,598,543,477,406
38,South Dakota,1259,107,100,92,83
39,Arkansas,2945,244,259,271,280
40,Delaware,816,67,79,89,94
41,Mississippi,4199,154,147,140,131
42,New Mexico,1957,195,177,156,133
43,North Dakota,1152,57,42,30,21
44,Wyoming,321,33,29,24,19
45,Alaska,176,22,22,22,22
46,Maine,257,27,32,38,43
47,Alabama,4102,256,266,269,265
48,Idaho,1175,78,71,63,55
49,Montana,818,66,58,49,39
50,Puerto Rico,1272,130,141,150,158
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,115,NaN,NaN,NaN,NaN
53,West Virginia,968,127,134,138,140
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
